date,course,off_time,race_id,horse,tier,vp,mds,improvement_score,place_prob,assigned_product,cashrun_class,cashrun_score,acca_role,acca_score,rp_support_count,rp_support_tipsters,result,position,sp_dec,pnl,winner,winner_sp_dec
2026-05-05,Ayr,4:30,rac_11928774,Summerstorms Dream,B,0.2419,0.0218,0.0787,0.9597,VISION_ONLY,,,WILDCARD,48.3,0,,PLACE,3,13.0,-1.0,Filly's Last Lady (GB),7.0
2026-05-05,Ayr,5:00,rac_11928748,Ebony Maw,B,0.2392,0.0181,0.0126,0.7971,PASS,,,TRAP,36.79,0,,UNMATCHED,,,0.0,Cascade Hall (IRE),4.0
2026-05-05,Ffos Las,2:48,rac_11926772,Prince Rhinegold,A,0.3751,0.0205,0.1226,0.6518,VISION_ONLY,,,WILDCARD,46.08,0,,LOSE,5,13.0,-1.0,Model Approach (IRE),19.0
2026-05-05,Ffos Las,3:18,rac_11926707,Fairye Forth,A,0.723,0.7307,0.3522,0.9987,VISION_ONLY,,,BANKER,79.97,0,,WIN,1,1.3,0.30000000000000004,Fairye Forth (IRE),1.3
2026-05-05,Ffos Las,3:48,rac_11926746,Star Turn,B,0.2888,0.028,0.0837,0.8239,VISION_ONLY,,,WILDCARD,48.56,0,,PLACE,2,4.2,-1.0,Parliamo (IRE),5.0
2026-05-05,Ffos Las,4:18,rac_11926720,Hell Hound,C,0.187,0.1107,0.0832,0.3674,PASS,,,TRAP,30.38,0,,UNMATCHED,,,0.0,Galop De Chasse (FR),19.0
2026-05-05,Ffos Las,4:48,rac_11926759,Makinbecon,C,0.1726,0.018,0.0944,0.466,PASS,,,TRAP,29.16,0,,LOSE,5,21.0,-1.0,Lion Of The Desert (IRE),4.5
2026-05-05,Ffos Las,5:22,rac_11926733,Of Corse I Can,B,0.2548,0.02,0.0933,0.7155,VISION_ONLY,,,WILDCARD,44.14,0,,UNMATCHED,,,0.0,Loki's Mischief (FR),3.5
2026-05-05,Hereford,5:42,rac_11942034,Edgewell,A,0.381,0.0262,0.0868,0.8262,VISION_ONLY,,,BOOSTER,60.04,0,,PLACE,3,7.0,-1.0,Maximum Offers (IRE),2.0
2026-05-05,Hereford,6:12,rac_11942047,Whatcombe,C,0.2703,0.0996,0.1444,0.414,PASS,,,TRAP,36.03,0,,LOSE,5,8.0,-1.0,Machete Beach (GB),1.29
2026-05-05,Hereford,6:47,rac_11942060,The Long Walk,B,0.3042,0.0378,0.0379,0.6011,VISION_ONLY,,,WILDCARD,45.27,0,,UNMATCHED,,,0.0,Earth King (IRE),3.0
2026-05-05,Hereford,7:17,rac_11942073,Cluain Chormaic,B,0.3087,0.099,0.0646,0.3767,PASS,,,TRAP,32.57,0,,PLACE,3,4.0,-1.0,Oakley (GER),5.0
2026-05-05,Hereford,7:47,rac_11942086,Triple Haych,A,0.5733,0.0331,0.106,0.7187,VISION_ONLY,,,BOOSTER,55.23,0,,LOSE,6,12.0,-1.0,Not So Sobers (GB),10.0
2026-05-05,Hereford,8:17,rac_11942099,Prairie Queen,C,0.1827,0.0121,0.0247,0.5002,PASS,,,TRAP,30.3,0,,WIN,1,10.0,9.0,Prairie Queen (GB),10.0
2026-05-05,Wolverhampton (AW),6:30,rac_11931751,Shielas Well,B,0.224,0.0444,0.0445,0.6753,PASS,,,TRAP,32.1,0,,PLACE,3,7.0,-1.0,Devious Devan (IRE),5.5
2026-05-05,Wolverhampton (AW),7:00,rac_11931712,Bintaziza,A,0.4053,0.4835,0.3862,0.9947,VISION_ONLY,,,GLUE,74.21,0,,WIN,1,1.12,0.1200000000000001,Bintaziza (IRE),1.12
2026-05-05,Wolverhampton (AW),7:30,rac_11931738,Tinsel,B,0.3611,0.1057,0.0228,0.9892,PASS,,,WILDCARD,48.14,0,,LOSE,4,2.25,-1.0,Lexington Express (IRE),2.88
2026-05-05,Wolverhampton (AW),8:00,rac_11931699,Poetic Grace,B,0.2808,0.0212,0.0813,0.6875,VISION_ONLY,,,WILDCARD,45.16,0,,LOSE,4,7.5,-1.0,Musical Soldier (IRE),9.5
2026-05-05,Wolverhampton (AW),8:30,rac_11931764,Isla Bella,B,0.2076,0.0096,0.0373,0.5735,PASS,,,TRAP,28.19,0,,LOSE,6,19.0,-1.0,Black Cab (FR),10.0
2026-05-05,Wolverhampton (AW),9:00,rac_11931725,Daytona Lady,B,0.2518,0.0196,0.0126,0.7376,PASS,,,TRAP,36.39,0,,PLACE,3,8.5,-1.0,Magna (GB),5.0
2026-05-05,Gowran Park,5:07,rac_11954566,The Publican's Son,A,0.3687,0.4023,0.7177,0.9857,VISION_ONLY,,,GLUE,71.84,0,,UNMATCHED,,,0.0,Shaws Bay (IRE),4.33
2026-05-05,Gowran Park,5:37,rac_11954579,Western Bandit,C,0.2212,0.1624,0.3828,0.4741,PASS,,,TRAP,35.86,0,,LOSE,7,17.0,-1.0,Satoyama (GER),4.0
2026-05-05,Gowran Park,6:07,rac_11954592,Floresta,B,0.2951,0.0493,0.0682,0.7842,VISION_ONLY,,,WILDCARD,48.67,0,,LOSE,10,5.5,-1.0,Moody (IRE),3.25
2026-05-05,Gowran Park,6:38,rac_11954605,Faiyum,A,0.4295,0.2533,0.2137,0.9921,VISION_ONLY,,,GLUE,73.94,0,,LOSE,4,1.73,-1.0,Sindria (IRE),4.5
2026-05-05,Gowran Park,7:08,rac_11954618,Almeiyda,A,0.37,0.1857,0.3605,0.6792,VISION_ONLY,,,WILDCARD,50.46,0,,LOSE,4,4.5,-1.0,Dark Lucinda (IRE),6.0
2026-05-05,Gowran Park,7:38,rac_11954631,Cause I Like You,B,0.1968,0.055,0.1486,0.4402,VISION_ONLY,,,TRAP,36.03,0,,LOSE,11,13.0,-1.0,Aurora Mist (IRE),8.5
2026-05-05,Gowran Park,8:08,rac_11954644,Hale Bopp,B,0.2121,0.0183,0.0855,0.4542,VISION_ONLY,,,TRAP,36.29,0,,LOSE,6,19.0,-1.0,Majestic King (IRE),1.67
2026-05-06,Kempton,7:00,rac_11931790,Brilliant Star,A,0.5163,0.6773,0.574,1.0,,,,,,13,D EXPRESS (Melissa Jones)|DAILY MAIL (Robin Goodfellow)|DAILY MIRROR (Newsboy)|DAILY RECORD (Garry Owen)|NEWMARKET (David Milnes)|POSTDATA|RP RATINGS|SPOTLIGHT|TELEGRAPH (Marlborough)|THE GUARDIAN|THE STAR (Jason Heavey)|THE SUN (Templegate)|THE TIMES (Rob Wright),WIN,1,1.08,0.08000000000000007,Brilliant Star (GB),1.08
2026-05-06,Newton Abbot,2:15,rac_11927071,Name Me Nicely,A,0.4395,0.3458,0.3646,0.9794,,,,,,8,DAILY MIRROR (Newsboy)|POSTDATA|RP RATINGS|SPOTLIGHT|THE GUARDIAN|THE STAR (Jason Heavey)|THE TIMES (Rob Wright)|TOPSPEED,UNMATCHED,,,0.0,Outmaster (GB),1.2
2026-05-06,Kelso,2:25,rac_11926967,The Clonmel Kid,B,0.3922,0.1051,0.0254,0.9987,,,,,,4,DAILY RECORD (Garry Owen)|TELEGRAPH (Marlborough)|THE GUARDIAN|THE STAR (Jason Heavey),PLACE,3,3.2,-1.0,Walk On Quest (IRE),1.83
2026-05-06,Kelso,1:55,rac_11926980,Kashchei,B,0.3805,0.053,0.0153,0.9953,,,,,,1,THE TIMES (Rob Wright),WIN,1,5.0,4.0,Kashchei (GB),5.0
2026-05-06,Chester,4:10,rac_11928904,Arabian Desert,A,0.3566,0.3107,0.3808,0.9657,,,,,,6,DAILY MAIL (Robin Goodfellow)|DAILY MIRROR (Newsboy)|POSTDATA|THE GUARDIAN|THE SUN (Templegate)|TOPSPEED,LOSE,5,1.73,-1.0,Tornado Tower (GB),2.62
2026-05-06,Chester,3:05,rac_11928826,Benvenuto Cellini,A,0.3551,0.3364,0.0788,0.9256,,,,,,11,DAILY MAIL (Robin Goodfellow)|DAILY MIRROR (Newsboy)|DAILY RECORD (Garry Owen)|POSTDATA|RP RATINGS|SPOTLIGHT|THE GUARDIAN|THE IRISH SUN|THE STAR (Jason Heavey)|THE TIMES (Rob Wright)|TOPSPEED,WIN,1,1.22,0.21999999999999997,Benvenuto Cellini (IRE),1.22
2026-05-06,Chester,2:35,rac_11928839,Amelia Earhart,B,0.3423,0.0622,0.0426,0.9251,,,,,,2,DAILY MAIL (Robin Goodfellow)|THE GUARDIAN,WIN,1,2.62,1.62,Amelia Earhart (IRE),2.62
2026-05-06,Kelso,5:02,rac_11927006,Settle Down Jill,A,0.3315,0.0314,0.1105,0.6596,,,,,,2,DAILY MAIL (Robin Goodfellow)|TOPSPEED,WIN,1,11.0,10.0,Settle Down Jill (IRE),11.0
2026-05-06,Newton Abbot,3:50,rac_11927097,Reel Orange,A,0.3283,0.0678,0.0887,0.6771,,,,,,8,DAILY MIRROR (Newsboy)|DAILY RECORD (Garry Owen)|SPOTLIGHT|TELEGRAPH (Marlborough)|THE GUARDIAN|THE STAR (Jason Heavey)|THE TIMES (Rob Wright)|WEST COUNTRY (Liam Watson),PLACE,2,4.5,-1.0,Belle Le Grand (GB),2.0
2026-05-06,Kelso,2:55,rac_11926954,Starlyte,B,0.3263,0.0269,0.0803,0.8281,,,,,,3,POSTDATA|THE GUARDIAN|TOPSPEED,PLACE,3,12.0,-1.0,Jericoacoara (FR),4.0
2026-05-06,Newton Abbot,3:15,rac_11927045,Northern Air,B,0.3183,0.0234,0.0282,0.7494,,,,,,3,DAILY RECORD (Garry Owen)|TELEGRAPH (Marlborough)|THE GUARDIAN,UNMATCHED,,,0.0,Cobbler's Boy (IRE),1.83
2026-05-06,Fontwell,7:12,rac_11926915,Rapid Mission,B,0.3127,0.1044,0.1403,0.7309,,,,,,4,DAILY MAIL (Robin Goodfellow)|POSTDATA|RP RATINGS|THE GUARDIAN,UNMATCHED,,,0.0,Scoresby (GB),11.0
2026-05-06,Kelso,5:32,rac_11927019,Allroadsleadtorome,B,0.3094,0.2508,0.3213,0.7729,,,,,,7,D EXPRESS (Melissa Jones)|DAILY MAIL (Robin Goodfellow)|DAILY MIRROR (Newsboy)|DAILY RECORD (Garry Owen)|RP RATINGS|SPOTLIGHT|THE GUARDIAN,LOSE,5,2.38,-1.0,Datstheholyallofit (IRE),10.0
2026-05-06,Kelso,4:00,rac_11955905,Long Time Listener,B,0.2993,0.0159,0.0854,0.5853,,,,,,0,,LOSE,7,8.5,-1.0,Thorneylands (IRE),3.0
2026-05-06,Newton Abbot,1:45,rac_11927032,Somespring Special,B,0.2958,0.0302,0.0855,0.7566,,,,,,0,,WIN,1,4.5,3.5,Somespring Special (IRE),4.5
2026-05-06,Kelso,4:32,rac_11926941,Flash Du Pistolet,B,0.2939,0.0351,0.06,0.7036,,,,,,3,DAILY MIRROR (Newsboy)|RP RATINGS|TOPSPEED,LOSE,5,3.25,-1.0,Singapore Trip (FR),4.0
2026-05-06,Chester,1:30,rac_11928865,Hickory Lad,B,0.2913,0.1405,0.2585,0.7954,,,,,,2,RP RATINGS|TOPSPEED,PLACE,2,3.75,-1.0,Adonius (IRE),4.33
2026-05-06,Newton Abbot,2:45,rac_11927084,Astronomic View,C,0.2884,0.0205,0.0308,0.7297,,,,,,0,,PU,PU,10.0,-1.0,Rickety Bridge (FR),7.5
2026-05-06,Fontwell,8:12,rac_11926928,Major Dino,B,0.263,0.174,0.1428,0.5143,,,,,,7,DAILY RECORD (Garry Owen)|POSTDATA|RP RATINGS|SPOTLIGHT|TELEGRAPH (Marlborough)|THE GUARDIAN|THE TIMES (Rob Wright),PLACE,3,3.5,-1.0,Magnifix Du Moulin (FR),10.0
2026-05-06,Kelso,3:25,rac_11926993,Joto,B,0.2451,0.0204,0.0875,0.7072,,,,,,0,,UR,UR,5.0,-1.0,Abbey Scope (GB),4.0
2026-05-06,Kempton,6:00,rac_11931829,Marchetti,C,0.1968,0.0141,0.0187,0.5133,,,,,,0,,LOSE,8,21.0,-1.0,Sceptic (IRE),3.0
2026-05-06,Fontwell,6:42,rac_11926876,Stadmallen,D,0.1946,0.02,0.1763,0.4714,,,,,,0,,LOSE,4,11.0,-1.0,Ballyfinn (IRE),7.5
2026-05-06,Newton Abbot,4:20,rac_11927058,Juggernaut,C,0.1922,0.0193,0.0207,0.3085,,,,,,4,DAILY RECORD (Garry Owen)|THE GUARDIAN|THE TIMES (Rob Wright)|WEST COUNTRY (Liam Watson),UNMATCHED,,,0.0,Supreme Yeats (IRE),4.0
2026-05-06,Kempton,8:00,rac_11931777,Kit Gabriel,C,0.1909,0.0131,0.0773,0.497,,,,,,1,TOPSPEED,PLACE,2,12.0,-1.0,I'm Workin On It (GB),4.5
2026-05-06,Fontwell,7:42,rac_11926889,Wellwillya,D,0.1902,0.0085,0.035,0.5325,,,,,,0,,LOSE,4,9.0,-1.0,Mersey Street (IRE),12.0
2026-05-06,Kempton,7:30,rac_11931816,Venetian Gold,C,0.1792,0.1626,0.1782,0.3348,,,,,,6,POSTDATA|SPOTLIGHT|TELEGRAPH (Marlborough)|THE GUARDIAN|THE SUN (Templegate)|THE TIMES (Rob Wright),WIN,1,2.75,1.75,Venetian Gold (IRE),2.75
2026-05-06,Kempton,6:30,rac_11931803,Victory Ace,X,0.176,0.0131,0.0121,0.3029,,,,,,6,DAILY RECORD (Garry Owen)|SPOTLIGHT|THE GUARDIAN|THE STAR (Jason Heavey)|THE SUN (Templegate)|TOPSPEED,PLACE,2,8.0,-1.0,Blues And Royals (IRE),2.38
2026-05-06,Fontwell,5:42,rac_11926902,Bradman,C,0.1719,0.0111,0.0655,0.3254,,,,,,0,,UNMATCHED,,,0.0,Miss Goldfire (IRE),5.0
2026-05-06,Fontwell,6:12,rac_11926863,Flash Man,C,0.1698,0.2021,0.3281,0.669,,,,,,5,D EXPRESS (Melissa Jones)|RP RATINGS|SPOTLIGHT|THE STAR (Jason Heavey)|THE SUN (Templegate),PLACE,2,2.38,-1.0,La Cadalora (GB),2.38
2026-05-06,Kempton,9:00,rac_11931855,Respectable Jack,C,0.1618,0.0131,0.0212,0.5819,,,,,,0,,LOSE,5,2.88,-1.0,Dancing With Drums (IRE),5.5
2026-05-06,Kempton,8:30,rac_11931842,Yehudi,C,0.1545,0.0271,0.0187,0.6634,,,,,,2,POSTDATA|THE GUARDIAN,WIN,1,2.88,1.88,Yehudi (IRE),2.88
2026-05-06,Chester,2:05,rac_11928852,Lir Speciale,C,0.132,0.0092,0.0773,0.5814,,,,,,0,,PLACE,3,19.0,-1.0,Supido (FR),8.5
2026-05-06,Chester,3:40,rac_11928878,Tricky Tel,D,0.128,0.008,0.0385,0.2497,,,,,,0,,PLACE,3,17.0,-1.0,Cherry Baker (GB),26.0
2026-05-06,Chester,4:45,rac_11928891,Rare Change,D,0.1269,0.0112,0.0426,0.2928,,,,,,6,D EXPRESS (Melissa Jones)|LAMBOURN (Liam Headd)|RP RATINGS|SPOTLIGHT|THE STAR (Jason Heavey)|TOPSPEED,LOSE,9,17.0,-1.0,Dance In The Storm (GB),3.5
2026-05-07,Chester,1:30,rac_11928943,Roach Power,X,0.1146,0.0048,0.0466,0.3104,PASS,SUPPRESS,15.0,,,0,,LOSE,9,41.0,-1.0,Roman Dragon (GB),5.0
2026-05-07,Chester,2:05,rac_11928969,Caturra Lights,B,0.2985,0.1099,0.2078,0.4243,PASS,SUPPRESS,5.0,TRAP,37.61,3,D EXPRESS (Melissa Jones)|DAILY RECORD (Garry Owen)|POSTDATA,PLACE,3,7.0,-1.0,Donegal Rose (IRE),3.25
2026-05-07,Chester,2:35,rac_11928930,Constitution River,A,0.4399,0.3502,0.1214,0.9918,VISION_ONLY,SUPPRESS,0.0,BANKER,83.36,7,D EXPRESS (Melissa Jones)|DAILY MAIL (Robin Goodfellow)|DAILY MIRROR (Newsboy)|RP RATINGS|TELEGRAPH (Marlborough)|THE STAR (Jason Heavey)|THE TIMES (Rob Wright),WIN,1,1.22,0.21999999999999997,Constitution River (FR),1.22
2026-05-07,Chester,3:05,rac_11928917,Jan Brueghel,B,0.2095,0.1185,0.0609,0.9714,PASS,SUPPRESS,15.0,TRAP,41.83,7,D EXPRESS (Melissa Jones)|DAILY RECORD (Garry Owen)|POSTDATA|RP RATINGS|TELEGRAPH (Marlborough)|THE GUARDIAN|THE TIMES (Rob Wright),WIN,1,1.57,0.5700000000000001,Jan Brueghel (IRE),1.57
2026-05-07,Chester,3:40,rac_11928956,I'm Just Ken,B,0.1506,0.0134,0.1385,0.4673,PASS,SUPPRESS,0.0,,,0,,LOSE,11,51.0,-1.0,McMurray (IRE),2.62
2026-05-07,Chester,4:10,rac_11928982,Jupiter Ammon,C,0.1248,0.0296,0.0385,0.4425,PASS,SUPPRESS,23.0,WILDCARD,45.53,5,D EXPRESS (Melissa Jones)|LAMBOURN (Liam Headd)|POSTDATA|THE GUARDIAN|THE TIMES (Rob Wright),LOSE,9,2.5,-1.0,Let's Dream (GB),4.5
2026-05-07,Chester,4:45,rac_11928995,Magnetude,C,0.1606,0.013,0.0501,0.47,PASS,SUPPRESS,13.0,,,1,POSTDATA,WIN,1,13.0,12.0,Magnetude (GB),13.0
2026-05-07,Huntingdon,1:15,rac_11927110,Loriko,A,0.7269,0.4265,0.0549,0.9987,VISION_ONLY,SUPPRESS,10.0,BANKER,89.97,8,DAILY MAIL (Robin Goodfellow)|DAILY MIRROR (Newsboy)|DAILY RECORD (Garry Owen)|POSTDATA|RP RATINGS|THE GUARDIAN|THE SUN (Templegate)|TOPSPEED,WIN,1,1.8,0.8,Loriko (FR),1.8
2026-05-07,Huntingdon,1:45,rac_11927123,Big Boy Barney,A,0.3553,0.0332,0.0761,0.7118,VISION_ONLY,SUPPRESS,18.0,BOOSTER,60.51,5,POSTDATA|RP RATINGS|TELEGRAPH (Marlborough)|THE STAR (Jason Heavey)|WEST COUNTRY (Liam Watson),PLACE,3,6.0,-1.0,Hurricane Bay (GB),7.5
2026-05-07,Huntingdon,2:15,rac_11927149,Another Day Out,B,0.3618,0.0943,0.0123,0.9133,PASS,WEAK_SIGNAL,37.0,,,11,D EXPRESS (Melissa Jones)|DAILY RECORD (Garry Owen)|POSTDATA|RP RATINGS|SPOTLIGHT|TELEGRAPH (Marlborough)|THE GUARDIAN|THE STAR (Jason Heavey)|THE SUN (Templegate)|THE TIMES (Rob Wright)|TOPSPEED,F,F,1.91,-1.0,Catwalk Girl (IRE),4.5
2026-05-07,Huntingdon,2:45,rac_11927136,Mermaids Cave,A,0.3863,0.0519,0.0349,0.8806,VISION_ONLY,SUPPRESS,31.0,GLUE,71.2,4,DAILY MIRROR (Newsboy)|POSTDATA|RP RATINGS|TOPSPEED,WIN,1,3.25,2.25,Mermaids Cave (IRE),3.25
2026-05-07,Huntingdon,3:15,rac_11927162,Braganza Bay,A,0.5074,0.0624,0.14,0.8919,VISION_ONLY,WEAK_SIGNAL,49.0,BANKER,75.4,3,RP RATINGS|TELEGRAPH (Marlborough)|THE SUN (Templegate),WIN,1,5.5,4.5,Braganza Bay (GB),5.5
2026-05-07,Huntingdon,3:50,rac_11927175,St Julie,B,0.2731,0.0621,0.0852,0.4968,VISION_ONLY,SUPPRESS,0.0,WILDCARD,54.22,5,D EXPRESS (Melissa Jones)|LAMBOURN (Liam Headd)|SPOTLIGHT|TELEGRAPH (Marlborough)|THE TIMES (Rob Wright),WIN,1,2.0,1.0,St Julie (IRE),2.0
2026-05-07,Redcar,4:40,rac_11929190,Mehmas Champion,B,0.234,0.1785,0.3606,0.6308,PASS,SUPPRESS,5.0,,,1,POSTDATA,LOSE,6,8.0,-1.0,Song Of The Clouds (IRE),1.5
2026-05-07,Redcar,5:15,rac_11929229,Mister Sky Blue,B,0.1349,0.0179,0.0097,0.2658,PASS,WEAK_SIGNAL,44.0,TRAP,22.35,0,,PLACE,2,5.0,-1.0,One Of Our Own (GB),4.33
2026-05-07,Redcar,5:50,rac_11956646,Run This Way,B,0.1361,0.0131,0.0142,0.4098,PASS,WEAK_SIGNAL,41.0,TRAP,27.07,0,,WIN,1,7.5,6.5,Run This Way (GB),7.5
2026-05-07,Redcar,6:20,rac_11929203,Coverbridge,B,0.2656,0.0239,0.0798,0.9913,VISION_ONLY,SUPPRESS,22.0,WILDCARD,42.97,0,,LOSE,5,151.0,-1.0,Tupero (GB),3.5
2026-05-07,Redcar,6:50,rac_11929216,Mayo County,B,0.1727,0.0143,0.0564,0.803,PASS,SUPPRESS,31.0,WILDCARD,47.45,1,POSTDATA,PLACE,3,7.0,-1.0,Lord Capulet (IRE),3.25
2026-05-07,Redcar,7:20,rac_11929177,Two B Tanned,B,0.2153,0.0314,0.1011,0.8177,VISION_ONLY,SUPPRESS,31.0,BOOSTER,59.73,8,DAILY MIRROR (Newsboy)|POSTDATA|RP RATINGS|SPOTLIGHT|TELEGRAPH (Marlborough)|THE GUARDIAN|THE STAR (Jason Heavey)|TOPSPEED,LOSE,8,8.5,-1.0,Rainbow Nebula (FR),7.5
2026-05-07,Redcar,7:50,rac_11929242,Mohmentous,B,0.2288,0.0945,0.0613,0.4897,VISION_ONLY,SUPPRESS,12.0,WILDCARD,51.85,9,D EXPRESS (Melissa Jones)|DAILY MAIL (Robin Goodfellow)|DAILY MIRROR (Newsboy)|POSTDATA|RP RATINGS|SPOTLIGHT|TELEGRAPH (Marlborough)|THE STAR (Jason Heavey)|THE TIMES (Rob Wright),WIN,1,1.91,0.9099999999999999,Mohmentous (GB),1.91
2026-05-07,Redcar,8:20,rac_11929255,Woody Y Fernandez,C,0.1144,0.0097,0.0288,0.1759,PASS,SUPPRESS,10.0,TRAP,31.55,3,RP RATINGS|TELEGRAPH (Marlborough)|THE TIMES (Rob Wright),LOSE,6,8.5,-1.0,Auspicious (GB),17.0
2026-05-07,Southwell (AW),6:00,rac_11937965,Lauralynn,A,0.4417,0.2952,0.2353,0.942,VISION_ONLY,SUPPRESS,5.0,BANKER,86.22,7,D EXPRESS (Melissa Jones)|DAILY MIRROR (Newsboy)|DAILY RECORD (Garry Owen)|POSTDATA|THE GUARDIAN|THE SUN (Templegate)|THE TIMES (Rob Wright),WIN,1,3.5,2.5,Lauralynn (IRE),3.5
2026-05-07,Southwell (AW),6:30,rac_11937952,Military Leader,B,0.1845,0.0204,0.081,0.8213,VISION_ONLY,SUPPRESS,21.0,WILDCARD,48.89,1,TELEGRAPH (Marlborough),WIN,1,9.0,8.0,Military Leader (GB),9.0
2026-05-07,Southwell (AW),7:00,rac_11937926,Northern Tempest,B,0.2243,0.0165,0.0599,0.5773,VISION_ONLY,SUPPRESS,15.0,WILDCARD,51.17,1,RP RATINGS,LOSE,8,21.0,-1.0,Sporting Light (IRE),3.75
2026-05-07,Southwell (AW),7:30,rac_11937991,Fort Augustus,B,0.1653,0.0435,0.0331,0.4895,VISION_ONLY,WEAK_SIGNAL,38.0,WILDCARD,48.31,6,DAILY MAIL (Robin Goodfellow)|DAILY MIRROR (Newsboy)|DAILY RECORD (Garry Owen)|TELEGRAPH (Marlborough)|THE SUN (Templegate)|THE TIMES (Rob Wright),LOSE,6,4.0,-1.0,Reputation (IRE),9.0
2026-05-07,Southwell (AW),8:00,rac_11956659,Autumn Angel,C,0.1305,0.0137,0.0165,0.4707,PASS,SUPPRESS,20.0,TRAP,38.3,1,DAILY RECORD (Garry Owen),LOSE,7,12.0,-1.0,Mickey Mongoose (GB),12.0
2026-05-07,Southwell (AW),8:30,rac_11937978,Enchant,B,0.3061,0.293,0.251,0.9037,PASS,SUPPRESS,0.0,BOOSTER,58.05,7,D EXPRESS (Melissa Jones)|DAILY MAIL (Robin Goodfellow)|DAILY MIRROR (Newsboy)|RP RATINGS|TELEGRAPH (Marlborough)|THE GUARDIAN|THE TIMES (Rob Wright),UNMATCHED,,,0.0,Jumeirah Sands (GB),2.1
2026-05-07,Southwell (AW),9:00,rac_11937939,Zooks,B,0.1956,0.0167,0.0591,0.8423,PASS,WEAK_SIGNAL,51.0,TRAP,29.39,0,,LOSE,7,19.0,-1.0,Charlie Darling (FR),4.5
2026-05-07,Windsor,2:25,rac_11942372,Under Curfew,X,0.1078,0.0039,0.0036,0.2095,VISION_ONLY,SUPPRESS,31.0,,,1,THE SUN (Templegate),LOSE,6,15.0,-1.0,Cameley Days (GB),6.0
2026-05-07,Windsor,2:55,rac_11942385,Jazl,A,0.4154,0.2113,0.0773,0.8743,VISION_ONLY,SUPPRESS,3.0,BANKER,81.06,7,D EXPRESS (Melissa Jones)|DAILY MIRROR (Newsboy)|DAILY RECORD (Garry Owen)|NEWMARKET (David Milnes)|TELEGRAPH (Marlborough)|THE GUARDIAN|THE SUN (Templegate),WIN,1,2.38,1.38,Jazl (IRE),2.38
2026-05-07,Windsor,3:27,rac_11942398,Narmar,X,0.1072,0.0027,0.0071,0.0997,PASS,WEAK_SIGNAL,46.0,,,2,SPOTLIGHT|TOPSPEED,LOSE,11,15.0,-1.0,Zarathos (IRE),3.75
2026-05-07,Windsor,4:00,rac_11942411,Stintino Sunset,B,0.2153,0.038,0.1388,0.7835,VISION_ONLY,WEAK_SIGNAL,39.0,WILDCARD,50.95,2,NEWMARKET (David Milnes)|THE GUARDIAN,LOSE,4,6.0,-1.0,Moon Over The Sea (GB),3.5
2026-05-07,Windsor,4:35,rac_11942424,Happy Chandler,B,0.1944,0.0563,0.0111,0.6815,VISION_ONLY,SUPPRESS,28.0,WILDCARD,41.77,7,DAILY RECORD (Garry Owen)|RP RATINGS|TELEGRAPH (Marlborough)|THE GUARDIAN|THE STAR (Jason Heavey)|THE SUN (Templegate)|THE TIMES (Rob Wright),PLACE,2,2.38,-1.0,Bizou (GB),3.25
2026-05-07,Windsor,5:10,rac_11942437,Dreambird Dolly,B,0.1393,0.0042,0.019,0.6453,PASS,SUPPRESS,28.0,,,0,,LOSE,8,29.0,-1.0,Twirler (GB),6.0
2026-05-07,Wexford,5:02,rac_11954670,Farfromnowhere,B,0.2984,0.1051,0.1696,0.603,PASS,SUPPRESS,5.0,WILDCARD,52.69,3,Pearson)|SPOTLIGHT|TOPSPEED,UNMATCHED,,,0.0,Wild Bill Hickok (IRE),8.5
2026-05-07,Wexford,5:35,rac_11954683,L'Amiral Fromentin,B,0.1689,0.0284,0.0778,0.5287,VISION_ONLY,SUPPRESS,10.0,WILDCARD,40.86,1,TOPSPEED,LOSE,6,11.0,-1.0,Butter Fingers (IRE),4.33
2026-05-07,Wexford,6:08,rac_11954696,Kilbrin Rocco,B,0.1967,0.0254,0.0302,0.5537,VISION_ONLY,SUPPRESS,7.0,WILDCARD,42.72,1,THE IRISH SUN,PLACE,2,7.5,-1.0,Crowsatedappletart (IRE),11.0
2026-05-07,Wexford,6:38,rac_11954709,Hiddenvalley Lake,B,0.2615,0.194,0.0667,0.3688,PASS,SUPPRESS,9.0,TRAP,30.91,1,SPOTLIGHT,PLACE,2,1.8,-1.0,D Art D Art (FR),8.5
2026-05-07,Wexford,7:08,rac_11954722,Tiffiny's Girl,B,0.2046,0.0782,0.0638,0.2096,PASS,SUPPRESS,9.0,WILDCARD,41.93,2,POSTDATA|SPOTLIGHT,PLACE,2,5.0,-1.0,Muskerry Rock (IRE),13.0
2026-05-07,Wexford,7:38,rac_11954735,Wilton Mills Trier,B,0.2425,0.1497,0.1817,0.2823,PASS,SUPPRESS,11.0,TRAP,29.62,3,POSTDATA|Pearson)|SPOTLIGHT,WIN,1,4.33,3.33,Wilton Mills Trier (IRE),4.33
2026-05-07,Wexford,8:08,rac_11954748,Majestic Horizon,C,0.1545,0.1023,0.0837,0.0317,PASS,SUPPRESS,0.0,TRAP,24.57,1,SPOTLIGHT,PLACE,3,5.0,-1.0,Fortysixnchange (IRE),4.33
2026-05-08,Ripon,5:45,rac_11929281,Red Spells Danger,A,0.5323,0.672,0.3862,0.955,,SUPPRESS,20.0,,,0,,WIN,1,1.06,0.06000000000000005,Red Spells Danger (IRE),1.06
