date,course,off_time,race_id,horse,tier,vp,mds,improvement_score,place_prob,assigned_product,cashrun_class,cashrun_score,acca_role,acca_score,rp_support_count,rp_support_tipsters,result,position,sp_dec,pnl,winner,winner_sp_dec
2026-05-10,Cork,2:05,rac_11957153,Crohan Lady,B,0.1801,0.0117,0.0399,0.3015,VISION_ONLY,SUPPRESS,11.0,,,0,,LOSE,4,11.0,-1.0,Moon Mission (GB),13.0
2026-05-10,Cork,2:40,rac_11957166,Divaboriva,B,0.2063,0.1981,0.3782,0.9254,PASS,SUPPRESS,12.0,,,3,POSTDATA|RP RATINGS|SPOTLIGHT,PLACE,2,1.57,-1.0,Local News (IRE),101.0
2026-05-10,Cork,3:15,rac_11957179,Bearami Creek,X,0.1119,0.0313,0.1401,0.2242,PASS,SUPPRESS,19.0,,,1,TOPSPEED,LOSE,10,17.0,-1.0,Somersby Roost (IRE),12.0
2026-05-10,Cork,3:50,rac_11965681,Jaadil,C,0.1,0.0096,0.085,0.29,PASS,SUPPRESS,12.0,,,1,RP RATINGS,PU,PU,10.0,-1.0,Humble Brag (IRE),4.33
2026-05-10,Cork,4:25,rac_11957192,Doctor Du Mesnil,A,0.4181,0.4771,0.2705,0.9598,VISION_ONLY,SUPPRESS,0.0,,,5,D EXPRESS (Melissa Jones)|RP RATINGS|SPOTLIGHT|THE IRISH SUN|TOPSPEED,WIN,1,1.22,0.21999999999999997,Doctor Du Mesnil (FR),1.22
2026-05-10,Cork,5:00,rac_11957205,Three County Star,C,0.1241,0.0304,0.1845,0.3547,PASS,SUPPRESS,18.0,,,2,POSTDATA|RP RATINGS,LOSE,13,12.0,-1.0,Annie Button (IRE),6.5
2026-05-10,Cork,5:30,rac_11957218,Cinating,B,0.2269,0.0914,0.2402,0.2391,VISION_ONLY,SUPPRESS,0.0,,,3,POSTDATA|RP RATINGS|TOPSPEED,LOSE,4,7.0,-1.0,Aine (FR),2.88
2026-05-10,Leopardstown,1:20,rac_11957673,Goomah,A,0.3523,0.2497,0.3335,0.8896,VISION_ONLY,SUPPRESS,5.0,,,1,SPOTLIGHT,PLACE,3,2.62,-1.0,Halon Bay (IRE),11.0
2026-05-10,Leopardstown,1:55,rac_11957686,Cannes,A,0.4286,0.3597,0.3384,0.9172,VISION_ONLY,SUPPRESS,5.0,,,2,POSTDATA|RP RATINGS,WIN,1,1.8,0.8,Cannes (IRE),1.8
2026-05-10,Leopardstown,2:30,rac_11938524,City Of Memphis,B,0.1736,0.0801,0.0283,0.4505,PASS,SUPPRESS,21.0,,,4,POSTDATA|RP RATINGS|SPOTLIGHT|THE IRISH SUN,WIN,1,2.75,1.75,City Of Memphis (IRE),2.75
2026-05-10,Leopardstown,3:05,rac_11957699,Alcantor,C,0.176,0.0312,0.0242,0.4045,PASS,SUPPRESS,15.0,,,2,RP RATINGS|TOPSPEED,LOSE,4,4.33,-1.0,Catalina Delcarpio (IRE),4.33
2026-05-10,Leopardstown,3:40,rac_11957712,Pierre Bonnard,A,0.4313,0.3032,0.0372,0.9741,VISION_ONLY,SUPPRESS,10.0,,,4,RP RATINGS|SPOTLIGHT|THE IRISH SUN|TOPSPEED,PLACE,2,1.83,-1.0,James J Braddock (GB),10.0
2026-05-10,Leopardstown,4:15,rac_11957725,Beatific,A,0.3389,0.1785,0.4098,0.8323,VISION_ONLY,SUPPRESS,0.0,,,2,RP RATINGS|SPOTLIGHT,LOSE,5,4.0,-1.0,Johanna Walsh (IRE),3.25
2026-05-10,Leopardstown,4:50,rac_11957738,Genoah,B,0.1742,0.0567,0.1253,0.3814,VISION_ONLY,,,,,1,RP RATINGS,LOSE,9,11.0,-1.0,Truth Be Told (IRE),9.5
2026-05-10,Leopardstown,5:20,rac_11957751,Servare,B,0.2883,0.0284,0.0693,0.5085,VISION_ONLY,SUPPRESS,19.0,,,2,POSTDATA|RP RATINGS,LOSE,6,12.0,-1.0,Darius Dark (IRE),4.5
2026-05-11,Catterick,2:30,rac_11929905,Langholm,B,0.1958,0.0112,0.1487,0.5374,VISION_ONLY,,,,,0,,OPEN,,,0.0,,
2026-05-11,Catterick,3:00,rac_11929853,Sandy Craic,A,0.4218,0.2087,0.3384,0.9822,VISION_ONLY,,,,,0,,OPEN,,,0.0,,
2026-05-11,Catterick,3:30,rac_11929879,Laravie,B,0.2302,0.0941,0.015,0.6937,VISION_ONLY,,,,,0,,OPEN,,,0.0,,
2026-05-11,Catterick,4:00,rac_11929918,Monticristo Boy,X,0.1234,0.0033,0.0067,0.1177,PASS,,,,,0,,OPEN,,,0.0,,
2026-05-11,Catterick,4:30,rac_11929892,Free Pic,X,0.1178,0.0586,0.015,0.2676,PASS,,,,,0,,OPEN,,,0.0,,
2026-05-11,Catterick,5:00,rac_11929866,Miss Rainbow,A,0.3221,0.0155,0.0803,0.8585,VISION_ONLY,,,,,0,,OPEN,,,0.0,,
2026-05-11,Southwell,2:42,rac_11927656,Tom Desjy,B,0.1982,0.0119,0.0227,0.5718,PASS,,,,,0,,OPEN,,,0.0,,
2026-05-11,Southwell,3:12,rac_11927695,Rule Me In,A,0.7149,0.0738,0.1418,0.9698,VISION_ONLY,,,,,0,,OPEN,,,0.0,,
2026-05-11,Southwell,3:42,rac_11927682,For Her Glory,X,0.1331,0.0402,0.0852,0.0537,PASS,,,,,0,,OPEN,,,0.0,,
2026-05-11,Southwell,4:12,rac_11965941,Getmyfriend,B,0.2615,0.1956,0.2859,0.7366,PASS,,,,,0,,OPEN,,,0.0,,
2026-05-11,Southwell,4:42,rac_11927669,Pottersjetamay,X,0.1425,0.0137,0.0325,0.2419,PASS,,,,,0,,OPEN,,,0.0,,
2026-05-11,Southwell,5:17,rac_11927630,Sense Of Reason,A,0.3251,0.0757,0.1099,0.6067,VISION_ONLY,,,,,0,,OPEN,,,0.0,,
2026-05-11,Southwell,5:47,rac_11927643,Ballela Blaze,X,0.1595,0.0075,0.0365,0.2225,PASS,,,,,0,,OPEN,,,0.0,,
2026-05-11,Windsor,5:12,rac_11929983,Little She,B,0.2203,0.0092,0.0807,0.1751,VISION_ONLY,,,,,0,,OPEN,,,0.0,,
2026-05-11,Windsor,5:42,rac_11929957,Fighter's Spirit,B,0.2355,0.3063,0.4167,0.8615,PASS,,,,,0,,OPEN,,,0.0,,
2026-05-11,Windsor,6:17,rac_11929931,Carbine Harvester,C,0.1347,0.0042,0.008,0.1606,PASS,,,,,0,,OPEN,,,0.0,,
2026-05-11,Windsor,6:47,rac_11929970,Sargent Dennis,B,0.2787,0.2007,0.2196,0.8959,PASS,,,,,0,,OPEN,,,0.0,,
2026-05-11,Windsor,7:17,rac_11929996,Correspondence,B,0.2053,0.0174,0.0373,0.7749,VISION_ONLY,,,,,0,,OPEN,,,0.0,,
2026-05-11,Windsor,7:47,rac_11929944,Berkshire Boom,X,0.1267,0.0091,0.0238,0.2046,VISION_ONLY,,,,,0,,OPEN,,,0.0,,
2026-05-11,Windsor,8:17,rac_11930009,Mrembo,B,0.2594,0.02,0.0796,0.5698,VISION_ONLY,,,,,0,,OPEN,,,0.0,,
2026-05-11,Wolverhampton (AW),6:30,rac_11932063,Cydney Sweenie,A,0.3776,0.2341,0.5848,0.8966,VISION_ONLY,,,,,0,,OPEN,,,0.0,,
2026-05-11,Wolverhampton (AW),7:00,rac_11932089,Lednikov,C,0.1482,0.0054,0.0204,0.5482,PASS,,,,,0,,OPEN,,,0.0,,
2026-05-11,Wolverhampton (AW),7:30,rac_11932050,Wicklow Way,C,0.1252,0.0127,0.039,0.4858,PASS,,,,,0,,OPEN,,,0.0,,
2026-05-11,Wolverhampton (AW),8:00,rac_11932037,Celestra,A,0.6561,0.571,0.1558,0.8876,VISION_ONLY,,,,,0,,OPEN,,,0.0,,
2026-05-11,Wolverhampton (AW),8:30,rac_11932102,Street Dancer,B,0.181,0.0769,0.0837,0.6828,VISION_ONLY,,,,,0,,OPEN,,,0.0,,
2026-05-11,Wolverhampton (AW),9:00,rac_11932076,Squiffy,B,0.3624,0.0183,0.0807,0.5108,VISION_ONLY,,,,,0,,OPEN,,,0.0,,
2026-05-11,Killarney,4:35,rac_11964355,Poetic Twist,B,0.2729,0.2381,0.5499,0.9916,PASS,,,,,0,,OPEN,,,0.0,,
2026-05-11,Killarney,5:05,rac_11964368,Hi Ho Idaho,B,0.2654,0.1897,0.4555,0.9531,PASS,,,,,0,,OPEN,,,0.0,,
2026-05-11,Killarney,5:37,rac_11964381,Master Haku,B,0.3096,0.2185,0.3027,0.802,PASS,,,,,0,,OPEN,,,0.0,,
2026-05-11,Killarney,6:07,rac_11964394,Therellbguddaysyet,B,0.1436,0.0458,0.1364,0.4967,VISION_ONLY,,,,,0,,OPEN,,,0.0,,
2026-05-11,Killarney,6:37,rac_11964407,Gentleman De Mee,B,0.1791,0.1547,0.0599,0.7291,PASS,,,,,0,,OPEN,,,0.0,,
2026-05-11,Killarney,7:07,rac_11964420,Carrig Wells,X,0.1079,0.0162,0.067,0.1999,PASS,,,,,0,,OPEN,,,0.0,,
2026-05-11,Killarney,7:37,rac_11964433,Lifetime Ambition,B,0.1933,0.2027,0.2275,0.8507,PASS,,,,,0,,OPEN,,,0.0,,
2026-05-11,Killarney,8:07,rac_11964446,Airds Moss,B,0.3054,0.2611,0.2361,0.4525,PASS,,,,,0,,OPEN,,,0.0,,
2026-05-11,Roscommon,4:53,rac_11964186,Lan De Ghaire,B,0.1997,0.1386,0.149,0.6549,PASS,,,,,0,,OPEN,,,0.0,,
2026-05-11,Roscommon,5:23,rac_11964199,Mullacash Buzz,B,0.1326,0.0158,0.1323,0.4295,VISION_ONLY,,,,,0,,OPEN,,,0.0,,
2026-05-11,Roscommon,5:53,rac_11964212,Minaun View,C,0.1271,0.0111,0.0953,0.2811,PASS,,,,,0,,OPEN,,,0.0,,
2026-05-11,Roscommon,6:23,rac_11964225,Cisterna,B,0.1998,0.0204,0.1109,0.5043,VISION_ONLY,,,,,0,,OPEN,,,0.0,,
2026-05-11,Roscommon,6:53,rac_11965954,Gimme Energy,B,0.2737,0.0753,0.2073,0.4685,VISION_ONLY,,,,,0,,OPEN,,,0.0,,
2026-05-11,Roscommon,7:23,rac_11964238,Dial Me In,B,0.2743,0.0413,0.0483,0.8457,VISION_ONLY,,,,,0,,OPEN,,,0.0,,
2026-05-11,Roscommon,7:53,rac_11964251,If Dora Could,B,0.1263,0.0118,0.091,0.5706,PASS,,,,,0,,OPEN,,,0.0,,
2026-05-11,Roscommon,8:23,rac_11964264,Harana,B,0.1976,0.2515,0.3751,0.9666,PASS,,,,,0,,OPEN,,,0.0,,
2026-05-12,Hereford,2:38,rac_11942125,Queensbury Boy,A,0.8368,0.5518,0.0238,0.9795,VISION_ONLY,,,,,0,,WIN,1,,0.0,Queensbury Boy (IRE),
2026-05-12,Hereford,5:20,rac_11942151,Master Roque,A,0.6498,0.4916,0.1836,0.9733,VISION_ONLY,,,,,0,,PLACE,2,1.91,-1.0,Lost In The Dream (GER),2.25
2026-05-12,Hereford,3:38,rac_11942138,Lady Kara,A,0.5948,0.5548,0.1486,0.9652,VISION_ONLY,,,,,0,,WIN,1,1.5,0.5,Lady Kara (GB),1.5
2026-05-12,Beverley,3:00,rac_11930113,Navy Light,A,0.5754,0.3649,0.4156,0.9105,VISION_ONLY,,,,,0,,PLACE,2,2.25,-1.0,Ronson (GB),13.0
2026-05-12,Beverley,2:30,rac_11930100,Food For Thought,B,0.5035,0.4123,0.5409,0.9529,PASS,,,,,0,,UNMATCHED,,,0.0,Lovers Leap (IRE),1.15
2026-05-12,Sligo (IRE),6:58,rac_11964992,Speculateur,A,0.4858,0.521,0.2954,0.9897,VISION_ONLY,,,,,0,,WIN,1,1.2,0.19999999999999996,Speculateur (FR),1.2
2026-05-12,Beverley,3:30,rac_11930165,Saucy Jane,A,0.4318,0.188,0.0655,0.9666,VISION_ONLY,,,,,0,,LOSE,4,4.0,-1.0,Merlier (IRE),2.5
2026-05-12,Bath,3:20,rac_11930022,Queen Sana,A,0.4207,0.3014,0.2073,0.9864,VISION_ONLY,,,,,0,,PLACE,2,3.25,-1.0,Noble Vow (IRE),2.1
2026-05-12,Lingfield (AW),6:20,rac_11932167,Eskimo Pie,A,0.3927,0.1734,0.4428,0.9874,VISION_ONLY,,,,,0,,LOSE,4,4.0,-1.0,Bright Summer (IRE),4.33
2026-05-12,Hereford,3:08,rac_11942112,Delpotro,B,0.3889,0.1667,0.0011,0.8219,PASS,,,,,0,,PLACE,2,1.33,-1.0,Quick Sharpener (IRE),3.2
2026-05-12,Bath,3:50,rac_11930074,Bobby Dassler,A,0.3878,0.0236,0.0773,0.9995,VISION_ONLY,,,,,0,,PLACE,3,10.0,-1.0,Hibernate (IRE),2.62
2026-05-12,Killarney (IRE),5:40,rac_11965226,Flawless Fusion,A,0.3815,0.0573,0.0773,0.8632,VISION_ONLY,,,,,0,,LOSE,4,7.0,-1.0,Glyfada (IRE),2.25
2026-05-12,Bath,2:20,rac_11930061,Seed Ya Later,B,0.3627,0.2147,0.1503,0.7986,PASS,,,,,0,,PLACE,3,2.88,-1.0,Sovereign Glory (GB),4.33
2026-05-12,Hereford,4:10,rac_11942164,I Am Spider Man,B,0.3279,0.0331,0.039,0.8675,VISION_ONLY,,,,,0,,PLACE,2,4.5,-1.0,Campaign Trail (IRE),2.88
2026-05-12,Killarney (IRE),7:10,rac_11965265,Femme Beauty,B,0.3137,0.0431,0.1936,0.6487,VISION_ONLY,,,,,0,,WIN,1,9.0,8.0,Femme Beauty (IRE),9.0
2026-05-12,Lingfield (AW),5:50,rac_11932141,Always Happy,B,0.3106,0.567,0.6595,0.9838,PASS,,,,,0,,PLACE,2,1.33,-1.0,Savvy Disko (IRE),8.0
2026-05-12,Killarney (IRE),8:10,rac_11965291,Sky Captain,B,0.2887,0.1645,0.041,0.5383,PASS,,,,,0,,PLACE,2,2.2,-1.0,Kizlyar (IRE),12.0
2026-05-12,Killarney (IRE),5:05,rac_11965213,Alphonsus Liguori,B,0.2883,0.4473,0.4098,0.9254,PASS,,,,,0,,WIN,1,1.4,0.3999999999999999,Alphonsus Liguori (GB),1.4
2026-05-12,Killarney (IRE),6:10,rac_11965239,Treasure Rose,B,0.2869,0.1538,0.1905,0.9353,PASS,,,,,0,,PLACE,2,2.2,-1.0,Hygge (GB),21.0
2026-05-12,Beverley,5:10,rac_11930152,Regulus Black,B,0.2843,0.0712,0.0625,0.7853,VISION_ONLY,,,,,0,,PLACE,3,2.38,-1.0,Ciao Capo (IRE),3.75
2026-05-12,Lingfield (AW),5:15,rac_11932180,Mio Amico,B,0.2775,0.029,0.065,0.5576,PASS,,,,,0,,LOSE,6,5.0,-1.0,Arc Zoosve (GB),1.5
2026-05-12,Hereford,4:45,rac_11942177,Jackeline,B,0.2601,0.0507,0.1147,0.3646,PASS,,,,,0,,LOSE,5,29.0,-1.0,Ice Jet (IRE),2.2
2026-05-12,Bath,4:23,rac_11930035,Galaxy Wonder,B,0.2278,0.0315,0.0097,0.7805,PASS,,,,,0,,PLACE,2,3.0,-1.0,Party Island (IRE),5.5
2026-05-12,Sligo (IRE),7:58,rac_11965018,Ballyglass Beauty,B,0.2212,0.0804,0.1364,0.6404,VISION_ONLY,,,,,0,,LOSE,7,4.5,-1.0,Mr Dibbs (IRE),9.0
2026-05-12,Sligo (IRE),5:58,rac_11964966,Beir Bua,B,0.213,0.1179,0.2204,0.5279,PASS,,,,,0,,WIN,1,4.0,3.0,Beir Bua (IRE),4.0
2026-05-12,Sligo (IRE),5:27,rac_11964953,Lilac Lady,B,0.2096,0.1497,0.2338,0.7609,PASS,,,,,0,,PLACE,2,7.5,-1.0,Hey Now (GB),2.88
2026-05-12,Sligo (IRE),7:28,rac_11965005,Love Like This,B,0.2064,0.0536,0.1501,0.4892,VISION_ONLY,,,,,0,,PLACE,2,6.5,-1.0,The Eggler (IRE),7.5
2026-05-12,Lingfield (AW),7:50,rac_11932154,Bella Bisbee,B,0.2013,0.0167,0.0868,0.3775,VISION_ONLY,,,,,0,,LOSE,6,15.0,-1.0,Handle With Care (GB),10.0
2026-05-12,Killarney (IRE),7:40,rac_11965278,Chain Of Destiny,X,0.1975,0.0031,0.0302,0.0037,PASS,,,,,0,,LOSE,9,301.0,-1.0,Factual Fact (FR),2.88
2026-05-12,Lingfield (AW),6:50,rac_11932193,Thestral,B,0.1934,0.0343,0.032,0.5111,VISION_ONLY,,,,,0,,PLACE,2,4.33,-1.0,Slack Bob (GB),3.75
2026-05-12,Sligo (IRE),8:28,rac_11965031,Some See Stars,C,0.1824,0.3018,0.4177,0.5002,PASS,,,,,0,,PU,PU,,-1.0,In A Sonnet (GB),
2026-05-12,Bath,2:50,rac_11930048,Under Curfew,B,0.1786,0.0068,0.0175,0.7068,PASS,,,,,0,,LOSE,6,11.0,-1.0,Thurso (GB),2.62
2026-05-12,Lingfield (AW),8:20,rac_11932115,Arth's Gold,C,0.1735,0.0059,0.0177,0.4064,PASS,,,,,0,,UNMATCHED,,,0.0,Yaa Min (GB),5.0
2026-05-12,Bath,5:00,rac_11930087,Purple Sky,B,0.1732,0.008,0.0345,0.5859,VISION_ONLY,,,,,0,,LOSE,4,17.0,-1.0,Nammos (GB),21.0
2026-05-12,Lingfield (AW),7:20,rac_11932128,Buy The Dip,B,0.1686,0.0147,0.0787,0.7042,VISION_ONLY,,,,,0,,LOSE,6,8.5,-1.0,Zatsgood (GB),1.91
2026-05-12,Sligo (IRE),6:28,rac_11964979,Bowgate Street,C,0.1448,0.0714,0.1428,0.4154,PASS,,,,,0,,WIN,1,5.0,4.0,Bowgate Street (IRE),5.0
2026-05-12,Killarney (IRE),6:40,rac_11965252,Lorr's Girl,B,0.1388,0.0096,0.0868,0.1849,PASS,,,,,0,,LOSE,12,19.0,-1.0,Nibras Rainbow (IRE),34.0
2026-05-12,Beverley,4:35,rac_11930126,Amidst The Chaos,X,0.1305,0.0109,0.013,0.2046,VISION_ONLY,,,,,0,,LOSE,4,7.5,-1.0,Coolree (IRE),5.5
2026-05-12,Beverley,4:00,rac_11930139,Beerwah,C,0.125,0.008,0.0373,0.4699,PASS,,,,,0,,UNMATCHED,,,0.0,Dandy Dinmont (IRE),5.5
2026-05-13,Bath,5:09,rac_11930204,Anglesey Lad,C,0.1617,0.0127,0.0249,0.5325,PASS,,,,,0,,LOSE,4,5.5,-1.0,Nordic Glory (IRE),13.0
2026-05-13,Bath,5:42,rac_11930191,El Lambo,A,0.3827,0.1849,0.2078,0.8437,VISION_ONLY,SUPPRESS,5.0,,,0,,WIN,1,5.0,4.0,El Lambo (IRE),5.0
2026-05-13,Bath,6:12,rac_11930178,Darzah,A,0.4761,0.5573,0.3862,0.9678,VISION_ONLY,SUPPRESS,0.0,,,0,,WIN,1,1.53,0.53,Darzah (GB),1.53
2026-05-13,Bath,6:42,rac_11930217,Foothold,B,0.275,0.1162,0.0227,0.837,PASS,,,,,0,,WIN,1,1.73,0.73,Foothold (IRE),1.73
2026-05-13,Bath,7:12,rac_11930230,Endofastorm,B,0.3011,0.0267,0.039,0.8779,VISION_ONLY,SUPPRESS,11.0,,,0,,LOSE,5,4.5,-1.0,Basilette (IRE),13.0
2026-05-13,Bath,7:42,rac_11930256,Kakirra,A,0.3434,0.1123,0.0806,0.6445,VISION_ONLY,,,,,0,,WIN,1,2.2,1.2000000000000002,Kakirra (IRE),2.2
2026-05-13,Bath,8:12,rac_11930243,Man Is King,B,0.1801,0.0591,0.0071,0.4496,PASS,WEAK_SIGNAL,35.0,,,0,,WIN,1,2.38,1.38,Man Is King (IRE),2.38
2026-05-13,Newton Abbot,5:30,rac_11927825,Arctic Voyage,A,0.4214,0.3279,0.2494,0.8568,VISION_ONLY,SUPPRESS,20.0,,,0,,WIN,1,1.53,0.53,Arctic Voyage (GB),1.53
2026-05-13,Newton Abbot,6:00,rac_11927838,Miss Pearl,B,0.2817,0.0173,0.1036,0.7594,VISION_ONLY,SUPPRESS,32.0,,,0,,LOSE,7,13.0,-1.0,Reel Orange (IRE),2.0
2026-05-13,Newton Abbot,6:30,rac_11927799,Move With The Beat,B,0.3253,0.0478,0.0067,0.7887,VISION_ONLY,SUPPRESS,27.0,,,0,,WIN,1,2.75,1.75,Move With The Beat (IRE),2.75
2026-05-13,Newton Abbot,7:00,rac_11927812,Cobbler's Boy,B,0.373,0.2152,0.0206,0.7241,PASS,SUPPRESS,34.0,,,0,,PLACE,2,1.73,-1.0,Ellerton (FR),4.33
2026-05-13,Newton Abbot,7:30,rac_11927786,Hoe Joly Smoke,B,0.4191,0.1112,0.0245,0.9808,PASS,SUPPRESS,26.0,,,0,,PLACE,2,2.38,-1.0,Viroflay (FR),1.83
2026-05-13,Newton Abbot,8:00,rac_11927851,Golden Son,A,0.4172,0.4064,0.1414,0.9646,VISION_ONLY,SUPPRESS,34.0,,,0,,WIN,1,1.83,0.8300000000000001,Golden Son (FR),1.83
2026-05-13,Newton Abbot,8:30,rac_11927864,Newbridge,X,0.1245,0.0403,0.0837,0.0317,PASS,SUPPRESS,0.0,,,0,,WIN,1,3.25,2.25,Newbridge (GB),3.25
2026-05-13,Perth,2:00,rac_11927903,Kaydence,B,0.2239,0.1739,0.0808,0.4319,PASS,SUPPRESS,10.0,,,0,,PLACE,3,2.1,-1.0,Lowlands (IRE),5.0
2026-05-13,Perth,2:33,rac_11927877,Garde Des Champs,C,0.246,0.0207,0.028,0.3818,PASS,SUPPRESS,33.0,,,0,,LOSE,4,13.0,-1.0,Newtown Rambler (IRE),6.0
2026-05-13,Perth,3:08,rac_11927890,Suspected,B,0.1724,0.0669,0.0339,0.2731,VISION_ONLY,SUPPRESS,17.0,,,0,,PLACE,3,2.62,-1.0,Ebselysees (GB),7.0
2026-05-13,Perth,3:43,rac_11927916,Similar Story,C,0.1987,0.0093,0.0153,0.2353,PASS,SUPPRESS,31.0,,,0,,LOSE,6,13.0,-1.0,The Flying Poet (IRE),2.75
2026-05-13,Perth,4:18,rac_11927942,Potters Party,A,0.4984,0.3231,0.0948,0.7603,VISION_ONLY,SUPPRESS,23.0,,,0,,LOSE,4,2.25,-1.0,Theoldboggroad (IRE),13.0
2026-05-13,Perth,4:55,rac_11927929,Velvet Vulcan,C,0.1715,0.0143,0.0708,0.4743,PASS,SUPPRESS,31.0,,,0,,PLACE,3,11.0,-1.0,Prince Nino (FR),67.0
2026-05-13,Perth,5:25,rac_11966266,Ivynator,B,0.2195,0.0193,0.1161,0.3553,VISION_ONLY,SUPPRESS,33.0,,,0,,UNMATCHED,,,0.0,Loro White (GB),11.0
2026-05-13,Yarmouth,2:08,rac_11930321,Siam Fox,X,0.1334,0.0054,0.0121,0.3283,PASS,WEAK_SIGNAL,52.0,,,0,,LOSE,6,23.0,-1.0,Kamaway (GB),8.0
2026-05-13,Yarmouth,2:40,rac_11930269,Existent,X,0.1086,0.0069,0.0486,0.3201,PASS,WEAK_SIGNAL,45.0,,,0,,LOSE,5,11.0,-1.0,Naana's Sparkle (GB),8.5
2026-05-13,Yarmouth,3:18,rac_11930308,Dubai Charm,B,0.232,0.1094,0.0872,0.2225,PASS,SUPPRESS,2.0,,,0,,PLACE,3,2.75,-1.0,Silent Beauty (IRE),2.25
2026-05-13,Yarmouth,3:53,rac_11930295,Butterfly Beach,B,0.3454,0.0679,0.032,0.8459,VISION_ONLY,SUPPRESS,17.0,,,0,,LOSE,4,3.25,-1.0,Creative Queen (USA),2.25
2026-05-13,Yarmouth,4:28,rac_11930282,Noble Guest,B,0.1855,0.01,0.0238,0.4579,VISION_ONLY,SUPPRESS,27.0,,,0,,LOSE,5,6.5,-1.0,Beagle Bay (FR),1.83
2026-05-13,Yarmouth,5:03,rac_11930334,Staniel Cay,A,0.3214,0.0575,0.0385,0.8886,VISION_ONLY,SUPPRESS,17.0,,,0,,PLACE,3,2.1,-1.0,U S S Charleston (GB),6.0
2026-05-13,York,1:45,rac_11930386,Varzi,B,0.2859,0.1073,0.0872,0.3571,PASS,SUPPRESS,2.0,,,0,,PLACE,2,3.0,-1.0,Cut A Dash (GB),3.75
2026-05-13,York,2:20,rac_11930360,Fireblade,B,0.1562,0.0119,0.0849,0.5923,PASS,SUPPRESS,19.0,,,0,,UNMATCHED,,,0.0,Klassleader (GB),2.88
2026-05-13,York,2:55,rac_11930373,American Style,X,0.085,0.0029,0.0805,0.3354,PASS,SUPPRESS,10.0,,,0,,LOSE,20,21.0,-1.0,Dark Thirty (IRE),12.0
2026-05-13,York,3:30,rac_11901903,Time For Sandals,B,0.1368,0.0189,0.0296,0.2123,VISION_ONLY,SUPPRESS,9.0,,,0,,LOSE,8,5.0,-1.0,Elmonjed (IRE),9.0
2026-05-13,York,4:05,rac_11930347,Legacy Link,A,0.3814,0.2098,0.0589,0.9718,VISION_ONLY,SUPPRESS,14.0,,,0,,WIN,1,2.5,1.5,Legacy Link (GB),2.5
2026-05-13,York,4:40,rac_11930412,Startled,B,0.1308,0.0162,0.0897,0.6684,PASS,SUPPRESS,19.0,,,0,,WIN,1,7.0,6.0,Startled (IRE),7.0
2026-05-13,York,5:15,rac_11930399,Arrange,X,0.0945,0.0101,0.0364,0.2158,PASS,SUPPRESS,28.0,,,0,,LOSE,11,41.0,-1.0,Master Builder (GB),4.33
2026-05-13,Punchestown,4:47,rac_11965044,Noemie De La Vis,A,0.3652,0.6061,0.3861,0.8477,VISION_ONLY,SUPPRESS,16.0,,,0,,PLACE,2,1.22,-1.0,Porcupine Bank (IRE),6.5
2026-05-13,Punchestown,5:20,rac_11965057,Salsinha,B,0.2037,0.1854,0.4768,0.8606,PASS,SUPPRESS,24.0,,,0,,PLACE,2,3.0,-1.0,Switch From Diesel (IRE),2.0
2026-05-13,Punchestown,5:50,rac_11965070,The Border Boy,B,0.1447,0.018,0.1781,0.5017,VISION_ONLY,WEAK_SIGNAL,44.0,,,0,,LOSE,14,13.0,-1.0,Whispering Willow (IRE),9.0
2026-05-13,Punchestown,6:20,rac_11966240,Spanish Maid,C,0.1251,0.0589,0.1385,0.4172,PASS,SUPPRESS,17.0,,,0,,WIN,1,1.8,0.8,Spanish Maid (IRE),1.8
2026-05-13,Punchestown,6:50,rac_11965083,Captains Speech,A,0.3383,0.2766,0.1836,0.7432,VISION_ONLY,SUPPRESS,18.0,,,0,,UNMATCHED,,,0.0,Lemmy Caution (FR),2.75
2026-05-13,Punchestown,7:20,rac_11965096,Wakey Wakey Man,X,0.1123,0.0155,0.0823,0.1629,PASS,SUPPRESS,28.0,,,0,,LOSE,5,6.0,-1.0,Private Policy (IRE),17.0
2026-05-13,Punchestown,7:50,rac_11966253,Spellacy's Cross,X,0.106,0.0344,0.1404,0.3305,PASS,,,,,0,,PLACE,3,5.5,-1.0,Oogum Boogum (IRE),11.0
2026-05-13,Punchestown,8:20,rac_11965109,Working Class Hero,X,0.1321,0.0378,0.0822,0.1004,PASS,SUPPRESS,10.0,,,0,,PLACE,2,,-1.0,Emerald Enigma (IRE),
2026-05-14,Fontwell,5:34,rac_11928033,Flash Bardot,B,0.2676,0.1857,0.2338,0.6378,PASS,SUPPRESS,9.0,,,5,LAMBOURN (Liam Headd)|POSTDATA|RP RATINGS|SPOTLIGHT|THE TIMES (Rob Wright),PLACE,2,5.5,-1.0,Hidden Fortune (IRE),4.5
2026-05-14,Fontwell,6:10,rac_11928046,Taritino,B,0.2427,0.0254,0.0606,0.1189,VISION_ONLY,SUPPRESS,11.0,,,1,DAILY MIRROR (Newsboy),LOSE,6,6.0,-1.0,Belgarum (IRE),23.0
2026-05-14,Fontwell,6:40,rac_11928059,Lunar Ocean,B,0.3088,0.0223,0.0803,0.8131,VISION_ONLY,SUPPRESS,32.0,,,0,,WIN,1,7.0,6.0,Lunar Ocean (IRE),7.0
