date,course,off_time,race_id,winner,winner_sp,VELO_pick,VELO_result,VELO_pos,VELO_sp,VELO_pnl,VELO_tier,VELO_vp,VELO_mds,VELO_place,VELO_core_support,VELO_all_tipster_support,SPOTLIGHT_pick,SPOTLIGHT_result,SPOTLIGHT_pos,SPOTLIGHT_sp,SPOTLIGHT_pnl,POSTDATA_pick,POSTDATA_result,POSTDATA_pos,POSTDATA_sp,POSTDATA_pnl,TOPSPEED_pick,TOPSPEED_result,TOPSPEED_pos,TOPSPEED_sp,TOPSPEED_pnl,RP_RATINGS_pick,RP_RATINGS_result,RP_RATINGS_pos,RP_RATINGS_sp,RP_RATINGS_pnl
2026-05-17,RIP,3.17,pdf_baf0ee46,Poet'S Dawn,8.5,Everyoneknowsadave,DNF,DNF,11.0,0.0,B,0.2531,0.1238,0.8128,0,0,Finlaggan,LOSE,7,2.38,-1.0,Poet's Dawn,WIN,1,8.5,7.5,,,,,0.0,Poet's Dawn,WIN,1,8.5,7.5
2026-05-17,RIP,3.50,pdf_a9f63963,Beaujolais Nouveau,12.0,Beaujolais Nouveau,WIN,1,12.0,11.0,A,0.3615,0.0886,0.7043,0,0,Shallow,PLACE,3,4.5,-1.0,Shallow,PLACE,3,4.5,-1.0,Lebron Power,LOSE,5,19.0,-1.0,Shallow,PLACE,3,4.5,-1.0
2026-05-17,RIP,4.20,pdf_f1e7bce4,Zen Diva,1.8,Black Orchid,PLACE,2,2.75,-1.0,X,0.1308,0.011,0.0731,0,1,Zen Diva,WIN,1,1.8,0.8,Zen Diva,WIN,1,1.8,0.8,,,,,0.0,,,,,0.0
2026-05-17,RIP,4.50,pdf_94aff569,Penny Ghent,29.0,Far Ahead,LOSE,11,7.5,-1.0,B,0.2213,0.1262,0.8471,1,4,Oilisa,LOSE,10,4.5,-1.0,Barleybrown,LOSE,6,7.5,-1.0,,,,,0.0,Far Ahead,LOSE,11,7.5,-1.0
2026-05-17,RIP,5.20,pdf_2412430c,Gunalt Wavelength,7.0,What A Tahoo,PLACE,3,23.0,-1.0,B,0.2003,0.0096,0.4875,0,0,Hares Bredth,LOSE,7,4.5,-1.0,Simba's Pride,PLACE,2,3.5,-1.0,,,,,0.0,Pivotal Terms,LOSE,6,5.5,-1.0
2026-05-17,RIP,5.50,pdf_d8c0d5a3,Solar Cooper,13.0,I'M Dan Dare,LOSE,5,3.25,-1.0,A,0.3927,0.0115,0.6274,1,7,Call Me By My Name,LOSE,8,9.5,-1.0,Battenburg Belle,PLACE,2,8.0,-1.0,,,,,0.0,I'm Dan Dare,LOSE,5,3.25,-1.0
2026-05-17,Stratford,2.35,pdf_ad87ad31,Our Guide,1.3,Our Guide,WIN,1,1.3,0.3,B,0.3508,0.0125,0.3245,2,8,Our Guide,WIN,1,1.3,0.3,Our Guide,WIN,1,1.3,0.3,,,,,0.0,Ka Mate Du Brivet,PLACE,2,5.0,-1.0
2026-05-17,Stratford,3.05,pdf_53a7b477,Captain Cool,3.0,Cawthorne Cracker,LOSE,5,4.0,-1.0,A,0.5542,0.0528,0.9983,3,6,Captain Cool,WIN,1,3.0,2.0,Cawthorne Cracker,LOSE,5,4.0,-1.0,Cawthorne Cracker,LOSE,5,4.0,-1.0,Cawthorne Cracker,LOSE,5,4.0,-1.0
2026-05-17,Stratford,3.35,pdf_3e8b9d3a,Jena D'Oudairies,2.75,Am The Moon,PLACE,2,4.33,-1.0,B,0.3541,0.0443,0.9349,0,0,Jena d'Oudairies,WIN,1,2.75,1.75,Jena d'Oudairies,WIN,1,2.75,1.75,Mahon Falls,PLACE,3,9.0,-1.0,Jena d'Oudairies,WIN,1,2.75,1.75
2026-05-17,Stratford,4.05,pdf_23002736,A Little Something,1.62,A Little Something,WIN,1,1.62,0.62,B,0.4569,0.2796,0.9929,3,8,A Little Something,WIN,1,1.62,0.62,A Little Something,WIN,1,1.62,0.62,Miss Fedora,DNF,DNF,9.0,0.0,A Little Something,WIN,1,1.62,0.62
2026-05-17,Stratford,4.35,pdf_dbef2381,Prettylady,23.0,A Good Yomp,DNF,DNF,3.75,0.0,B,0.1722,0.0318,0.665,0,1,Frank Stamper,LOSE,6,3.0,-1.0,Frank Stamper,LOSE,6,3.0,-1.0,,,,,0.0,Frank Stamper,LOSE,6,3.0,-1.0
2026-05-17,Stratford,5.05,pdf_e4430b35,Bagheera Ginge,10.0,Arrycan,PLACE,3,7.5,-1.0,A,0.6732,0.2429,0.9983,0,1,Okavango Delta,DNF,DNF,8.0,0.0,Tapley,LOSE,4,2.5,-1.0,Tapley,LOSE,4,2.5,-1.0,King Roly,DNF,DNF,3.0,0.0
2026-05-17,Stratford,5.35,pdf_29ede0d6,Bound For Glory,2.38,Lightsoutandaway,LOSE,4,3.5,-1.0,B,0.5224,0.0152,0.4898,1,2,Mac's Max,LOSE,5,3.0,-1.0,Bound For Glory,WIN,1,2.38,1.38,,,,,0.0,Lightsoutandaway,LOSE,4,3.5,-1.0
2026-05-18,Carlisle,2.00,,,,,,,,0.0,,,,,0,0,Wild Blossom,UNMATCHED,,,0.0,Crownbreaker,UNMATCHED,,,0.0,Crownbreaker,UNMATCHED,,,0.0,Crownbreaker,UNMATCHED,,,0.0
2026-05-18,Carlisle,2.30,2026-05-18_CRL_230,Harb,12.0,Imperial Guard,LOSE,8,6.5,-1.0,C,0.1342,0.0057,0.4364,1,1,Dc Cogent,LOSE,6,5.0,-1.0,Blue Lakota,LOSE,10,8.0,-1.0,Imperial Guard,LOSE,8,6.5,-1.0,Blue Lakota,LOSE,10,8.0,-1.0
2026-05-18,Carlisle,3.00,2026-05-18_CRL_300,Call Me Betty,11.0,Iris Dancer,LOSE,10,7.0,-1.0,B,0.1431,0.0111,0.7357,0,0,Ran Amok,LOSE,5,6.0,-1.0,Impressor,LOSE,6,12.0,-1.0,Impressor,LOSE,6,12.0,-1.0,Raft Up,LOSE,4,6.0,-1.0
2026-05-18,Carlisle,3.30,2026-05-18_CRL_330,Loki,6.5,Billy No Mates,LOSE,4,15.0,-1.0,B,0.1854,0.0115,0.7736,1,1,As Fast As Wind,PLACE,3,4.0,-1.0,Charlie Darling,LOSE,6,11.0,-1.0,Billy No Mates,LOSE,4,15.0,-1.0,Loki,WIN,1,6.5,5.5
2026-05-18,Carlisle,4.00,,,,,,,,0.0,,,,,1,0,Lunar Melody,UNMATCHED,,,0.0,Wezzeer,UNMATCHED,,,0.0,,,,,0.0,Lunar Melody,UNMATCHED,,,0.0
2026-05-18,Carlisle,4.35,2026-05-18_CRL_435,Mereside Princess,4.5,Mereside Princess,WIN,1,4.5,3.5,B,0.1614,0.0084,0.6135,1,5,Thankfully Simmy,LOSE,6,7.0,-1.0,Mereside Princess,WIN,1,4.5,3.5,,,,,0.0,Thankfully Simmy,LOSE,6,7.0,-1.0
2026-05-18,Carlisle,5.10,2026-05-18_CRL_510,They All Know Me,12.0,Detective,LOSE,10,26.0,-1.0,B,0.1852,0.0132,0.8245,0,0,Native Instinct,LOSE,6,2.75,-1.0,Vince Le Prince,LOSE,5,9.0,-1.0,Native Instinct,LOSE,6,2.75,-1.0,Native Instinct,LOSE,6,2.75,-1.0
2026-05-18,Lingfield,2.20,2026-05-18_Lingfield_220,King'S Hand,5.5,Panama Black,LOSE,8,19.0,-1.0,B,0.1985,0.0115,0.7712,0,1,Dancing Tiger,PLACE,2,4.0,-1.0,Dancing Tiger,PLACE,2,4.0,-1.0,,,,,0.0,Lara,LOSE,6,7.5,-1.0
2026-05-18,Lingfield,2.50,2026-05-18_Lingfield_250,Rogue Empire,5.0,High Favour,DNF,DNF,67.0,0.0,B,0.2026,0.02,0.8391,0,0,Charles Morin,LOSE,10,6.5,-1.0,Balgowan,PLACE,2,3.25,-1.0,,,,,0.0,Balgowan,PLACE,2,3.25,-1.0
2026-05-18,Lingfield,3.20,,,,,,,,0.0,,,,,2,0,Notable Dream,UNMATCHED,,,0.0,Notable Dream,UNMATCHED,,,0.0,,,,,0.0,,,,,0.0
2026-05-18,Lingfield,3.50,,,,,,,,0.0,,,,,1,0,Behike,UNMATCHED,,,0.0,Behike,UNMATCHED,,,0.0,,,,,0.0,Behike,UNMATCHED,,,0.0
2026-05-18,Lingfield,4.22,2026-05-18_Lingfield_422,Twilight Jet,2.38,Recon Mission,LOSE,6,15.0,-1.0,B,0.2998,0.0184,0.9693,0,0,Travel Agent,PLACE,2,8.5,-1.0,Invincible Speed,DNF,DNF,9.0,0.0,Hedge Fund,DNF,DNF,17.0,0.0,Invincible Speed,DNF,DNF,9.0,0.0
2026-05-18,Lingfield,4.57,2026-05-18_Lingfield_457,Adalida,3.0,Adalida,WIN,1,3.0,2.0,C,0.1632,0.0079,0.4658,1,2,Adalida,WIN,1,3.0,2.0,Enter Sandman,DNF,DNF,4.0,0.0,,,,,0.0,Tie Fighter,DNF,DNF,11.0,0.0
2026-05-18,Redcar,1.40,,,,,,,,0.0,,,,,2,0,Kodiak Breeze,UNMATCHED,,,0.0,Kodiak Breeze,UNMATCHED,,,0.0,,,,,0.0,,,,,0.0
2026-05-18,Redcar,2.10,,,,,,,,0.0,,,,,2,0,Revels,UNMATCHED,,,0.0,Revels,UNMATCHED,,,0.0,,,,,0.0,,,,,0.0
2026-05-18,Redcar,2.40,2026-05-18_Redcar_240,Kiss Me My Love,4.5,Electric Lightning,LOSE,10,17.0,-1.0,B,0.1331,0.0095,0.6083,0,0,Kiss Me My Love,WIN,1,4.5,3.5,Up The Jazz,LOSE,6,4.5,-1.0,Chuzzlewit,DNF,DNF,21.0,0.0,Up The Jazz,LOSE,6,4.5,-1.0
2026-05-18,Redcar,3.10,2026-05-18_Redcar_310,Ammoony,2.38,Letmeseethecolts,LOSE,7,29.0,-1.0,A,0.4299,0.0213,0.7374,0,0,Clocker,DNF,DNF,8.0,0.0,Princess Niyla,PLACE,3,4.33,-1.0,,,,,0.0,Ammoony,WIN,1,2.38,1.38
2026-05-18,Redcar,3.40,2026-05-18_Redcar_340,Glory Hyde,3.75,Profiteer,LOSE,11,29.0,-1.0,B,0.1312,0.008,0.6438,0,0,Glory Hyde,WIN,1,3.75,2.75,Get Up Everybody,LOSE,4,5.0,-1.0,,,,,0.0,Taygar,PLACE,2,8.0,-1.0
2026-05-18,Redcar,4.10,2026-05-18_Redcar_410,Maximum Velocity,11.0,Harswell River,PLACE,3,6.0,-1.0,B,0.1978,0.008,0.6236,1,2,Full Gas,LOSE,7,7.5,-1.0,Harswell River,PLACE,3,6.0,-1.0,,,,,0.0,Full Gas,LOSE,7,7.5,-1.0
2026-05-18,Redcar,4.43,2026-05-18_Redcar_443,Black Rock Beauty,9.5,Long Shot,PLACE,2,3.75,-1.0,B,0.1633,0.0069,0.4713,1,3,Black Rock Beauty,WIN,1,9.5,8.5,Long Shot,PLACE,2,3.75,-1.0,,,,,0.0,Realistic Dream,LOSE,9,11.0,-1.0
2026-05-18,Roscommon,4.50,2026-05-18_ROS_450,Mo Anam Chara,2.2,Cosmic Funk,LOSE,4,4.5,-1.0,A,0.3942,0.0405,0.8451,0,1,Mo Anam Chara,WIN,1,2.2,1.2,Star Of Beauty,PLACE,2,3.5,-1.0,,,,,0.0,Funk,LOSE,4,4.5,-1.0
2026-05-18,Roscommon,5.20,,,,,,,,0.0,,,,,2,0,Arizona Raider,UNMATCHED,,,0.0,Arizona Raider,UNMATCHED,,,0.0,,,,,0.0,,,,,0.0
2026-05-18,Roscommon,5.50,2026-05-18_ROS_550,Thrifty Of Digby,12.0,Irish Rumour,LOSE,15,13.0,-1.0,B,0.1412,0.0061,0.3776,1,1,Royal Impact,LOSE,6,4.0,-1.0,Bucaneer's Spirit,PLACE,3,5.5,-1.0,Irish Rumour,LOSE,15,13.0,-1.0,Thrifty Of Digby,WIN,1,12.0,11.0
2026-05-18,Roscommon,6.20,2026-05-18_ROS_620,Huff'N'Puff,4.33,Huff'N'Puff,WIN,1,4.33,3.33,B,0.514,0.0344,0.7724,1,1,Karrygrant,LOSE,4,2.5,-1.0,Karrygrant,LOSE,4,2.5,-1.0,,,,,0.0,Huff'n'puff,WIN,1,4.33,3.33
2026-05-18,Roscommon,6.50,2026-05-18_ROS_650,Sir Jeremy,4.5,Rising Sky,DNF,DNF,17.0,0.0,B,0.2129,0.0143,0.7448,1,1,Kilcrea Rock,LOSE,5,4.33,-1.0,Rising Sky,DNF,DNF,17.0,0.0,Electric Beauty,PLACE,2,7.5,-1.0,Queen Lioness,LOSE,4,11.0,-1.0
2026-05-18,Roscommon,7.20,2026-05-18_ROS_720,Adel,12.0,Wipeawayyourtears,PLACE,3,13.0,-1.0,B,0.2028,0.0231,0.7488,1,1,Admiral Will Brown,LOSE,7,6.0,-1.0,Sea Of Dubka,LOSE,5,5.0,-1.0,,,,,0.0,Wipeawayyourtears,PLACE,3,13.0,-1.0
2026-05-18,Roscommon,7.50,2026-05-18_ROS_750,Superficial,5.0,Cooley'S Mist,LOSE,8,15.0,-1.0,B,0.2101,0.0113,0.678,0,0,Amplitude,PLACE,3,10.0,-1.0,Silent Guardian,LOSE,6,26.0,-1.0,,,,,0.0,Radar Ahead,LOSE,7,12.0,-1.0
2026-05-18,Roscommon,8.20,2026-05-18_ROS_820,Miss Australie,7.0,Cuckaloo Hill,LOSE,11,11.0,-1.0,C,0.132,0.0183,0.4925,1,1,Sayidah New Bay,LOSE,8,9.0,-1.0,Cuckaloo Hill,LOSE,11,11.0,-1.0,,,,,0.0,Miss Australie,WIN,1,7.0,6.0
2026-05-18,Windsor,5.05,,,,,,,,0.0,,,,,1,0,Concert Pitch,UNMATCHED,,,0.0,Concert Pitch,UNMATCHED,,,0.0,,,,,0.0,Bee In Profit,UNMATCHED,,,0.0
2026-05-18,Windsor,5.40,2026-05-18_Windsor_540,Redorange,2.38,Rhythm N Hooves,PLACE,3,6.5,-1.0,B,0.13,0.012,0.6884,0,0,Regal Envoy,PLACE,2,8.5,-1.0,Desert Cop,DNF,DNF,21.0,0.0,All Ways Glamorous,LOSE,9,9.0,-1.0,Regal Envoy,PLACE,2,8.5,-1.0
2026-05-18,Windsor,6.10,,,,,,,,0.0,,,,,2,0,Chimes Of Thunder,UNMATCHED,,,0.0,Withtearsinmyeyes,UNMATCHED,,,0.0,,,,,0.0,,,,,0.0
2026-05-18,Windsor,6.40,2026-05-18_Windsor_640,Lequinto,4.33,Lequinto,WIN,1,4.33,3.33,X,0.1065,0.0049,0.2862,0,1,Sandscreendeliverd,LOSE,5,5.0,-1.0,Sandscreendeliverd,LOSE,5,5.0,-1.0,Rogue Bullet,DNF,DNF,15.0,0.0,Sandscreendeliverd,LOSE,5,5.0,-1.0
2026-05-18,Windsor,7.10,2026-05-18_Windsor_710,Morbeh,3.25,Grey Sands,LOSE,7,26.0,-1.0,B,0.2227,0.0183,0.885,0,0,Any Which Way,PLACE,2,4.0,-1.0,Any Which Way,PLACE,2,4.0,-1.0,Any Which Way,PLACE,2,4.0,-1.0,Any Which Way,PLACE,2,4.0,-1.0
2026-05-18,Windsor,7.40,2026-05-18_Windsor_740,Wisper,6.5,Sir William,PLACE,2,11.0,-1.0,B,0.214,0.0092,0.6682,0,0,Naval Command,LOSE,6,2.88,-1.0,Due To Henry,LOSE,5,4.33,-1.0,Wisper,WIN,1,6.5,5.5,Wisper,WIN,1,6.5,5.5
2026-05-18,Windsor,8.10,2026-05-18_Windsor_810,Yachtsman,13.0,Cape Toronada,PLACE,2,3.5,-1.0,B,0.1673,0.0115,0.7247,0,3,Madman,LOSE,9,7.5,-1.0,Marra Donna,LOSE,5,7.5,-1.0,,,,,0.0,Marra Donna,LOSE,5,7.5,-1.0
2026-05-18,Wolverhampton,6.00,2026-05-18_Wolverhampton_600,Midnight Call,2.75,Powernap,LOSE,5,41.0,-1.0,B,0.2769,0.0153,0.8372,0,0,Magna,PLACE,3,3.25,-1.0,Magna,PLACE,3,3.25,-1.0,,,,,0.0,Magna,PLACE,3,3.25,-1.0
2026-05-18,Wolverhampton,6.30,,,,,,,,0.0,,,,,1,0,American Psycho,UNMATCHED,,,0.0,Agamemnon,UNMATCHED,,,0.0,,,,,0.0,Undercover Affair,UNMATCHED,,,0.0
2026-05-18,Wolverhampton,7.00,,,,,,,,0.0,,,,,1,0,Mountain Cat,UNMATCHED,,,0.0,Mountain Cat,UNMATCHED,,,0.0,,,,,0.0,Mountain Cat,UNMATCHED,,,0.0
2026-05-18,Wolverhampton,7.30,2026-05-18_Wolverhampton_730,Estissa,8.5,Lyra Lea,LOSE,4,26.0,-1.0,A,0.3855,0.0154,0.8219,1,2,Symbol Of Majesty,LOSE,5,2.2,-1.0,Symbol Of Majesty,LOSE,5,2.2,-1.0,Lyra Lea,LOSE,4,26.0,-1.0,City Queen,PLACE,3,2.62,-1.0
2026-05-18,Wolverhampton,8.00,2026-05-18_Wolverhampton_800,Bizou,3.75,Silkies Sib,PLACE,3,7.0,-1.0,B,0.2632,0.0137,0.9454,0,0,Karakula,PLACE,2,4.33,-1.0,The Ubermensch,LOSE,4,6.5,-1.0,,,,,0.0,Stipulation,LOSE,8,12.0,-1.0
2026-05-18,Wolverhampton,8.30,2026-05-18_Wolverhampton_830,Espona Bay,11.0,Dontwaste A Moment,LOSE,10,9.5,-1.0,C,0.1561,0.008,0.463,0,0,Court Of Stars,PLACE,2,2.5,-1.0,Horwich,LOSE,4,23.0,-1.0,,,,,0.0,Court Of Stars,PLACE,2,2.5,-1.0
2026-05-18,Wolverhampton,9.00,2026-05-18_Wolverhampton_900,Kelly Burn,2.75,Kelly Burn,WIN,1,2.75,1.75,B,0.2882,0.015,0.8246,2,7,Desert Belle,LOSE,4,2.5,-1.0,Kelly Burn,WIN,1,2.75,1.75,,,,,0.0,Kelly Burn,WIN,1,2.75,1.75
2026-05-19,Cork,4.40,,,,,,,,0.0,,,,,0,0,Belle Of The Ball,UNMATCHED,,,0.0,Belle Of The Ball,UNMATCHED,,,0.0,Alaskan Bear,UNMATCHED,,,0.0,Bear,UNMATCHED,,,0.0
2026-05-19,Cork,5.12,2026-05-19_Cork_512,Allsortz,7.0,Joyful Tidings,PLACE,2,9.0,-1.0,B,0.1788,0.012,0.6558,0,0,Bad Boy Rizz,PLACE,3,4.0,-1.0,Bad Boy Rizz,PLACE,3,4.0,-1.0,Bad Boy Rizz,PLACE,3,4.0,-1.0,Allsortz,WIN,1,7.0,6.0
2026-05-19,Cork,5.42,2026-05-19_Cork_542,Jordan Breeze,4.0,Steel Magnolia,PLACE,3,4.33,-1.0,B,0.203,0.0276,0.6666,1,1,Whatswrongnow,PLACE,2,4.33,-1.0,Jered Maddox,DNF,DNF,15.0,0.0,,,,,0.0,Steel Magnolia,PLACE,3,4.33,-1.0
2026-05-19,Cork,6.12,,,,,,,,0.0,,,,,2,0,Hanney Boy,UNMATCHED,,,0.0,Star Glory,UNMATCHED,,,0.0,,,,,0.0,,,,,0.0
2026-05-19,Cork,6.42,,,,Al Haarith,UNMATCHED,,,0.0,X,1.0,0.1387,0.8738,4,4,Al Haarith,UNMATCHED,,,0.0,Al Haarith,UNMATCHED,,,0.0,Al Haarith,UNMATCHED,,,0.0,Al Haarith,UNMATCHED,,,0.0
2026-05-19,Cork,7.12,2026-05-19_Cork_712,L L Koulsty,4.5,Goal Exceeded,PLACE,3,4.0,-1.0,B,0.2262,0.0153,0.8379,3,4,Goal Exceeded,PLACE,3,4.0,-1.0,Goal Exceeded,PLACE,3,4.0,-1.0,Goal Exceeded,PLACE,3,4.0,-1.0,Gleneagle Bay,LOSE,5,4.0,-1.0
2026-05-19,Cork,7.42,2026-05-19_Cork_742,Carmel'S Phoenix,6.0,Carmel'S Phoenix,WIN,1,6.0,5.0,A,0.923,0.3019,0.8653,0,0,Sangreal,PLACE,3,2.88,-1.0,Sangreal,PLACE,3,2.88,-1.0,,,,,0.0,,,,,0.0
2026-05-19,Cork,8.12,2026-05-19_Cork_812,Deuteronomy,23.0,Highway Sixty One,DNF,DNF,21.0,0.0,C,0.1261,0.0061,0.3201,0,0,Khormor Syd,DNF,DNF,5.0,0.0,Starting Monday,LOSE,5,13.0,-1.0,,,,,0.0,Hosanna Power,LOSE,7,5.5,-1.0
2026-05-19,Hexham,5.50,2026-05-19_Hexham_550,Jeteye,13.0,Watchoutitscookie,LOSE,7,7.5,-1.0,B,0.2065,0.0165,0.8589,0,1,My Boy Christy,PLACE,3,2.38,-1.0,Jeteye,WIN,1,13.0,12.0,Jeteye,WIN,1,13.0,12.0,Shighness,DNF,DNF,17.0,0.0
2026-05-19,Hexham,6.20,2026-05-19_Hexham_620,Conquer The Breeze,1.67,Conquer The Breeze,WIN,1,1.67,0.67,B,0.2534,0.0347,0.9517,3,10,Conquer The Breeze,WIN,1,1.67,0.67,Conquer The Breeze,WIN,1,1.67,0.67,Chapel Green,DNF,DNF,6.0,0.0,Conquer The Breeze,WIN,1,1.67,0.67
2026-05-19,Hexham,6.50,2026-05-19_Hexham_650,Passengerontheship,5.5,Lewa House,DNF,DNF,15.0,0.0,B,0.3093,0.0173,0.9566,0,0,Scairp Dubh,PLACE,3,2.2,-1.0,Scairp Dubh,PLACE,3,2.2,-1.0,,,,,0.0,Scairp Dubh,PLACE,3,2.2,-1.0
2026-05-19,Hexham,7.20,2026-05-19_Hexham_720,West Lawn,11.0,Milan Milos,DNF,DNF,5.0,0.0,A,0.3244,0.0617,0.9935,2,3,Katie's Melody,DNF,DNF,2.5,0.0,Killybegs Jet Lady,DNF,DNF,6.0,0.0,Milan Milos,DNF,DNF,5.0,0.0,Milan Milos,DNF,DNF,5.0,0.0
2026-05-19,Hexham,7.50,,,,Passing Diamond,UNMATCHED,,,0.0,X,1.0,0.1387,0.9728,3,6,Passing Diamond,UNMATCHED,,,0.0,Passing Diamond,UNMATCHED,,,0.0,Passing Diamond,UNMATCHED,,,0.0,,,,,0.0
2026-05-19,Hexham,8.20,2026-05-19_Hexham_820,Banderas,12.0,Well Educated,PLACE,2,41.0,-1.0,B,0.1783,0.0132,0.8219,0,0,Thewoodcorner,DNF,DNF,2.0,0.0,Sunset Hill,PLACE,3,6.5,-1.0,Divilabother,LOSE,6,6.0,-1.0,Thewoodcorner,DNF,DNF,2.0,0.0
2026-05-19,Hexham,8.50,2026-05-19_Hexham_850,Fine Point,4.5,King Kodiak,LOSE,7,19.0,-1.0,B,0.1918,0.0146,0.8287,0,0,Fine Point,WIN,1,4.5,3.5,Fine Point,WIN,1,4.5,3.5,,,,,0.0,Malangen,PLACE,3,4.33,-1.0
2026-05-19,Huntingdon,6.00,,,,Crackalackin,UNMATCHED,,,0.0,X,1.0,0.1387,0.987,0,0,Edelak,UNMATCHED,,,0.0,Edelak,UNMATCHED,,,0.0,,,,,0.0,,,,,0.0
2026-05-19,Huntingdon,6.30,2026-05-19_Huntingdon_630,Jack Doyen,3.75,Pleasure Garden,LOSE,4,12.0,-1.0,B,0.324,0.0222,0.9812,0,0,Jack Doyen,WIN,1,3.75,2.75,Jack Doyen,WIN,1,3.75,2.75,,,,,0.0,Kapamazov,PLACE,3,3.0,-1.0
2026-05-19,Huntingdon,7.00,2026-05-19_Huntingdon_700,Ride Like A Girl,4.0,Klervia,LOSE,5,9.5,-1.0,B,0.2724,0.0157,0.9355,0,0,Miracles Do Happen,LOSE,8,4.33,-1.0,Callin Baton Rouge,PLACE,3,4.5,-1.0,,,,,0.0,Callin Baton Rouge,PLACE,3,4.5,-1.0
2026-05-19,Huntingdon,7.30,2026-05-19_Huntingdon_730,Sunray Shadow,2.5,Gasmani,DNF,DNF,9.0,0.0,B,0.1958,0.0115,0.5838,0,0,Ballintubber Boy,LOSE,6,6.5,-1.0,Tiger Orchid,PLACE,3,7.5,-1.0,Ballintubber Boy,LOSE,6,6.5,-1.0,Ballintubber Boy,LOSE,6,6.5,-1.0
2026-05-19,Huntingdon,8.00,2026-05-19_Huntingdon_800,Ice Jet,1.3,Ice Jet,WIN,1,1.3,0.3,A,0.5138,0.0515,0.9987,4,13,Ice Jet,WIN,1,1.3,0.3,Ice Jet,WIN,1,1.3,0.3,Ice Jet,WIN,1,1.3,0.3,Ice Jet,WIN,1,1.3,0.3
2026-05-19,Huntingdon,8.30,,,,On Lovers Walk,UNMATCHED,,,0.0,X,1.0,0.1387,0.9843,0,2,Whats The Solution,UNMATCHED,,,0.0,Whats The Solution,UNMATCHED,,,0.0,Whats The Solution,UNMATCHED,,,0.0,Whats The Solution,UNMATCHED,,,0.0
2026-05-19,Lingfield,2.10,2026-05-19_Lingfield_210,Hengest,1.83,Big Bear Hug,PLACE,3,5.0,-1.0,B,0.1632,0.0044,0.4193,0,0,Hengest,WIN,1,1.83,0.83,Pleasant Man,LOSE,7,8.5,-1.0,,,,,0.0,Hengest,WIN,1,1.83,0.83
2026-05-19,Lingfield,2.40,2026-05-19_Lingfield_240,Vidmiyr,1.33,Vidmiyr,WIN,1,1.33,0.33,A,0.5489,0.0511,0.9006,3,12,Vidmiyr,WIN,1,1.33,0.33,Vidmiyr,WIN,1,1.33,0.33,,,,,0.0,Vidmiyr,WIN,1,1.33,0.33
2026-05-19,Lingfield,3.10,2026-05-19_Lingfield_310,Whiteley Way,5.5,Huntly Lodge,LOSE,7,41.0,-1.0,C,0.1264,0.0072,0.4817,0,0,Whiteley Way,WIN,1,5.5,4.5,Man Is King,LOSE,4,4.0,-1.0,,,,,0.0,Whiteley Way,WIN,1,5.5,4.5
2026-05-19,Lingfield,3.40,2026-05-19_Lingfield_340,No Gain,1.73,No Gain,WIN,1,1.73,0.73,B,0.1825,0.0118,0.7494,2,9,No Gain,WIN,1,1.73,0.73,No Gain,WIN,1,1.73,0.73,,,,,0.0,Joycean Way,LOSE,8,19.0,-1.0
2026-05-19,Lingfield,4.10,2026-05-19_Lingfield_410,Thanos,3.75,Poetic Grace,PLACE,3,6.0,-1.0,B,0.1724,0.0111,0.5932,0,1,Based,LOSE,7,3.75,-1.0,Based,LOSE,7,3.75,-1.0,,,,,0.0,Based,LOSE,7,3.75,-1.0
2026-05-19,Lingfield,4.45,2026-05-19_Lingfield_445,Tronido,4.33,Reidh,LOSE,9,6.0,-1.0,B,0.2229,0.0215,0.7714,3,4,Reidh,LOSE,9,6.0,-1.0,Francisco,LOSE,6,6.5,-1.0,Reidh,LOSE,9,6.0,-1.0,Reidh,LOSE,9,6.0,-1.0
2026-05-19,Lingfield,5.20,2026-05-19_Lingfield_520,My Boy Harry,8.5,Beau Jardine,LOSE,4,12.0,-1.0,B,0.2336,0.0183,0.873,1,1,My Mate Kev,LOSE,7,2.5,-1.0,Giant,LOSE,10,4.33,-1.0,Beau Jardine,LOSE,4,12.0,-1.0,My Boy Harry,WIN,1,8.5,7.5
2026-05-19,Lingfield,5.55,2026-05-19_Lingfield_555,Silky Robin,6.0,Harry Brown,DNF,DNF,6.0,0.0,B,0.1505,0.008,0.7202,0,0,Cameley Days,PLACE,2,2.38,-1.0,Desdemona,DNF,DNF,15.0,0.0,,,,,0.0,Cameley Days,PLACE,2,2.38,-1.0
2026-05-19,Newcastle,2.30,2026-05-19_Newcastle_230,Edwardtheninth,2.5,Edwardtheninth,WIN,1,2.5,1.5,B,0.2198,0.0091,0.675,2,3,Edwardtheninth,WIN,1,2.5,1.5,Star Of Jupiter,LOSE,5,5.5,-1.0,,,,,0.0,Edwardtheninth,WIN,1,2.5,1.5
2026-05-19,Newcastle,3.00,,,,Littlecote,UNMATCHED,,,0.0,X,1.0,0.1387,0.8559,3,9,Littlecote,UNMATCHED,,,0.0,Littlecote,UNMATCHED,,,0.0,,,,,0.0,Littlecote,UNMATCHED,,,0.0
2026-05-19,Newcastle,3.30,,,,,,,,0.0,,,,,2,0,Martial Order,UNMATCHED,,,0.0,Caeruleus,UNMATCHED,,,0.0,,,,,0.0,,,,,0.0
