model,scope,scope_value,log_loss,brier,top1,top3,ece,market_rank_lift,n_races,n_runners
market_plus_ratings,split,test,1.4816467492541938,0.0766130183864493,0.42105263157894735,0.7894736842105263,0.020558192369501044,0.47368421052631576,114,1014
market_plus_ratings,jurisdiction,FR,1.4071985016178554,0.08365304835661198,0.4166666666666667,0.8095238095238095,0.02828889947639384,0.35714285714285715,84,683
market_plus_ratings,jurisdiction,HK,1.6844239723440373,0.06178573052988644,0.4482758620689655,0.7586206896551724,0.0100408865484807,0.8620689655172413,29,319
market_plus_ratings,jurisdiction,JPN,1.85476008110119,0.07007671477165187,0.0,0.0,0.05864683230410975,-1.0,1,12
market_plus_ratings,year,2023,1.3269716475294713,0.07823584259589002,0.3829787234042553,0.8723404255319149,0.029692250301796667,0.40425531914893614,47,397
market_plus_ratings,year,2024,1.6407571642944296,0.08341746712027608,0.4146341463414634,0.7073170731707317,0.022829636384021273,0.6097560975609756,41,373
market_plus_ratings,year,2025,1.5103468555777448,0.06357072089109941,0.5,0.7692307692307693,0.033020704609661514,0.38461538461538464,26,244
market_plus_doctrine,split,train,1.7327519344891977,0.06720410400253156,0.39716981132075474,0.7396226415094339,0.01823648624032922,0.5801886792452831,1060,11757
market_plus_doctrine,split,validation,1.9192249007987099,0.07160930103783544,0.30401529636711283,0.6462715105162524,0.0049491822379328495,0.2332695984703633,523,5804
market_plus_doctrine,split,test,1.6511189824305588,0.08335682656228786,0.3333333333333333,0.7017543859649122,0.01901168241920133,0.07894736842105263,114,1014
market_plus_doctrine,jurisdiction,FR,1.5727179705410765,0.08943347423120598,0.3333333333333333,0.7261904761904762,0.03252118315561272,0.05952380952380952,84,683
market_plus_doctrine,jurisdiction,HK,1.8804364571967218,0.0711025358263396,0.3448275862068966,0.6206896551724138,0.02084272787715192,0.13793103448275862,29,319
market_plus_doctrine,jurisdiction,JPN,1.586597212928387,0.06325419213699125,0.0,1.0,0.05978653453634901,0.0,1,12
market_plus_doctrine,year,2023,1.5588438352789404,0.0872311372513136,0.3617021276595745,0.7872340425531915,0.03604188378273389,0.14893617021276595,47,397
market_plus_doctrine,year,2024,1.8311732791246813,0.08809285288778705,0.2682926829268293,0.5853658536585366,0.01009826466693987,0.024390243902439025,41,373
market_plus_doctrine,year,2025,1.5339922805716004,0.0698132234354256,0.38461538461538464,0.7307692307692307,0.043059033649435606,0.038461538461538464,26,244
ratings_plus_doctrine,split,train,1.3222853699496162,0.055023411581632965,0.5952830188679246,0.8849056603773585,0.038747679836727014,1.471698113207547,1060,11757
ratings_plus_doctrine,split,validation,1.4708123910059545,0.06086366086372837,0.4894837476099426,0.8413001912045889,0.026734173143410592,1.401529636711281,523,5804
ratings_plus_doctrine,split,test,1.4810279901381456,0.0775194773484021,0.5087719298245614,0.7807017543859649,0.03592791310827811,0.5,114,1014
ratings_plus_doctrine,jurisdiction,FR,1.453319748108519,0.0839973658632172,0.5238095238095238,0.7738095238095238,0.048136188035638676,0.34523809523809523,84,683
ratings_plus_doctrine,jurisdiction,HK,1.5331840693953223,0.06372650046202616,0.4827586206896552,0.8275862068965517,0.0304109358060895,1.103448275862069,29,319
ratings_plus_doctrine,jurisdiction,JPN,2.295994022168665,0.0754829582763374,0.0,0.0,0.003360282043734653,-4.0,1,12
