race_id,course,off_time,model,lane,predicted_horse,horse_id,prediction_rank,prediction_score,decision_tier,product,final_sp,finishing_position,non_runner,source_artifact,generated_at,prediction_run_id,timing_safety,source_row_sha256
923089,Bath,3.31,OLD_VELO,main,Coast,3791405,1,0.3721,C,PASS,12.0,6,False,"runner_snapshots (morning, immutable)",2026-07-15T08:46:03.598813+00:00,2026_07_15_aef63056_1784105122721,STRICT_PRE_RACE_PROVEN,bcb41187e3e94f1d4406ab06891e8364ee7f5ea2d50c08e20bb87e336c4c771f
923091,Catterick,3.40,OLD_VELO,main,Dream Deal,3767116,1,0.3964,B,EW_CANDIDATE,13.0,7,False,"runner_snapshots (morning, immutable)",2026-07-15T08:46:03.598813+00:00,2026_07_15_aef63056_1784105122721,STRICT_PRE_RACE_PROVEN,16d4c334129ba25aa13d013e3f08b32fb77d7dcbe0e2437f6bc9c5944980cc5b
922988,Uttoxeter,3.48,OLD_VELO,main,Ask A Sainte,7191405,1,0.4325,A,VISION_ONLY,2.25,PU,False,"runner_snapshots (morning, immutable)",2026-07-15T08:46:03.598813+00:00,2026_07_15_aef63056_1784105122721,STRICT_PRE_RACE_PROVEN,e39748501c35c9800583b57b0ab6d710894fca107ec906912957eb4e18117020
923087,Bath,4.31,OLD_VELO,main,Hope Rising,5357886,1,0.5093,B,VISION_ONLY,6.0,4,False,"runner_snapshots (morning, immutable)",2026-07-15T08:46:03.598813+00:00,2026_07_15_aef63056_1784105122721,STRICT_PRE_RACE_PROVEN,5405c9cdf261e4175caa581cc5f6e5f1ab83a6ba5792b4b3eddfae3e92381f81
922989,Uttoxeter,4.48,OLD_VELO,main,Global Hideaway,6710691,1,0.3132,B,PASS,51.0,9,False,"runner_snapshots (morning, immutable)",2026-07-15T08:46:03.598813+00:00,2026_07_15_aef63056_1784105122721,STRICT_PRE_RACE_PROVEN,f88d9b88f097dfa7a8fe2b03ef57ce10acfd6d2063c3c09c85d6b310974ec516
924613,Killarney,6.30,OLD_VELO,main,Transcript,9424920,1,0.4087,A,WIN_ONLY,,,,"runner_snapshots (morning, immutable)",2026-07-15T08:46:03.598813+00:00,2026_07_15_aef63056_1784105122721,STRICT_PRE_RACE_PROVEN,f25ec5d8deb5fd61daf3910acab342b8aca633b4165b725eace3d3d6cfae8636
923100,Lingfield,6.50,OLD_VELO,main,Jazz Queen,9092927,1,0.3499,B,EW_CANDIDATE,8.5,4,False,"runner_snapshots (morning, immutable)",2026-07-15T08:46:03.598813+00:00,2026_07_15_aef63056_1784105122721,STRICT_PRE_RACE_PROVEN,8d0aee243246892d4f00ea2debc1ad075eab658904d8796ffa4306fb62c5d862
924615,Killarney,7.30,OLD_VELO,main,Draiocht,6327911,1,0.3768,B,PASS,34.0,4,False,"runner_snapshots (morning, immutable)",2026-07-15T08:46:03.598813+00:00,2026_07_15_aef63056_1784105122721,STRICT_PRE_RACE_PROVEN,9b5891c49a46183dadae8372ba78a12449b5890b657b1aecaf97b757ea1c0a8c
923106,Yarmouth,7.40,OLD_VELO,main,Superstorm,7493111,1,0.5802,A,EW_CANDIDATE,6.0,4,False,"runner_snapshots (morning, immutable)",2026-07-15T08:46:03.598813+00:00,2026_07_15_aef63056_1784105122721,STRICT_PRE_RACE_PROVEN,054811606e64a4fafe9e492435242d6e2ccbbfce1d7a5b993a07087ab15b90b6
924616,Killarney,8.00,OLD_VELO,main,Highway Sixty One,5911354,1,0.2772,D,PASS,6.5,10,False,"runner_snapshots (morning, immutable)",2026-07-15T08:46:03.598813+00:00,2026_07_15_aef63056_1784105122721,STRICT_PRE_RACE_PROVEN,cb21c2c3419850db906fda568561b86ae6de514f9db2e13e1aaca841bac69989
924617,Killarney,8.30,OLD_VELO,main,Folly Beach,3261266,1,0.2637,C,PASS,11.0,8,False,"runner_snapshots (morning, immutable)",2026-07-15T08:46:03.598813+00:00,2026_07_15_aef63056_1784105122721,STRICT_PRE_RACE_PROVEN,6991f27a8465f9bedafab8c4d3fb65b719570d7a26523236c6c9a9ef027c9cb6
