run_at,model,training_cutoff,n_forward_runners,challenger_brier_win,sqpe_brier_win,brier_delta,challenger_auc,top_decile_n,top_decile_sr,roi_full,roi_top_decile,frame_brier,frame_auc,beats_sqpe_forward,gate_runners_met,gate_top_decile_met,gate_status
2026-05-19T08:19:24.933609+00:00,NO_VP_COMPOSITE_logistic_win,2026-05-10,246,0.16866,0.2140053038571429,-0.045345,0.626786,33,0.4545,0.025,-0.2731,0.281337,0.697544,True,False,False,GATE_OPEN_ACCUMULATING
