course,off_time,race_id,runner_name,matched_passport_name,match_tier,match_confidence,passport_available,reason,source_file
CRL,6.39,CRL_6.39,Wheres The Crumpet,Wheres The Crumpet,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_CRL_2026-07-04.json
CRL,7.09,CRL_7.09,Barley,Barley,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_CRL_2026-07-04.json
CRL,7.09,CRL_7.09,Benacre,Benacre,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_CRL_2026-07-04.json
CRL,7.09,CRL_7.09,Bravo Zulu,Bravo Zulu,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_CRL_2026-07-04.json
CRL,7.09,CRL_7.09,Calyxoh,Calyxoh,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_CRL_2026-07-04.json
CRL,7.09,CRL_7.09,Inspired,Inspired,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_CRL_2026-07-04.json
CRL,7.09,CRL_7.09,Jannas Journey,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.741 below 0.90 threshold,racecard_CRL_2026-07-04.json
CRL,7.09,CRL_7.09,The Green Man,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.815 below 0.90 threshold,racecard_CRL_2026-07-04.json
CRL,7.39,CRL_7.39,Alpine Sierra,Alpine Sierra,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_CRL_2026-07-04.json
CRL,7.39,CRL_7.39,Covert Legend,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.720 below 0.90 threshold,racecard_CRL_2026-07-04.json
CRL,7.39,CRL_7.39,Junkyard Dog,Junkyard Dog,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_CRL_2026-07-04.json
CRL,7.39,CRL_7.39,Twelve,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.857 below 0.90 threshold,racecard_CRL_2026-07-04.json
CRL,7.39,CRL_7.39,V Twelve,V Twelve,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_CRL_2026-07-04.json
CRL,7.39,CRL_7.39,Valley Of Flowers,Valley Of Flowers,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_CRL_2026-07-04.json
CRL,8.09,CRL_8.09,Animato,Animato,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_CRL_2026-07-04.json
CRL,8.09,CRL_8.09,Arctic Fox,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.696 below 0.90 threshold,racecard_CRL_2026-07-04.json
CRL,8.09,CRL_8.09,Cascade Hall,Cascade Hall,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_CRL_2026-07-04.json
CRL,8.09,CRL_8.09,Laravie,Laravie,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_CRL_2026-07-04.json
CRL,8.09,CRL_8.09,Rupert The Prince,Rupert The Prince,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_CRL_2026-07-04.json
CRL,8.09,CRL_8.09,Tarbat Ness,Tarbat Ness,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_CRL_2026-07-04.json
CRL,8.39,CRL_8.39,Another Investment,Another Investment,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_CRL_2026-07-04.json
CRL,8.39,CRL_8.39,Fan Mail,Fan Mail,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_CRL_2026-07-04.json
CRL,8.39,CRL_8.39,Invincible Ruby,Invincible Ruby,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_CRL_2026-07-04.json
CRL,8.39,CRL_8.39,Lumenbourg,Lumenbourg,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_CRL_2026-07-04.json
CRL,8.39,CRL_8.39,Maui Breeze,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.762 below 0.90 threshold,racecard_CRL_2026-07-04.json
CRL,8.39,CRL_8.39,Sherlock,Sherlock,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_CRL_2026-07-04.json
CRL,8.39,CRL_8.39,Thistle Nil,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.667 below 0.90 threshold,racecard_CRL_2026-07-04.json
CRL,8.39,CRL_8.39,Too Much,Too Much,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_CRL_2026-07-04.json
LEI,2.11,LEI_2.11,Beach Ahead,Beach Ahead,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,2.11,LEI_2.11,Champagne Charlee,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.606 below 0.90 threshold,racecard_LEI_2026-07-04.json
LEI,2.11,LEI_2.11,Dream On Kent,Dream On Kent,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,2.11,LEI_2.11,Havana Gift,Havana Gift,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,2.11,LEI_2.11,Little Mester,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.880 below 0.90 threshold,racecard_LEI_2026-07-04.json
LEI,2.11,LEI_2.11,South West,South West,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,2.11,LEI_2.11,Tamam Star,Tamam Star,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,2.11,LEI_2.11,Vinery,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.667 below 0.90 threshold,racecard_LEI_2026-07-04.json
LEI,2.11,LEI_2.11,Yankeedoodledandy,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.516 below 0.90 threshold,racecard_LEI_2026-07-04.json
LEI,2.46,LEI_2.46,Anyasi,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.667 below 0.90 threshold,racecard_LEI_2026-07-04.json
LEI,2.46,LEI_2.46,Baby G,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.625 below 0.90 threshold,racecard_LEI_2026-07-04.json
LEI,2.46,LEI_2.46,Bucklow Hill,Bucklow Hill,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,2.46,LEI_2.46,Material Girl,Material Girl,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,2.46,LEI_2.46,Red Legs,Red Legs,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,2.46,LEI_2.46,Retro Rocket,Retro Rocket,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,2.46,LEI_2.46,Two Commanders,Two Commanders,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,3.20,LEI_3.20,A Daughters Love,A Daughters Love,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,3.20,LEI_3.20,Arc At Her,Arc At Her,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,3.20,LEI_3.20,Bel Air Flyer,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.640 below 0.90 threshold,racecard_LEI_2026-07-04.json
LEI,3.20,LEI_3.20,Beryl'S Girl,Beryl's Girl,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,3.20,LEI_3.20,Charencey,Charencey,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,3.20,LEI_3.20,City Escape,City Escape,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,3.20,LEI_3.20,Daughters Love,A Daughters Love,NORMALIZED_NAME_MATCH,0.96,True,matched after stripping a leading article (A/The) — explainable RP formatting difference,racecard_LEI_2026-07-04.json
LEI,3.20,LEI_3.20,Hachiman,Hachiman,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,3.20,LEI_3.20,Kameel,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.714 below 0.90 threshold,racecard_LEI_2026-07-04.json
LEI,3.56,LEI_3.56,Amelia'S Joy,Amelia's Joy,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,3.56,LEI_3.56,Carefree Dream,Carefree Dream,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,3.56,LEI_3.56,Dolo'S Star,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.762 below 0.90 threshold,racecard_LEI_2026-07-04.json
LEI,3.56,LEI_3.56,Grand Citadel,Grand Citadel,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,3.56,LEI_3.56,Guernsey Angel,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.750 below 0.90 threshold,racecard_LEI_2026-07-04.json
LEI,3.56,LEI_3.56,May Encounter,May Encounter,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,3.56,LEI_3.56,Q T Pie,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.571 below 0.90 threshold,racecard_LEI_2026-07-04.json
LEI,3.56,LEI_3.56,Sierra Sue,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.737 below 0.90 threshold,racecard_LEI_2026-07-04.json
LEI,3.56,LEI_3.56,Spacewoman,Spacewoman,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,4.30,LEI_4.30,Cashbox,Cashbox,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,4.30,LEI_4.30,Eduardo Calderon,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.600 below 0.90 threshold,racecard_LEI_2026-07-04.json
LEI,4.30,LEI_4.30,Galileo Island,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.769 below 0.90 threshold,racecard_LEI_2026-07-04.json
LEI,4.30,LEI_4.30,Loquella,Loquella,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,4.30,LEI_4.30,Mr Writer,Mr Writer,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,4.30,LEI_4.30,Pints In Peace,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.690 below 0.90 threshold,racecard_LEI_2026-07-04.json
LEI,5.05,LEI_5.05,Aspire To Glory,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.800 below 0.90 threshold,racecard_LEI_2026-07-04.json
LEI,5.05,LEI_5.05,Avispado,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.625 below 0.90 threshold,racecard_LEI_2026-07-04.json
LEI,5.05,LEI_5.05,Leia Antilles,Leia Antilles,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,5.05,LEI_5.05,Little Ted,Little Ted,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,5.05,LEI_5.05,My Ambition,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.727 below 0.90 threshold,racecard_LEI_2026-07-04.json
LEI,5.05,LEI_5.05,Palmarian,Palmarian,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,5.05,LEI_5.05,Sovereign Bright,Sovereign Bright,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,5.05,LEI_5.05,Stole My Heart,Stole My Heart,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,5.35,LEI_5.35,Bridget'S Baby,Bridget's Baby,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,5.35,LEI_5.35,Due Date,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.632 below 0.90 threshold,racecard_LEI_2026-07-04.json
LEI,5.35,LEI_5.35,Elvetham,Elvetham,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,5.35,LEI_5.35,Great Success,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.615 below 0.90 threshold,racecard_LEI_2026-07-04.json
LEI,5.35,LEI_5.35,Melissa Honey,Melissa Honey,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,5.35,LEI_5.35,Moonhall Lass,Moonhall Lass,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
LEI,5.35,LEI_5.35,Rianka,Rianka,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_LEI_2026-07-04.json
NAA,1.22,NAA_1.22,Arizonaneargalway,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.552 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,1.22,NAA_1.22,Concorde Landed,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.621 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,1.22,NAA_1.22,Fly Smartly,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.696 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,1.22,NAA_1.22,My Irish Lady,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.640 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,1.22,NAA_1.22,Shi Yang,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.706 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,1.22,NAA_1.22,Snowing,Snowing,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,1.22,NAA_1.22,Southern Boulevard,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.667 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,1.22,NAA_1.22,Woodlawn Lily,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.643 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,1.57,NAA_1.57,Cardiff By The Sea,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.667 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,1.57,NAA_1.57,Howd'Yadoit,Howd'yadoit,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,1.57,NAA_1.57,Keke,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.667 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,1.57,NAA_1.57,Likedbymike,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.526 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,1.57,NAA_1.57,Xerling,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.667 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,2.33,NAA_2.33,Abletai,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.750 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,2.33,NAA_2.33,Arrowstock,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.632 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,2.33,NAA_2.33,Belle Island,Belle Island,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,2.33,NAA_2.33,Big Negotiator,Big Negotiator,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,2.33,NAA_2.33,Brazilian Diva,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.714 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,2.33,NAA_2.33,Carry The Flag,Carry The Flag,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,2.33,NAA_2.33,Celestial Crown,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.857 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,2.33,NAA_2.33,Hanney Boy,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.706 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,2.33,NAA_2.33,Matriarchal,Matriarchal,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,2.33,NAA_2.33,Rejoinder,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.667 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,3.08,NAA_3.08,Arctic Steps,Arctic Steps,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,3.08,NAA_3.08,Ardadslosttheplot,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.600 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,3.08,NAA_3.08,Bold Optimist,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.667 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,3.08,NAA_3.08,Jordan Breeze,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.800 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,3.08,NAA_3.08,Phil'S Dream,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.818 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,3.08,NAA_3.08,Sovereign Cry,Sovereign Cry,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,3.08,NAA_3.08,Tawaazon,Tawaazon,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,3.44,NAA_3.44,Cedrela,Cedrela,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,3.44,NAA_3.44,Dancing Destiny,Dancing Destiny,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,3.44,NAA_3.44,Florida Bay,Florida Bay,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,3.44,NAA_3.44,One Number,One Number,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,3.44,NAA_3.44,Ranting Duke,Ranting Duke,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,3.44,NAA_3.44,Sarah'S Choice,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.800 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,3.44,NAA_3.44,Tosca No Candis,Tosca No Candis,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,3.44,NAA_3.44,Wo Wo Never,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.667 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,4.18,NAA_4.18,Bofa Beach,Bofa Beach,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,4.18,NAA_4.18,Donna Time,Donna Time,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,4.18,NAA_4.18,Drowsy Maggie,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.667 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,4.18,NAA_4.18,Mai Dahlia,Mai Dahlia,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,4.18,NAA_4.18,Serendipia,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.632 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,4.18,NAA_4.18,Sibaza,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.667 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,4.18,NAA_4.18,Wheres The Gold,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.786 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,4.18,NAA_4.18,Xirivella,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.632 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,4.53,NAA_4.53,Cadreville,Cadreville,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,4.53,NAA_4.53,Captain Con,Captain Con,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,4.53,NAA_4.53,Chapel Island,Chapel Island,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,4.53,NAA_4.53,Darwin'S Angel,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.833 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,4.53,NAA_4.53,Flagstone Lady,Flagstone Lady,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,4.53,NAA_4.53,Jewels Legacy,Jewels Legacy,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,4.53,NAA_4.53,Music And Song,Music And Song,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,4.53,NAA_4.53,Nephin Mountain,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.759 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,4.53,NAA_4.53,Point Cartwright,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.593 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,4.53,NAA_4.53,Six Wings,Six Wings,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,4.53,NAA_4.53,Swift Charm,Swift Charm,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,4.53,NAA_4.53,The Holy Apostle,The Holy Apostle,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,5.30,NAA_5.30,Frescobaldi,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.667 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,5.30,NAA_5.30,L L Koulsty,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.538 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,5.30,NAA_5.30,Ocean'S Breath,Ocean's Breath,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NAA_2026-07-04.json
NAA,5.30,NAA_5.30,Sir Benji,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.762 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,5.30,NAA_5.30,Suzie Songs,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.609 below 0.90 threshold,racecard_NAA_2026-07-04.json
NAA,5.30,NAA_5.30,Yaupon De Replay,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.560 below 0.90 threshold,racecard_NAA_2026-07-04.json
NMK,1.30,NMK_1.30,Ambishio,Ambishio,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NMK_2026-07-04.json
NMK,1.30,NMK_1.30,Desert Treasure,Desert Treasure,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NMK_2026-07-04.json
NMK,1.30,NMK_1.30,Kolkata Knight,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.609 below 0.90 threshold,racecard_NMK_2026-07-04.json
NMK,1.30,NMK_1.30,Mighty Magnus,Mighty Magnus,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NMK_2026-07-04.json
NMK,1.30,NMK_1.30,Percy'S Star,Percy's Star,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NMK_2026-07-04.json
NMK,1.30,NMK_1.30,Quantum Power,Quantum Power,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NMK_2026-07-04.json
NMK,1.30,NMK_1.30,Wedonttelllies,Wedonttelllies,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NMK_2026-07-04.json
NMK,1.30,NMK_1.30,Zelaina,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.714 below 0.90 threshold,racecard_NMK_2026-07-04.json
NMK,2.05,NMK_2.05,Amora Queen,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.833 below 0.90 threshold,racecard_NMK_2026-07-04.json
NMK,2.05,NMK_2.05,Arc Ole Ole,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.640 below 0.90 threshold,racecard_NMK_2026-07-04.json
NMK,2.05,NMK_2.05,Hard To Believe,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.727 below 0.90 threshold,racecard_NMK_2026-07-04.json
NMK,2.05,NMK_2.05,Heroics,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.769 below 0.90 threshold,racecard_NMK_2026-07-04.json
NMK,2.05,NMK_2.05,Lopeo,Lopeo,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NMK_2026-07-04.json
NMK,2.05,NMK_2.05,Magnetude,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.632 below 0.90 threshold,racecard_NMK_2026-07-04.json
NMK,2.05,NMK_2.05,Mythical Bay,Mythical Bay,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NMK_2026-07-04.json
NMK,2.40,NMK_2.40,Caught U Sleeping,Caught U Sleeping,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NMK_2026-07-04.json
NMK,2.40,NMK_2.40,Crepe Suzette,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.609 below 0.90 threshold,racecard_NMK_2026-07-04.json
NMK,2.40,NMK_2.40,Lady Dora Mae,Lady Dora Mae,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NMK_2026-07-04.json
NMK,2.40,NMK_2.40,Lady Roisia,Lady Roisia,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NMK_2026-07-04.json
NMK,2.40,NMK_2.40,Lava Stream,,NO_PASSPORT_FOUND,,False,best fuzzy score 0.737 below 0.90 threshold,racecard_NMK_2026-07-04.json
NMK,2.40,NMK_2.40,Sharpen,Sharpen,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NMK_2026-07-04.json
NMK,2.40,NMK_2.40,Tattycoram,Tattycoram,EXACT_NAME_MATCH,1.0,True,case/whitespace-insensitive exact match,racecard_NMK_2026-07-04.json
