assigned_product,course,field_size,finishing_position,model_prob,off,predicted_horse,race_id,top3,winner,winner_sp
WIN_ONLY,Downpatrick,12,3,Cool Native,2.07,Cool Native,924645,Fastnet Crystal|Mercurial Sea|Cool Native,Fastnet Crystal,2.62
PASS,Downpatrick,6,3,Playtime,4.12,Playtime,924649,Gangster Granny|Lemmy Caution|Playtime,Gangster Granny,6.5
VISION_ONLY,Killarney,8,3,Dolly Hello,5.40,Dolly Hello,924639,Wild Sapphire|Sron Na Caise|Dolly Hello,Wild Sapphire,2.5
VISION_ONLY,Leicester,6,2,Musical Soldier,3.57,Musical Soldier,923080,Gal|Musical Soldier|Arvana Belle,Gal,4.33
PASS,Longchamp,5,2,Pink Panthera,6.37,Pink Panthera,924691,Behrayna|Pink Panthera|Dispatches,Behrayna,1.6
PASS,Longchamp,6,3,Double Major,7.50,Double Major,924693,Sons And Lovers|Parachutiste|Double Major,Sons And Lovers,2.6
PASS,Wolverhampton (AW),9,2,Desert Belle,4.53,Desert Belle,923387,Lady Magu|Desert Belle|Rose Cotton,Lady Magu,4.0
WIN_ONLY,Wolverhampton (AW),12,2,Wilbur,6.25,Wilbur,923383,La Fuerza|Wilbur|Waakabb,La Fuerza,12.0
