date,course,off_time,tipster,tipster_raw,horse,is_nap,result,position,matched_horse,matched_race,result_source,selection_source
2026-05-06,Chester,1:30,SPOTLIGHT,SPOTLIGHT,Final Appeal,False,M,5,Final Appeal (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:05,SPOTLIGHT,SPOTLIGHT,Partisan Hero,False,M,7,Partisan Hero (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:35,SPOTLIGHT,SPOTLIGHT,I'm The One,False,P,2,I'm The One (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:05,SPOTLIGHT,SPOTLIGHT,Benvenuto Cellini,False,W,1,Benvenuto Cellini (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:40,SPOTLIGHT,SPOTLIGHT,Alaminos,False,M,7,Alaminos (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:10,SPOTLIGHT,SPOTLIGHT,Tornado Tower,False,W,1,Tornado Tower (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:45,SPOTLIGHT,SPOTLIGHT,Rare Change,False,M,9,Rare Change (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,1:30,RP RATINGS,RP RATINGS (Ainsley Scorah),Hickory Lad,False,P,2,Hickory Lad (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:05,RP RATINGS,RP RATINGS (Ainsley Scorah),Percy's Lad,False,M,13,Percy's Lad (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:35,RP RATINGS,RP RATINGS (Ainsley Scorah),Sugar Island,False,M,4,Sugar Island (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:05,RP RATINGS,RP RATINGS (Ainsley Scorah),Benvenuto Cellini,False,W,1,Benvenuto Cellini (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:40,RP RATINGS,RP RATINGS (Ainsley Scorah),Alaminos,False,M,7,Alaminos (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:45,RP RATINGS,RP RATINGS (Ainsley Scorah),Rare Change,True,M,9,Rare Change (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,1:30,TOPSPEED,TOPSPEED,Hickory Lad,False,P,2,Hickory Lad (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:05,TOPSPEED,TOPSPEED,The Angel King,False,M,6,The Angel King (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:35,TOPSPEED,TOPSPEED,Sugar Island,False,M,4,Sugar Island (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:05,TOPSPEED,TOPSPEED,Benvenuto Cellini,False,W,1,Benvenuto Cellini (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:40,TOPSPEED,TOPSPEED,Watcha Snoop,False,M,12,Watcha Snoop (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:10,TOPSPEED,TOPSPEED,Arabian Desert,False,M,5,Arabian Desert (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:45,TOPSPEED,TOPSPEED,Rare Change,False,M,9,Rare Change (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,1:30,POSTDATA,POSTDATA,Adonius,False,W,1,Adonius (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:05,POSTDATA,POSTDATA,Bellarchi,False,M,9,Bellarchi (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:35,POSTDATA,POSTDATA,I'm The One,False,P,2,I'm The One (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:05,POSTDATA,POSTDATA,Benvenuto Cellini,False,W,1,Benvenuto Cellini (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:40,POSTDATA,POSTDATA,Alaminos,False,M,7,Alaminos (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:10,POSTDATA,POSTDATA,Arabian Desert,False,M,5,Arabian Desert (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:45,POSTDATA,POSTDATA,Pietro,False,P,3,Pietro (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:40,LAMBOURN (LIAM HEADD),LAMBOURN (Liam Headd),Evie Ross,False,M,9,Evie Ross (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:45,LAMBOURN (LIAM HEADD),LAMBOURN (Liam Headd),Rare Change,True,M,9,Rare Change (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:05,NEWMARKET (DAVID MILNES),NEWMARKET (David Milnes),God Of War,False,M,5,God Of War (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:35,NEWMARKET (DAVID MILNES),NEWMARKET (David Milnes),I'm The One,False,P,2,I'm The One (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:05,NEWMARKET (DAVID MILNES),NEWMARKET (David Milnes),Water To Wine,False,M,,,True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:40,NEWMARKET (DAVID MILNES),NEWMARKET (David Milnes),Angel Love,False,M,11,Angel Love (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:10,NEWMARKET (DAVID MILNES),NEWMARKET (David Milnes),Tornado Tower,False,W,1,Tornado Tower (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:45,NEWMARKET (DAVID MILNES),NEWMARKET (David Milnes),Pietro,False,P,3,Pietro (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,1:30,THE TIMES (ROB WRIGHT),THE TIMES (Rob Wright),Adonius,False,W,1,Adonius (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:05,THE TIMES (ROB WRIGHT),THE TIMES (Rob Wright),Supido,True,W,1,Supido (FR),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:35,THE TIMES (ROB WRIGHT),THE TIMES (Rob Wright),Sugar Island,False,M,4,Sugar Island (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:05,THE TIMES (ROB WRIGHT),THE TIMES (Rob Wright),Benvenuto Cellini,False,W,1,Benvenuto Cellini (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:40,THE TIMES (ROB WRIGHT),THE TIMES (Rob Wright),Alaminos,False,M,7,Alaminos (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:10,THE TIMES (ROB WRIGHT),THE TIMES (Rob Wright),Tornado Tower,False,W,1,Tornado Tower (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:45,THE TIMES (ROB WRIGHT),THE TIMES (Rob Wright),Miami Matrix,False,M,4,Miami Matrix (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,1:30,TELEGRAPH (MARLBOROUGH),TELEGRAPH (Marlborough),Final Appeal,False,M,5,Final Appeal (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:05,TELEGRAPH (MARLBOROUGH),TELEGRAPH (Marlborough),Snow Master,False,P,2,Snow Master (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:35,TELEGRAPH (MARLBOROUGH),TELEGRAPH (Marlborough),I'm The One,False,P,2,I'm The One (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:05,TELEGRAPH (MARLBOROUGH),TELEGRAPH (Marlborough),Mr Vettori,False,M,5,Mr Vettori (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:40,TELEGRAPH (MARLBOROUGH),TELEGRAPH (Marlborough),Alaminos,False,M,7,Alaminos (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:10,TELEGRAPH (MARLBOROUGH),TELEGRAPH (Marlborough),Tornado Tower,True,W,1,Tornado Tower (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:45,TELEGRAPH (MARLBOROUGH),TELEGRAPH (Marlborough),Miami Matrix,False,M,4,Miami Matrix (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,1:30,THE GUARDIAN,THE GUARDIAN,Adonius,False,W,1,Adonius (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:05,THE GUARDIAN,THE GUARDIAN,Partisan Hero,False,M,7,Partisan Hero (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:35,THE GUARDIAN,THE GUARDIAN,Amelia Earhart,False,W,1,Amelia Earhart (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:05,THE GUARDIAN,THE GUARDIAN,Benvenuto Cellini,False,W,1,Benvenuto Cellini (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:40,THE GUARDIAN,THE GUARDIAN,Ruby's Angel,False,P,2,Ruby's Angel (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:10,THE GUARDIAN,THE GUARDIAN,Arabian Desert,False,M,5,Arabian Desert (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:45,THE GUARDIAN,THE GUARDIAN,Miami Matrix,False,M,4,Miami Matrix (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,1:30,DAILY MAIL (ROBIN GOODFELLOW),DAILY MAIL (Robin Goodfellow),Adonius,False,W,1,Adonius (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:05,DAILY MAIL (ROBIN GOODFELLOW),DAILY MAIL (Robin Goodfellow),Partisan Hero,False,M,7,Partisan Hero (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:35,DAILY MAIL (ROBIN GOODFELLOW),DAILY MAIL (Robin Goodfellow),Amelia Earhart,False,W,1,Amelia Earhart (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:05,DAILY MAIL (ROBIN GOODFELLOW),DAILY MAIL (Robin Goodfellow),Benvenuto Cellini,False,W,1,Benvenuto Cellini (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:40,DAILY MAIL (ROBIN GOODFELLOW),DAILY MAIL (Robin Goodfellow),Ruby's Angel,False,P,2,Ruby's Angel (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:10,DAILY MAIL (ROBIN GOODFELLOW),DAILY MAIL (Robin Goodfellow),Arabian Desert,False,M,5,Arabian Desert (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:45,DAILY MAIL (ROBIN GOODFELLOW),DAILY MAIL (Robin Goodfellow),Goldmoyne,False,M,,,True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,1:30,D EXPRESS (MELISSA JONES),D EXPRESS (Melissa Jones),Adonius,False,W,1,Adonius (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:05,D EXPRESS (MELISSA JONES),D EXPRESS (Melissa Jones),Supido,False,W,1,Supido (FR),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:35,D EXPRESS (MELISSA JONES),D EXPRESS (Melissa Jones),I'm The One,False,P,2,I'm The One (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:05,D EXPRESS (MELISSA JONES),D EXPRESS (Melissa Jones),Proposition,False,P,2,Proposition (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:40,D EXPRESS (MELISSA JONES),D EXPRESS (Melissa Jones),Alaminos,False,M,7,Alaminos (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:10,D EXPRESS (MELISSA JONES),D EXPRESS (Melissa Jones),Tornado Tower,False,W,1,Tornado Tower (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:45,D EXPRESS (MELISSA JONES),D EXPRESS (Melissa Jones),Rare Change,False,M,9,Rare Change (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,1:30,DAILY MIRROR (NEWSBOY),DAILY MIRROR (Newsboy),Wait Geordie,False,P,3,Wait Geordie (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:05,DAILY MIRROR (NEWSBOY),DAILY MIRROR (Newsboy),Partisan Hero,False,M,7,Partisan Hero (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:35,DAILY MIRROR (NEWSBOY),DAILY MIRROR (Newsboy),I'm The One,False,P,2,I'm The One (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:05,DAILY MIRROR (NEWSBOY),DAILY MIRROR (Newsboy),Benvenuto Cellini,False,W,1,Benvenuto Cellini (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:40,DAILY MIRROR (NEWSBOY),DAILY MIRROR (Newsboy),Ruby's Angel,False,P,2,Ruby's Angel (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:10,DAILY MIRROR (NEWSBOY),DAILY MIRROR (Newsboy),Arabian Desert,False,M,5,Arabian Desert (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:45,DAILY MIRROR (NEWSBOY),DAILY MIRROR (Newsboy),Goldmoyne,False,M,,,True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,1:30,THE SUN (TEMPLEGATE),THE SUN (Templegate),Adonius,False,W,1,Adonius (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:05,THE SUN (TEMPLEGATE),THE SUN (Templegate),Partisan Hero,True,M,7,Partisan Hero (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:35,THE SUN (TEMPLEGATE),THE SUN (Templegate),I'm The One,False,P,2,I'm The One (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:05,THE SUN (TEMPLEGATE),THE SUN (Templegate),Del Maro,False,M,4,Del Maro (GER),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:40,THE SUN (TEMPLEGATE),THE SUN (Templegate),Alaminos,False,M,7,Alaminos (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:10,THE SUN (TEMPLEGATE),THE SUN (Templegate),Arabian Desert,False,M,5,Arabian Desert (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:45,THE SUN (TEMPLEGATE),THE SUN (Templegate),Sujet,False,P,2,Sujet (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,1:30,THE STAR (JASON HEAVEY),THE STAR (Jason Heavey),Wait Geordie,False,P,3,Wait Geordie (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:05,THE STAR (JASON HEAVEY),THE STAR (Jason Heavey),Supido,False,W,1,Supido (FR),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:35,THE STAR (JASON HEAVEY),THE STAR (Jason Heavey),I'm The One,False,P,2,I'm The One (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:05,THE STAR (JASON HEAVEY),THE STAR (Jason Heavey),Benvenuto Cellini,False,W,1,Benvenuto Cellini (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:40,THE STAR (JASON HEAVEY),THE STAR (Jason Heavey),Ruby's Angel,False,P,2,Ruby's Angel (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:10,THE STAR (JASON HEAVEY),THE STAR (Jason Heavey),Tornado Tower,False,W,1,Tornado Tower (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:45,THE STAR (JASON HEAVEY),THE STAR (Jason Heavey),Rare Change,False,M,9,Rare Change (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,1:30,DAILY RECORD (GARRY OWEN),DAILY RECORD (Garry Owen),Wait Geordie,False,P,3,Wait Geordie (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:05,DAILY RECORD (GARRY OWEN),DAILY RECORD (Garry Owen),Snow Master,False,P,2,Snow Master (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,2:35,DAILY RECORD (GARRY OWEN),DAILY RECORD (Garry Owen),I'm The One,False,P,2,I'm The One (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:05,DAILY RECORD (GARRY OWEN),DAILY RECORD (Garry Owen),Benvenuto Cellini,False,W,1,Benvenuto Cellini (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:40,DAILY RECORD (GARRY OWEN),DAILY RECORD (Garry Owen),Alaminos,False,M,7,Alaminos (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:10,DAILY RECORD (GARRY OWEN),DAILY RECORD (Garry Owen),Tornado Tower,False,W,1,Tornado Tower (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,4:45,DAILY RECORD (GARRY OWEN),DAILY RECORD (Garry Owen),Pietro,False,P,3,Pietro (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Chester,3:05,THE IRISH SUN,THE IRISH SUN,Benvenuto Cellini,True,W,1,Benvenuto Cellini (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,5:42,SPOTLIGHT,SPOTLIGHT,Mistress Fox,False,P,2,Mistress Fox (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,6:12,SPOTLIGHT,SPOTLIGHT,Flash Man,False,P,2,Flash Man (FR),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,6:42,SPOTLIGHT,SPOTLIGHT,Gata Ban,False,P,2,Gata Ban (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,7:12,SPOTLIGHT,SPOTLIGHT,Answer That,False,M,6,Answer That (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,7:42,SPOTLIGHT,SPOTLIGHT,Majestic Moment,False,NR,UR,Majestic Moment (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,8:12,SPOTLIGHT,SPOTLIGHT,Major Dino,False,P,3,Major Dino (FR),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,5:42,RP RATINGS,RP RATINGS (Steve Mason),Miss Goldfire,False,W,1,Miss Goldfire (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,6:12,RP RATINGS,RP RATINGS (Steve Mason),Flash Man,False,P,2,Flash Man (FR),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,6:42,RP RATINGS,RP RATINGS (Steve Mason),Gata Ban,False,P,2,Gata Ban (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,7:12,RP RATINGS,RP RATINGS (Steve Mason),Rapid Mission,False,M,,,True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,7:42,RP RATINGS,RP RATINGS (Steve Mason),Known Warrior,False,M,5,Known Warrior (FR),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,8:12,RP RATINGS,RP RATINGS (Steve Mason),Major Dino,False,P,3,Major Dino (FR),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,5:42,TOPSPEED,TOPSPEED,Bread And Butter,False,M,6,Bread And Butter (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,7:42,TOPSPEED,TOPSPEED,Alto Alto,False,M,7,Alto Alto (FR),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,5:42,POSTDATA,POSTDATA,Washington Singer,False,NR,PU,Washington Singer (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,6:12,POSTDATA,POSTDATA,Mega Etoile,False,P,3,Mega Etoile (FR),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,6:42,POSTDATA,POSTDATA,Gata Ban,False,P,2,Gata Ban (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,7:12,POSTDATA,POSTDATA,Rapid Mission,False,M,,,True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,7:42,POSTDATA,POSTDATA,Majestic Moment,False,NR,UR,Majestic Moment (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,8:12,POSTDATA,POSTDATA,Major Dino,False,P,3,Major Dino (FR),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,8:12,LAMBOURN (LIAM HEADD),LAMBOURN (Liam Headd),Knight Crossing,False,P,2,Knight Crossing (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,5:42,WEST COUNTRY (LIAM WATSON),WEST COUNTRY (Liam Watson),Jamaicaine,False,M,4,Jamaicaine (FR),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,6:12,WEST COUNTRY (LIAM WATSON),WEST COUNTRY (Liam Watson),La Cadalora,False,W,1,La Cadalora (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,6:42,WEST COUNTRY (LIAM WATSON),WEST COUNTRY (Liam Watson),Ballyfinn,False,W,1,Ballyfinn (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,7:12,WEST COUNTRY (LIAM WATSON),WEST COUNTRY (Liam Watson),Man Oh Man,False,M,5,Man Oh Man (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,7:42,WEST COUNTRY (LIAM WATSON),WEST COUNTRY (Liam Watson),Majestic Moment,False,NR,UR,Majestic Moment (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,8:12,WEST COUNTRY (LIAM WATSON),WEST COUNTRY (Liam Watson),Blackmore Jack,False,M,9,Blackmore Jack (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,5:42,THE TIMES (ROB WRIGHT),THE TIMES (Rob Wright),Washington Singer,False,NR,PU,Washington Singer (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,6:12,THE TIMES (ROB WRIGHT),THE TIMES (Rob Wright),La Cadalora,False,W,1,La Cadalora (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,6:42,THE TIMES (ROB WRIGHT),THE TIMES (Rob Wright),Boys Of Wexford,False,NR,PU,Boys Of Wexford (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,7:12,THE TIMES (ROB WRIGHT),THE TIMES (Rob Wright),Answer That,False,M,6,Answer That (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,7:42,THE TIMES (ROB WRIGHT),THE TIMES (Rob Wright),Known Warrior,False,M,5,Known Warrior (FR),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,8:12,THE TIMES (ROB WRIGHT),THE TIMES (Rob Wright),Major Dino,False,P,3,Major Dino (FR),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,5:42,TELEGRAPH (MARLBOROUGH),TELEGRAPH (Marlborough),Herbygoesbananas,False,P,3,Herbygoesbananas (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,6:12,TELEGRAPH (MARLBOROUGH),TELEGRAPH (Marlborough),Tetsworth,False,M,7,Tetsworth (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,6:42,TELEGRAPH (MARLBOROUGH),TELEGRAPH (Marlborough),Boys Of Wexford,False,NR,PU,Boys Of Wexford (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,7:12,TELEGRAPH (MARLBOROUGH),TELEGRAPH (Marlborough),Anthracite,False,NR,PU,Anthracite (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,7:42,TELEGRAPH (MARLBOROUGH),TELEGRAPH (Marlborough),I Shut That d'Or,False,P,3,I Shut That d'Or (FR),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,8:12,TELEGRAPH (MARLBOROUGH),TELEGRAPH (Marlborough),Major Dino,False,P,3,Major Dino (FR),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,5:42,THE GUARDIAN,THE GUARDIAN,Washington Singer,False,NR,PU,Washington Singer (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,6:12,THE GUARDIAN,THE GUARDIAN,La Cadalora,False,W,1,La Cadalora (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,6:42,THE GUARDIAN,THE GUARDIAN,Land Girl's Luck,False,NR,UR,Land Girl's Luck (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,7:12,THE GUARDIAN,THE GUARDIAN,Rapid Mission,False,M,,,True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,7:42,THE GUARDIAN,THE GUARDIAN,Majestic Moment,False,NR,UR,Majestic Moment (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,8:12,THE GUARDIAN,THE GUARDIAN,Major Dino,False,P,3,Major Dino (FR),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,5:42,DAILY MAIL (ROBIN GOODFELLOW),DAILY MAIL (Robin Goodfellow),Washington Singer,False,NR,PU,Washington Singer (GB),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,6:12,DAILY MAIL (ROBIN GOODFELLOW),DAILY MAIL (Robin Goodfellow),Cockney Cleopatra,False,NR,PU,Cockney Cleopatra (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,6:42,DAILY MAIL (ROBIN GOODFELLOW),DAILY MAIL (Robin Goodfellow),Anytrixwilldo,False,M,6,Anytrixwilldo (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,7:12,DAILY MAIL (ROBIN GOODFELLOW),DAILY MAIL (Robin Goodfellow),Rapid Mission,False,M,,,True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,7:42,DAILY MAIL (ROBIN GOODFELLOW),DAILY MAIL (Robin Goodfellow),Majestic Moment,False,NR,UR,Majestic Moment (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,8:12,DAILY MAIL (ROBIN GOODFELLOW),DAILY MAIL (Robin Goodfellow),Knight Crossing,False,P,2,Knight Crossing (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,5:42,D EXPRESS (MELISSA JONES),D EXPRESS (Melissa Jones),Hillsin,False,NR,PU,Hillsin (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,6:12,D EXPRESS (MELISSA JONES),D EXPRESS (Melissa Jones),Flash Man,False,P,2,Flash Man (FR),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,6:42,D EXPRESS (MELISSA JONES),D EXPRESS (Melissa Jones),Drumheller,False,NR,PU,Drumheller (IRE),True,data\results_2026_05_06.json,industry_selections_file
2026-05-06,Fontwell,7:12,D EXPRESS (MELISSA JONES),D EXPRESS (Melissa Jones),Answer That,False,M,6,Answer That (IRE),True,data\results_2026_05_06.json,industry_selections_file
