race_id,course,date,off_time,reason,candidates
rp_LEI_20260608_2.00,Leicester,2026-06-08,2.00,NO_LOCAL_RESULT_FILE_MATCH,0
rp_LEI_20260608_3.00,Leicester,2026-06-08,3.00,NO_LOCAL_RESULT_FILE_MATCH,0
rp_LEI_20260608_3.30,Leicester,2026-06-08,3.30,NO_LOCAL_RESULT_FILE_MATCH,0
rp_LEI_20260608_4.00,Leicester,2026-06-08,4.00,NO_LOCAL_RESULT_FILE_MATCH,0
rp_LEI_20260608_4.35,Leicester,2026-06-08,4.35,NO_LOCAL_RESULT_FILE_MATCH,0
rp_LEI_20260608_5.10,Leicester,2026-06-08,5.10,NO_LOCAL_RESULT_FILE_MATCH,0
rp_PON_20260608_6.30,Pontefract,2026-06-08,6.30,NO_LOCAL_RESULT_FILE_MATCH,0
rp_PON_20260608_7.00,Pontefract,2026-06-08,7.00,NO_LOCAL_RESULT_FILE_MATCH,0
rp_PON_20260608_7.30,Pontefract,2026-06-08,7.30,NO_LOCAL_RESULT_FILE_MATCH,0
rp_PON_20260608_8.00,Pontefract,2026-06-08,8.00,NO_LOCAL_RESULT_FILE_MATCH,0
rp_PON_20260608_8.30,Pontefract,2026-06-08,8.30,NO_LOCAL_RESULT_FILE_MATCH,0
rp_PON_20260608_9.00,Pontefract,2026-06-08,9.00,NO_LOCAL_RESULT_FILE_MATCH,0
rp_ROS_20260608_4.43,Roscommon,2026-06-08,4.43,NO_LOCAL_RESULT_FILE_MATCH,0
rp_ROS_20260608_5.18,Roscommon,2026-06-08,5.18,NO_LOCAL_RESULT_FILE_MATCH,0
rp_ROS_20260608_5.48,Roscommon,2026-06-08,5.48,NO_LOCAL_RESULT_FILE_MATCH,0
rp_ROS_20260608_6.18,Roscommon,2026-06-08,6.18,NO_LOCAL_RESULT_FILE_MATCH,0
rp_ROS_20260608_6.48,Roscommon,2026-06-08,6.48,NO_LOCAL_RESULT_FILE_MATCH,0
rp_ROS_20260608_7.18,Roscommon,2026-06-08,7.18,NO_LOCAL_RESULT_FILE_MATCH,0
rp_ROS_20260608_7.48,Roscommon,2026-06-08,7.48,NO_LOCAL_RESULT_FILE_MATCH,0
rp_ROS_20260608_8.18,Roscommon,2026-06-08,8.18,NO_LOCAL_RESULT_FILE_MATCH,0
rp_WIN_20260608_5.04,Windsor,2026-06-08,5.04,NO_LOCAL_RESULT_FILE_MATCH,0
rp_WIN_20260608_5.39,Windsor,2026-06-08,5.39,NO_LOCAL_RESULT_FILE_MATCH,0
rp_WIN_20260608_6.09,Windsor,2026-06-08,6.09,NO_LOCAL_RESULT_FILE_MATCH,0
rp_WIN_20260608_7.09,Windsor,2026-06-08,7.09,NO_LOCAL_RESULT_FILE_MATCH,0
rp_WIN_20260608_7.39,Windsor,2026-06-08,7.39,NO_LOCAL_RESULT_FILE_MATCH,0
rp_WIN_20260608_8.09,Windsor,2026-06-08,8.09,NO_LOCAL_RESULT_FILE_MATCH,0
rp_WIN_20260608_8.39,Windsor,2026-06-08,8.39,NO_LOCAL_RESULT_FILE_MATCH,0
rp_BRIGHTON_20260609_6.21,BRIGHTON,2026-06-09,6.21,NO_LOCAL_RESULT_FILE_MATCH,0
rp_BRIGHTON_20260609_6.51,BRIGHTON,2026-06-09,6.51,NO_LOCAL_RESULT_FILE_MATCH,0
rp_BRIGHTON_20260609_7.21,BRIGHTON,2026-06-09,7.21,NO_LOCAL_RESULT_FILE_MATCH,0
rp_BRIGHTON_20260609_7.51,BRIGHTON,2026-06-09,7.51,NO_LOCAL_RESULT_FILE_MATCH,0
rp_BRIGHTON_20260609_8.21,BRIGHTON,2026-06-09,8.21,NO_LOCAL_RESULT_FILE_MATCH,0
rp_BRIGHTON_20260609_8.51,BRIGHTON,2026-06-09,8.51,NO_LOCAL_RESULT_FILE_MATCH,0
rp_CARLISLE_20260609_6.12,CARLISLE,2026-06-09,6.12,NO_LOCAL_RESULT_FILE_MATCH,0
rp_CARLISLE_20260609_6.42,CARLISLE,2026-06-09,6.42,NO_LOCAL_RESULT_FILE_MATCH,0
rp_CARLISLE_20260609_7.12,CARLISLE,2026-06-09,7.12,NO_LOCAL_RESULT_FILE_MATCH,0
rp_CARLISLE_20260609_7.42,CARLISLE,2026-06-09,7.42,NO_LOCAL_RESULT_FILE_MATCH,0
rp_CARLISLE_20260609_8.12,CARLISLE,2026-06-09,8.12,NO_LOCAL_RESULT_FILE_MATCH,0
rp_CARLISLE_20260609_8.42,CARLISLE,2026-06-09,8.42,NO_LOCAL_RESULT_FILE_MATCH,0
rp_SALISBURY_20260609_2.18,SALISBURY,2026-06-09,2.18,NO_LOCAL_RESULT_FILE_MATCH,0
rp_SALISBURY_20260609_2.48,SALISBURY,2026-06-09,2.48,NO_LOCAL_RESULT_FILE_MATCH,0
rp_SALISBURY_20260609_3.18,SALISBURY,2026-06-09,3.18,NO_LOCAL_RESULT_FILE_MATCH,0
rp_SALISBURY_20260609_3.48,SALISBURY,2026-06-09,3.48,NO_LOCAL_RESULT_FILE_MATCH,0
rp_SALISBURY_20260609_4.18,SALISBURY,2026-06-09,4.18,NO_LOCAL_RESULT_FILE_MATCH,0
rp_SALISBURY_20260609_4.53,SALISBURY,2026-06-09,4.53,NO_LOCAL_RESULT_FILE_MATCH,0
rp_SALISBURY_20260609_5.28,SALISBURY,2026-06-09,5.28,NO_LOCAL_RESULT_FILE_MATCH,0
rp_SLIGO_20260609_5.20,SLIGO,2026-06-09,5.20,NO_LOCAL_RESULT_FILE_MATCH,0
rp_SLIGO_20260609_5.55,SLIGO,2026-06-09,5.55,NO_LOCAL_RESULT_FILE_MATCH,0
rp_SLIGO_20260609_6.30,SLIGO,2026-06-09,6.30,NO_LOCAL_RESULT_FILE_MATCH,0
rp_SLIGO_20260609_7.00,SLIGO,2026-06-09,7.00,NO_LOCAL_RESULT_FILE_MATCH,0
rp_SLIGO_20260609_7.30,SLIGO,2026-06-09,7.30,NO_LOCAL_RESULT_FILE_MATCH,0
rp_SLIGO_20260609_8.00,SLIGO,2026-06-09,8.00,NO_LOCAL_RESULT_FILE_MATCH,0
rp_SLIGO_20260609_8.30,SLIGO,2026-06-09,8.30,NO_LOCAL_RESULT_FILE_MATCH,0
rp_SOUTHWELL_20260609_2.30,SOUTHWELL,2026-06-09,2.30,NO_LOCAL_RESULT_FILE_MATCH,0
rp_SOUTHWELL_20260609_3.00,SOUTHWELL,2026-06-09,3.00,NO_LOCAL_RESULT_FILE_MATCH,0
rp_SOUTHWELL_20260609_3.30,SOUTHWELL,2026-06-09,3.30,NO_LOCAL_RESULT_FILE_MATCH,0
rp_SOUTHWELL_20260609_4.00,SOUTHWELL,2026-06-09,4.00,NO_LOCAL_RESULT_FILE_MATCH,0
rp_SOUTHWELL_20260609_4.30,SOUTHWELL,2026-06-09,4.30,NO_LOCAL_RESULT_FILE_MATCH,0
rp_SOUTHWELL_20260609_5.05,SOUTHWELL,2026-06-09,5.05,NO_LOCAL_RESULT_FILE_MATCH,0
rp_SOUTHWELL_20260609_5.35,SOUTHWELL,2026-06-09,5.35,NO_LOCAL_RESULT_FILE_MATCH,0
rp_NBY_20260611_2.20,NBY,2026-06-11,2.20,NO_LOCAL_RESULT_FILE_MATCH,0
rp_NBY_20260611_2.55,NBY,2026-06-11,2.55,NO_LOCAL_RESULT_FILE_MATCH,0
rp_NBY_20260611_3.30,NBY,2026-06-11,3.30,NO_LOCAL_RESULT_FILE_MATCH,0
rp_NBY_20260611_4.05,NBY,2026-06-11,4.05,NO_LOCAL_RESULT_FILE_MATCH,0
rp_NBY_20260611_4.40,NBY,2026-06-11,4.40,NO_LOCAL_RESULT_FILE_MATCH,0
rp_NBY_20260611_5.15,NBY,2026-06-11,5.15,NO_LOCAL_RESULT_FILE_MATCH,0
921161,Ripon,2026-06-18,2.15,NO_LOCAL_RESULT_FILE_MATCH,0
