date,race_id,course,off_time,model_name,lane_name,source_path,source_field,sort_direction,rank,horse,horse_id,score,sp_dec,result_position,win,frame,policy_decision,stake_authorised,dashboard_visible,learning_class,tie_status,notes
2026-07-05,922291,Ayr,2.11,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,3,Woohoo,5410664,0.127288,4.5,2,False,True,NO_EDGE,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,922291,Ayr,2.11,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,1,Water Of Leith,3138941,0.133071,5.5,3,False,True,NO_EDGE,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922291,Ayr,2.11,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,2,Midnight Lir,5033147,0.126121,11.0,4,False,False,NO_EDGE,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922291,Ayr,2.11,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,3,Woohoo,5410664,0.121881,4.5,2,False,True,NO_EDGE,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922291,Ayr,2.11,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,1,Water Of Leith,3138941,0.562471,5.5,3,False,True,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922291,Ayr,2.11,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,2,Midnight Lir,5033147,0.561096,11.0,4,False,False,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922291,Ayr,2.11,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,3,Our Absent Friends,2996828,0.557953,3.5,7,False,False,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922291,Ayr,2.11,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),1,Water Of Leith,3138941,1.85,5.5,3,False,True,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922291,Ayr,2.11,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),2,Who Wants Me,6046646,1.3,4.0,1,True,True,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922291,Ayr,2.11,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),3,Woohoo,5410664,1.2,4.5,2,False,True,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922118,Market Rasen,2.20,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,1,Little Lady Rock,7618350,0.217898,41.0,1,True,True,NO_EDGE,False,True,MODEL_HIT_POLICY_BLOCKED,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,922118,Market Rasen,2.20,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,2,Way Maker,7753413,0.156355,1.83,3,False,True,NO_EDGE,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,922118,Market Rasen,2.20,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,3,Military Saint,7436503,0.140188,29.0,PU,False,False,LOW_DATA,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,922118,Market Rasen,2.20,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,1,Little Lady Rock,7618350,0.167947,41.0,1,True,True,NO_EDGE,False,False,MODEL_HIT_POLICY_BLOCKED,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922118,Market Rasen,2.20,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,2,Way Maker,7753413,0.160766,1.83,3,False,True,NO_EDGE,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922118,Market Rasen,2.20,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,3,Military Saint,7436503,0.122882,29.0,PU,False,False,LOW_DATA,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922118,Market Rasen,2.20,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,1,Way Maker,7753413,0.576332,1.83,3,False,True,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922118,Market Rasen,2.20,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,2,Little Lady Rock,7618350,0.570826,41.0,1,True,True,N/A (Lane C not policy-anchored),False,False,MODEL_HIT_POLICY_BLOCKED,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922118,Market Rasen,2.20,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,3,Brosna Town,5301550,0.564287,8.5,2,False,True,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922118,Market Rasen,2.20,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),1,Way Maker,7753413,2.95,1.83,3,False,True,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922118,Market Rasen,2.20,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),2,Little Lady Rock,7618350,2.9,41.0,1,True,True,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922118,Market Rasen,2.20,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),3,Rogue Impact,6278720,0.75,3.0,4,False,False,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,921921,Southwell (AW),2.32,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,1,Anthropologist,5776282,0.104535,6.5,4,False,False,SUPPRESS,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,921921,Southwell (AW),2.32,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,2,Onemorenomore,5051945,0.10171,4.0,3,False,True,SUPPRESS,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,921921,Southwell (AW),2.32,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,3,Jimmy Knocker,5668388,0.094527,34.0,5,False,False,LOW_DATA,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,921921,Southwell (AW),2.32,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,1,Onemorenomore,5051945,0.097711,4.0,3,False,True,SUPPRESS,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,921921,Southwell (AW),2.32,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,2,Anthropologist,5776282,0.093808,6.5,4,False,False,SUPPRESS,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,921921,Southwell (AW),2.32,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,3,Suhub,6265747,0.092509,15.0,10,False,False,SUPPRESS,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,921921,Southwell (AW),2.32,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,1,Wadacre Maestro,7583029,0.544777,13.0,2,False,True,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,921921,Southwell (AW),2.32,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,2,Jimmy Knocker,5668388,0.544222,34.0,5,False,False,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,921921,Southwell (AW),2.32,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,3,Onemorenomore,5051945,0.543605,4.0,3,False,True,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,921921,Southwell (AW),2.32,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),1,Anthropologist,5776282,1.85,6.5,4,False,False,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,921921,Southwell (AW),2.32,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),2,Onemorenomore,5051945,1.4,4.0,3,False,True,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,921921,Southwell (AW),2.32,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),3,Surprised,6345381,1.15,21.0,7,False,False,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922290,Ayr,2.41,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,1,Conciliate,9258986,0.210785,3.25,1,True,True,LOW_DATA,False,True,MODEL_HIT_POLICY_BLOCKED,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,922290,Ayr,2.41,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,2,Instant Force,9312924,0.209892,1.44,2,False,True,LOW_DATA,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,922290,Ayr,2.41,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,3,Trumpety Trump,9485657,0.209747,34.0,3,False,True,LOW_DATA,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,922290,Ayr,2.41,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,1,Influencer Man,9485658,0.194263,17.0,4,False,False,LOW_DATA,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922290,Ayr,2.41,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,2,Trumpety Trump,9485657,0.194263,34.0,3,False,True,LOW_DATA,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922290,Ayr,2.41,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,3,Instant Force,9312924,0.193856,1.44,2,False,True,LOW_DATA,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922290,Ayr,2.41,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,1,Conciliate,9258986,0.600508,3.25,1,True,True,N/A (Lane C not policy-anchored),False,False,MODEL_HIT_POLICY_BLOCKED,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922290,Ayr,2.41,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,2,Trumpety Trump,9485657,0.600508,34.0,3,False,True,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922290,Ayr,2.41,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,3,Instant Force,9312924,0.599595,1.44,2,False,True,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922290,Ayr,2.41,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),1,Instant Force,9312924,-1.0,1.44,2,False,True,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922290,Ayr,2.41,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),2,Conciliate,9258986,-1.0,3.25,1,True,True,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922290,Ayr,2.41,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),3,Influencer Man,9485658,-1.0,17.0,4,False,False,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922119,Market Rasen,2.50,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,1,Granny Hawkins,5073237,0.165471,5.0,3,False,True,NO_EDGE,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,922119,Market Rasen,2.50,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,2,Fidendum,5848874,0.127452,2.88,1,True,True,LOW_DATA,False,True,MODEL_HIT_POLICY_BLOCKED,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,922119,Market Rasen,2.50,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,3,Crown Of India,5218313,0.119996,8.0,2,False,True,LOW_DATA,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,922119,Market Rasen,2.50,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,1,Granny Hawkins,5073237,0.132125,5.0,3,False,True,NO_EDGE,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922119,Market Rasen,2.50,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,2,Fidendum,5848874,0.12813,2.88,1,True,True,LOW_DATA,False,False,MODEL_HIT_POLICY_BLOCKED,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922119,Market Rasen,2.50,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,3,Tilehurst,6578000,0.118678,4.5,5,False,False,LOW_DATA,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922119,Market Rasen,2.50,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,1,Crown Of India,5218313,0.563937,8.0,2,False,True,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922119,Market Rasen,2.50,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,2,Tilehurst,6578000,0.563277,4.5,5,False,False,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922119,Market Rasen,2.50,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,3,Kaikoura,5554968,0.562537,29.0,4,False,False,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,922119,Market Rasen,2.50,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),1,Granny Hawkins,5073237,3.75,5.0,3,False,True,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922119,Market Rasen,2.50,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),2,Crown Of India,5218313,-1.0,8.0,2,False,True,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922119,Market Rasen,2.50,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),3,Fidendum,5848874,-1.0,2.88,1,True,True,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,924344,Southwell (AW),3.05,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,1,Crystal Dagger,7847666,0.110596,34.0,8,False,False,SUPPRESS,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,924344,Southwell (AW),3.05,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,2,King Of Fury,5216517,0.110418,4.0,1,True,True,NO_EDGE,False,True,MODEL_HIT_POLICY_BLOCKED,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,924344,Southwell (AW),3.05,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,3,Blazing Son,3092712,0.104878,7.0,3,False,True,SUPPRESS,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,924344,Southwell (AW),3.05,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,1,Portman Blue,8693249,0.106886,12.0,6,False,False,SUPPRESS,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,924344,Southwell (AW),3.05,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,2,King Of Fury,5216517,0.10235,4.0,1,True,True,NO_EDGE,False,False,MODEL_HIT_POLICY_BLOCKED,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,924344,Southwell (AW),3.05,NEW_BUILD_LANE_B_MODEL,lane_b,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_b_top3.prob,descending,3,Crystal Dagger,7847666,0.096149,34.0,8,False,False,SUPPRESS,False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,924344,Southwell (AW),3.05,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,1,King Of Fury,5216517,0.549451,4.0,1,True,True,N/A (Lane C not policy-anchored),False,False,MODEL_HIT_POLICY_BLOCKED,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,924344,Southwell (AW),3.05,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,2,Blazing Son,3092712,0.548144,7.0,3,False,True,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,924344,Southwell (AW),3.05,NEW_BUILD_LANE_C_MODEL,lane_c,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_c_top3.prob,descending,3,Crystal Dagger,7847666,0.547384,34.0,8,False,False,N/A (Lane C not policy-anchored),False,False,MODEL_MISS,N/A,Not served by the live dashboard -- present only in this local readiness file.
2026-07-05,924344,Southwell (AW),3.05,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),1,Pickersgill,6287950,1.6,5.5,2,False,True,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,924344,Southwell (AW),3.05,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),2,Shamacid,5884252,1.3,8.0,5,False,False,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,924344,Southwell (AW),3.05,PASSPORT_STRENGTH_SCORE_PROXY,proxy_not_a_model,data/new_build/current_cards/current_card_passport_feed_2026_07_05.jsonl,passport_strength_score,descending (imposed; field has no native sort semantics),3,Blazing Son,3092712,1.15,7.0,3,False,True,"N/A (feature input, not a model with a policy layer)",False,False,PROXY_NOT_A_MODEL_CLAIM,N/A,"This is a feature-engineering input INTO Lane A/B/C, not their output. Never cite as New Build's result."
2026-07-05,922289,Ayr,3.15,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,1,Altareq,7390860,0.105769,3.25,1,True,True,SUPPRESS,False,True,MODEL_HIT_POLICY_BLOCKED,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
2026-07-05,922289,Ayr,3.15,NEW_BUILD_LANE_A_MODEL,lane_a,data/new_build/reports/two_lane_readiness_2026_07_05.json,race_day_scorecards[].lane_a_top3.prob,descending,2,Kokanee,6679883,0.105349,4.33,8,False,False,SUPPRESS,False,True,MODEL_MISS,N/A,Dashboard-visible via new_build_top3 (server reads lane_a_top3 only).
