race_id,course,off_time,specialist,signal_type,predicted_horse,horse_id,score,actual_winner,hit,final_sp,timing_safety,source_artifact
923101,Lingfield,7.50,PLACE_MODEL,calibrated_model,Real Gold,8058105,0.9973,Sunlit Sea,False,4.5,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923101,Lingfield,7.50,LONGSHOT_MODEL,calibrated_model,Real Gold,8058105,0.1755,Sunlit Sea,False,4.5,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923101,Lingfield,7.50,IMPROVEMENT_MODEL,specialist_score,Real Gold,8058105,0.0385,Sunlit Sea,False,4.5,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923101,Lingfield,7.50,MARKET_DECEPTION_MODEL,specialist_score,Real Gold,8058105,0.2206,Sunlit Sea,False,4.5,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
923101,Lingfield,7.50,RPDC_LEADER,heuristic,Real Gold,8058105,0.8,Sunlit Sea,False,4.5,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922986,Uttoxeter,2.18,PLACE_MODEL,calibrated_model,Jessie Jump Jet,5798854,0.6534,Fine Thing,False,5.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922986,Uttoxeter,2.18,LONGSHOT_MODEL,calibrated_model,Fine Thing,7404531,0.0351,Fine Thing,True,2.88,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922986,Uttoxeter,2.18,IMPROVEMENT_MODEL,specialist_score,Fine Thing,7404531,0.0837,Fine Thing,True,2.88,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922986,Uttoxeter,2.18,MARKET_DECEPTION_MODEL,specialist_score,Fine Thing,7404531,0.1407,Fine Thing,True,2.88,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922986,Uttoxeter,2.18,RPDC_LEADER,heuristic,Fine Thing,7404531,4.3,Fine Thing,True,2.88,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922990,Uttoxeter,2.48,PLACE_MODEL,calibrated_model,Lady Fortune,6032353,0.4254,Lady Fortune,True,11.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922990,Uttoxeter,2.48,LONGSHOT_MODEL,calibrated_model,Lady Fortune,6032353,0.0752,Lady Fortune,True,11.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922990,Uttoxeter,2.48,IMPROVEMENT_MODEL,specialist_score,Granny B,4274042,0.0953,Lady Fortune,False,19.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922990,Uttoxeter,2.48,MARKET_DECEPTION_MODEL,specialist_score,Lady Fortune,6032353,0.0294,Lady Fortune,True,11.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922990,Uttoxeter,2.48,RPDC_LEADER,heuristic,Lady Fortune,6032353,2.5,Lady Fortune,True,11.0,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922985,Uttoxeter,3.18,PLACE_MODEL,calibrated_model,Samuel Spade,3787100,0.9974,Sunray Shadow,False,3.5,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922985,Uttoxeter,3.18,LONGSHOT_MODEL,calibrated_model,Samuel Spade,3787100,0.0588,Sunray Shadow,False,3.5,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922985,Uttoxeter,3.18,IMPROVEMENT_MODEL,specialist_score,Samuel Spade,3787100,0.0266,Sunray Shadow,False,3.5,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922985,Uttoxeter,3.18,MARKET_DECEPTION_MODEL,specialist_score,Samuel Spade,3787100,0.1916,Sunray Shadow,False,3.5,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
922985,Uttoxeter,3.18,RPDC_LEADER,heuristic,Samuel Spade,3787100,1.2,Sunray Shadow,False,3.5,STRICT_PRE_RACE_PROVEN,"runner_snapshots (morning, immutable)"
