date,course,race_id,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,wgt,hg,time,sp,jockey,trainer,prize,or,rpr,ts,sire,dam,damsire,owner,comment
2015-04-26,Wetherby,622456,5:45,Casino At bet365 Handicap,Flat,Class 5,,0-70,4yo+,,1m1f,Good,10,6.0,4,8.0,6.75,0.5,Gala Casino Star (IRE),10,G,8-12,v,1:54.79,16/1,Jordan Nason,Lawrence Mullaney,312.65,68,62,–,Dr Fong (USA),Abir GB,Soviet Star,G B Racing Club,Soon tracking leaders - led over 3f out - headed 2f out - kept on same pace(op 25/1)
2015-04-26,Wetherby,622455,5:15,Bingo At bet365 Handicap,Flat,Class 6,,0-60,3yo,,1m,Good,10,9.0,10,11.0,25.75,11,Azamaara (IRE),3,F,9-4,,1:46.39,28/1,Jimmy Quinn,Conrad Allen,,57,–,–,Azamour (IRE),Causeway Queen (IRE),Giants Causeway,A Al Kathiri,Mid-division - ridden and lost place 4f out - well behind when eased closing stages(op 25/1)
2015-04-26,Wetherby,625371,3:05,bet365 EBF Stallions Maiden Stakes (Div II),Flat,Class 5,,,3yo+,,7f,Good,11,7.0,2,2.0,4.5,4.5,Fly With Emirates (IRE),3,C,8-12,,1:27.73,7/1,Matthew Lawson,Saeed bin Suroor,1251.25,–,72,–,Lawman (FR),Keriyka (IRE),Indian Ridge,Godolphin,Tracked leaders - took keen hold - outpaced over 3f out - 3rd over 1f out - stayed on to take 2nd last 75yds(op 6/1 tchd 11/2)
2015-04-26,Wetherby,625371,3:05,bet365 EBF Stallions Maiden Stakes (Div II),Flat,Class 5,,,3yo+,,7f,Good,11,8.0,3,8.0,7,2.5,Mickey Haller (IRE),3,C,9-1,,1:28.23,EvensF,Jimmy Fortune,Brian Meehan,625.3,–,65,–,Approve (IRE),Miss Assertive GB,Zafonic,Michael Buckley,Tracked leaders - took keen hold - effort over 3f out - kept on same pace final furlong(op 6/4 tchd 10/11)
2015-04-26,Wetherby,625371,3:05,bet365 EBF Stallions Maiden Stakes (Div II),Flat,Class 5,,,3yo+,,7f,Good,11,10.0,4,9.0,10.5,3.5,Mugharred (USA),3,C,9-1,,1:28.93,9/1,Paul Hanagan,B W Hills,312.65,–,56,–,Bernardini (USA),Wid (USA),Elusive Quality,Hamdan Al Maktoum,Took keen hold in mid-division - outpaced over 3f out - kept on final 2f(op 17/2 tchd 10/1)
2015-04-26,Wetherby,625371,3:05,bet365 EBF Stallions Maiden Stakes (Div II),Flat,Class 5,,,3yo+,,7f,Good,11,6.0,5,4.0,13,2.5,Caeser The Gaeser (IRE),3,G,9-1,,1:29.43,33/1,Jason Hart,Richard Guest,,–,49,–,Captain Rio (GB),Alchimie (IRE),Sri Pekan,David Aarons,Tracked leaders - took keen hold - ridden over 2f out - weakened over 1f out(op 25/1)
2015-04-26,Wetherby,625371,3:05,bet365 EBF Stallions Maiden Stakes (Div II),Flat,Class 5,,,3yo+,,7f,Good,11,4.0,9,11.0,20.25,1.5,Zruda (GB),4,F,9-9,,1:30.88,200/1,Raul Da Silva,David Thompson,,–,30,–,Observatory (USA),Pagan Princess GB,Mujtahid,K M Everitt,Went right start - always in rear
2015-04-26,Wetherby,625371,3:05,bet365 EBF Stallions Maiden Stakes (Div II),Flat,Class 5,,,3yo+,,7f,Good,11,5.0,7,3.0,17.75,4.5,Bond Mystery (GB),3,G,9-1,,1:30.38,33/1,Paul Quinn,Richard Whitaker,,–,37,–,Monsieur Bond (IRE),Scooby Dooby Do GB,Atraf,Paul Davies Hgte,In rear and soon driven along - never on terms(tchd 40/1)
2015-04-26,Wetherby,625371,3:05,bet365 EBF Stallions Maiden Stakes (Div II),Flat,Class 5,,,3yo+,,7f,Good,11,9.0,1,6.0,0,0,Mount Tahan (IRE),3,G,9-1,,1:26.83,3/1,Paul Mulrennan,Kevin Ryan,4204.85,–,83,–,Lope De Vega (IRE),Sorpresa (USA),Pleasant Tap,T A Rahman,Made all - driven over 3f out - forged clear last 150yds - readily(op 5/2)
2015-04-26,Wetherby,622456,5:45,Casino At bet365 Handicap,Flat,Class 5,,0-70,4yo+,,1m1f,Good,10,5.0,5,1.0,8,1.25,Frontline Phantom (IRE),8,G,8-10,,1:55.04,11/2,Peter Sword,K R Burke,,68,59,–,Noverre (USA),Daisy Hill GB,Indian Ridge,Ontoawinner Mrs E Burke,Tracked leaders - not clear run on inner 3f out - switched right over 1f out - kept on(op 15/2 tchd 8/1)
2015-04-26,Wetherby,622456,5:45,Casino At bet365 Handicap,Flat,Class 5,,0-70,4yo+,,1m1f,Good,10,11.0,10,2.0,22,3.25,City Ground (USA),8,G,8-9,,1:57.84,12/1,Nathan Evans,Michael Easterby,,67,27,–,Orientate (USA),Magnet (USA),Seeking The Gold,Steve Hull,Led - headed over 3f out - weakened final 2f(op 14/1 tchd 16/1)
2015-04-26,Wetherby,625371,3:05,bet365 EBF Stallions Maiden Stakes (Div II),Flat,Class 5,,,3yo+,,7f,Good,11,1.0,11,1.0,39.25,16,Breughel (GER),4,G,9-11,,1:34.68,25/1,Jacob Butterfield,Ollie Pears,,–,–,–,Dutch Art (GB),Bezzaaf GB,Machiavellian,Charles Wentworth,Slowly into stride - in rear - behind final 3f - tailed off(tchd 33/1)
2015-04-26,Wetherby,622455,5:15,Bingo At bet365 Handicap,Flat,Class 6,,0-60,3yo,,1m,Good,10,7.0,8,3.0,13.5,1.5,Red Majesty (GB),3,G,9-3,,1:43.94,12/1,Shane Gray,Kevin Ryan,,59,34,–,Acclamation (GB),Red Shareef GB,Marju,Mubarak Al Naemi,Led 1f - chased leaders - lost place well over 1f out(op 10/1)
2015-04-26,Wetherby,622456,5:45,Casino At bet365 Handicap,Flat,Class 5,,0-70,4yo+,,1m1f,Good,10,3.0,8,5.0,18.5,3.25,Save The Bees (GB),7,G,9-4,,1:57.14,9/2,Daniel Tudhope,Declan Carroll,,69,37,–,Royal Applause (GB),Rock Concert GB,Bishop Of Cashel,Steve Ryan,With leaders - upsides over 3f out - lost place over 1f out(op 4/1 tchd 7/2 and tchd 5/1)
2015-04-26,Wetherby,622456,5:45,Casino At bet365 Handicap,Flat,Class 5,,0-70,4yo+,,1m1f,Good,10,4.0,9,9.0,18.75,0.3,Chocolate Diamond (IRE),4,G,9-4,,1:57.19,12/1,Graham Lee,Micky Hammond,,69,37,–,Intense Focus (USA),Sagemacca (IRE),Danehill Dancer,The Diamond Geezers,Held up in rear - never on terms(op 17/2)
2015-04-26,Wetherby,622452,3:35,bet365 Handicap,Flat,Class 4,,0-80,4yo+,,1m5f,Good,9,8.0,9,10.0,19.75,10,Istimraar (IRE),4,G,8-10,p,2:55.57,33/1,Garry Whillans,Philip Kirby,,75,54,–,Dansili (GB),Manayer (IRE),Sadlers Wells,Claudio Michael Grech,Chased leaders - driven over 3f out - lost place over 2f out - behind when eased closing stages(op 20/1)
2015-04-26,Wetherby,622456,5:45,Casino At bet365 Handicap,Flat,Class 5,,0-70,4yo+,,1m1f,Good,10,8.0,7,7.0,15.25,4.5,Broctune Papa Gio (GB),8,G,9-3,,1:56.49,25/1,David Nolan,Keith Reveley,,68,43,–,Tobougg (IRE),Fairlie GB,Halling,D Renton C Alessi D Young Reveley Farms,Chased leaders - effort over 2f out - weakened quickly last 150yds(op 22/1)
2015-04-26,Wetherby,622456,5:45,Casino At bet365 Handicap,Flat,Class 5,,0-70,4yo+,,1m1f,Good,10,2.0,6,10.0,10.75,2.75,The Osteopath (IRE),12,G,9-5,,1:55.59,20/1,Phillip Makin,John Davies,,70,55,–,Danehill Dancer (IRE),Miss Margate (IRE),Dont Forget Me,Kevin Kirkup,In rear - kept on final 2f - never a factor
2015-04-26,Wetherby,625371,3:05,bet365 EBF Stallions Maiden Stakes (Div II),Flat,Class 5,,,3yo+,,7f,Good,11,2.0,10,5.0,23.25,3,Dalby Spook (IRE),5,M,9-4,,1:31.48,100/1,Miss Emma Sayer,Dianne Sayer,,–,23,–,Jeremy (USA),Lamassu (IRE),Entrepreneur,Anthony White,Slowly into stride - always in rear
2015-04-27,Southwell (AW),622950,2:05,totepool Racings Biggest Supporter Maiden Fillies Stakes,Flat,Class 5,,,3yo+,F,1m,Standard,6,1.0,4,2.0,20.25,3.75,Guru Mac (GB),5,M,9-11,,1:49.27,66/1,Andrew Elliott,Neville Bycroft,216.45,–,38,–,Ishiguru (USA),Zacinta (USA),Hawkster,N Bycroft,Close up - pushed along halfway - ridden over 3f out and soon outpaced(op 100/1)
2015-04-27,Southwell (AW),622949,1:30,totepoolliveinfo.com Handicap,Flat,Class 5,,0-75,4yo+,,1m,Standard,8,3.0,2,7.0,0.5,0.5,Blazeofenchantment (USA),5,G,9-6,,1:43.89,20/1,Barry McHugh,John Wainwright,866.25,74,82,69,Officer (USA),Willow Rush (USA),Wild Rush,Frt Racing Club,In touch on outer - headway to chase leaders 3f out - effort to challenge 2f out - soon ridden - driven and edged left entering final furlong - kept on
2015-04-27,Southwell (AW),622950,2:05,totepool Racings Biggest Supporter Maiden Fillies Stakes,Flat,Class 5,,,3yo+,F,1m,Standard,6,3.0,2,1.0,4.5,4.5,Forbidden Love (GB),3,F,8-11,,1:46.12,6/1,Silvestre De Sousa,Simon Crisford,866.25,–,71,36,Dubawi (IRE),Indian Love Bird GB,Efisio,Mrs P Good,Soon led - pushed along over 3f out - soon ridden - headed just over 2f out - soon driven - kept on - no chance with winner(op 11/2 tchd 5/1)
2015-04-27,Southwell (AW),622950,2:05,totepool Racings Biggest Supporter Maiden Fillies Stakes,Flat,Class 5,,,3yo+,F,1m,Standard,6,5.0,1,5.0,0,0,La Dorotea (IRE),3,F,8-6,,1:45.22,30/100F,Jack Garritty,Richard Fahey,2911.05,95,81,50,Lope De Vega (IRE),Nawal (FR),Homme De Loi,Richard Fahey Ebor Racing Club Ltd,Close up on outer - challenged on bit 3f out - led just over 2f out - eased clear approaching final furlong - easily(op 4/11 tchd 4/9)
2015-04-27,Southwell (AW),622950,2:05,totepool Racings Biggest Supporter Maiden Fillies Stakes,Flat,Class 5,,,3yo+,F,1m,Standard,6,6.0,3,4.0,16.5,12,Nomenklatura (GB),3,F,8-11,,1:48.52,5/1,Adrian Nicholls,Mark Johnston,432.9,–,43,–,Archipenko (USA),Ninotchka (USA),Nijinsky,Miss K Rausing,Chased leaders - soon switched right towards outer - ridden along over 3f out - plugged on one pace
2015-04-27,Ayr,622936,2:25,Watch On The Racing UK App Handicap,Flat,Class 5,,0-70,4yo+,,6f,Good To Firm,14,2.0,8,4.0,6,0.75,Indego Blues (GB),6,G,9-6,,1:15.98,3/1F,Franny Norton,David Nicholls,,67,57,5,Indesatchel (IRE),Yanomami (USA),Slew OGold,Gaga Syndicate,Prominent - effort and ridden over 1f out - weakened inside final furlong(op 9/2)
2015-04-27,Southwell (AW),622949,1:30,totepoolliveinfo.com Handicap,Flat,Class 5,,0-75,4yo+,,1m,Standard,8,6.0,3,8.0,4,3.5,Royal Holiday (IRE),8,G,9-2,p,1:44.59,12/1,David Nolan,Marjorie Fife,432.9,70,70,54,Captain Rio (GB),Sunny Slope GB,Mujtahid,Mrs Marion Turner,Led - joined halfway and soon pushed along - ridden and headed just over 3f out - driven 2f out - kept on same pace(op 10/1)
2015-04-27,Southwell (AW),622949,1:30,totepoolliveinfo.com Handicap,Flat,Class 5,,0-75,4yo+,,1m,Standard,8,4.0,7,2.0,20.5,8,Playtothewhistle (GB),4,G,9-1,v,1:47.89,5/1,Adam Carter,Bryan Smart,,74,36,8,Sakhees Secret (GB),Prima Ballerina GB,Pivotal,B Smart,Towards rear - ridden along halfway - never a factor (jockey said gelding ran flat)(op 11/2 tchd 9/2)
2015-04-27,Southwell (AW),622949,1:30,totepoolliveinfo.com Handicap,Flat,Class 5,,0-75,4yo+,,1m,Standard,8,1.0,6,4.0,12.5,2,Al Muheer (IRE),10,G,9-0,b,1:46.29,8/1,Paddy Vaughan,Tom Dascombe,,75,55,33,Diktat (GB),Dominion Rose (USA),Spinning World,T Dascombe,In touch - ridden along 3f out - soon outpaced(op 9/1 tchd 12/1)
2015-04-27,Southwell (AW),622950,2:05,totepool Racings Biggest Supporter Maiden Fillies Stakes,Flat,Class 5,,,3yo+,F,1m,Standard,6,2.0,5,6.0,30.25,10,Crown Green (GB),3,F,8-6,,1:51.27,150/1,Gemma Tutty,Karen Tutty,,39,11,–,Royal Applause (GB),Grasshoppergreen (IRE),Barathea,Thoroughbred Homes Ltd,In touch - ridden along well over 3f out - soon outpaced(op 100/1)
2015-04-27,Southwell (AW),622951,2:40,Follow @totepool On Twitter Handicap,Flat,Class 6,,0-55,4yo+,,5f,Standard,9,8.0,1,8.0,0,0,Imjin River (IRE),8,G,8-12,t,1:1.59,13/2,Ben Curtis,William Stone,2587.6,45,54,39,Namid (GB),Lady Nasrana (FR),Al Nasr,Miss Caroline Scott,Quickly away - made all - ridden well over 1f out - edged left inside final furlong - kept on well towards finish(op 5/1)
2015-04-27,Southwell (AW),622949,1:30,totepoolliveinfo.com Handicap,Flat,Class 5,,0-75,4yo+,,1m,Standard,8,5.0,4,6.0,8.5,4.5,Moonlight Venture (GB),4,G,9-3,,1:45.49,5/1,Shane Gray,Kevin Ryan,216.45,74,64,44,Tobougg (IRE),Evening GB,Mark Of Esteem,Guy Reed Racing,Dwelt - soon chasing leaders - ridden along 3f out - driven 2f out - soon weakened(tchd 11/2)
2015-04-27,Southwell (AW),622949,1:30,totepoolliveinfo.com Handicap,Flat,Class 5,,0-75,4yo+,,1m,Standard,8,8.0,8,1.0,33.5,13,Dandarrell (GB),8,G,8-7,p,1:50.49,12/1,Silvestre De Sousa,Julie Camacho,,61,–,–,Makbul (GB),Dress Design (IRE),Brief Truce,Jocelyn Waller,Soon ridden along in rear - behind and outpaced from halfway - eased over 1f out (trainer's rep said gelding never travelled)
2015-04-27,Ayr,622941,5:05,Racing UKs Profits Returned To Racing Handicap,Flat,Class 6,,0-65,3yo,,1m2f,Good To Firm,8,2.0,4,4.0,12.5,7,Light Breaks (IRE),3,G,9-7,,2:13.26,6/4F,Luke Morris,Sir Mark Prescott Bt,168.35,60,43,37,Dylan Thomas (IRE),Anywaysmile (IRE),Indian Ridge,Moyglare Stud Farms Ltd,In touch - ridden after 3f - hard ridden and outpaced over 3f out - some headway and edged left over 1f out - never able to challenge (jockey said gelding never travelled)(op 2/1)
2015-04-27,Ayr,622940,4:35,Spring Promotion At Western House Hotel Handicap,Flat,Class 5,,0-70,4yo+,,1m2f,Good To Firm,7,3.0,7,6.0,14.25,4,New Colours (GB),4,G,9-4,,2:13.03,14/1,Tom Eaves,Linda Perratt,,67,45,25,Verglas (IRE),Briery (IRE),Salse,Ken Mcgarrity,Held up - ridden and outpaced over 2f out - soon beaten(op 11/1)
2015-04-27,Ayr,622941,5:05,Racing UKs Profits Returned To Racing Handicap,Flat,Class 6,,0-65,3yo,,1m2f,Good To Firm,8,6.0,7,6.0,21.25,4.5,Racing Spirit (GB),3,G,9-0,,2:15.01,15/2,Ian Brennan,John Quinn,,53,19,12,Sir Percy (GB),Suertuda GB,Domedriver,Carl Hinchy,Slowly into stride - held up - ridden and edged left well over 2f out - soon beaten(op 13/2 tchd 8/1)
2015-04-27,Ayr,622941,5:05,Racing UKs Profits Returned To Racing Handicap,Flat,Class 6,,0-65,3yo,,1m2f,Good To Firm,8,4.0,5,8.0,13.5,1,Frosty Flyer (FR),3,G,9-6,,2:13.46,11/1,Tony Hamilton,Richard Fahey,,59,40,34,Silver Frost (IRE),Perruche Grise (FR),Mark Of Esteem,Mr And Mrs J D Cotton,Chased leaders - effort and ridden over 2f out - weakened approaching final furlong(op 12/1)
2015-04-27,Southwell (AW),622954,4:15,Like totepool On Facebook Fillies Handicap,Flat,Class 5,,0-60,4yo+,F,1m4f,Standard,6,1.0,4,6.0,21.5,9,Newgate Queen (GB),4,F,9-7,,2:49.24,9/2,Barry McHugh,Tony Coyle,216.45,60,33,–,Phoenix Reach (IRE),Arctic Queen GB,Linamix,W P S Johnson,Tracked leading pair - pushed along 5f out - ridden along over 4f out - soon outpaced(op 6/1 tchd 4/1)
2015-04-27,Ayr,622941,5:05,Racing UKs Profits Returned To Racing Handicap,Flat,Class 6,,0-65,3yo,,1m2f,Good To Firm,8,8.0,3,1.0,5.5,5,Moon Arc (IRE),3,G,8-11,b,2:11.86,10/1,Graham Lee,Keith Dalgleish,336.7,50,47,41,Arcano (IRE),Moon Unit (IRE),Intikhab,Johnny Higgins,Took keen hold - made most until ridden and headed entering final furlong - soon outpaced(tchd 11/1)
2015-04-27,Ayr,622941,5:05,Racing UKs Profits Returned To Racing Handicap,Flat,Class 6,,0-65,3yo,,1m2f,Good To Firm,8,9.0,2,3.0,0.5,0.5,Seraffimo (GB),3,G,8-3,,2:10.86,33/1,Joey Haynes,Sharon Watt,673.75,45,52,46,Monsieur Bond (IRE),Hula Ballew GB,Weldnaas,Major E J Watt,Chased leaders - went second over 3f out - soon ridden - headway to dispute lead entering final furlong - kept on - held near finish(tchd 40/1)
2015-04-27,Ayr,622941,5:05,Racing UKs Profits Returned To Racing Handicap,Flat,Class 6,,0-65,3yo,,1m2f,Good To Firm,8,3.0,1,9.0,0,0,Chilworth Bells (GB),3,G,9-7,,2:10.76,4/1,Phillip Makin,David Barron,2264.15,60,68,62,Sixties Icon (GB),Five Bells (IRE),Rock Of Gibraltar,Mrs D Dalby,Slowly into stride - held up - smooth headway on outside 3f out - ridden to lead entering final furlong - kept on well towards finish(op 3/1)
2015-04-27,Ayr,622940,4:35,Spring Promotion At Western House Hotel Handicap,Flat,Class 5,,0-70,4yo+,,1m2f,Good To Firm,7,7.0,6,9.0,10.25,0.75,Elizabeth Coffee (IRE),7,M,8-9,h,2:12.23,20/1,Luke Morris,John Weymes,,58,44,24,Byron (GB),Queens Wharf (IRE),Ela-Mana-Mou,Highmoor Racing 4 Tag Racing,Took keen hold - in touch - ridden over 2f out - weakened over 1f out(op 16/1)
2015-04-27,Ayr,622940,4:35,Spring Promotion At Western House Hotel Handicap,Flat,Class 5,,0-70,4yo+,,1m2f,Good To Firm,7,10.0,5,7.0,9.5,5,Cookie Ring (IRE),4,G,8-4,t,2:12.08,11/1,Neil Farley,Patrick Holmes,,56,43,24,Moss Vale (IRE),Talah GB,Danehill,Mrs Ailsa Stirling,Slowly into stride - held up - steady headway 3f out - ridden and edged left 2f out - soon outpaced(op 12/1 tchd 10/1)
2015-04-27,Ayr,622940,4:35,Spring Promotion At Western House Hotel Handicap,Flat,Class 5,,0-70,4yo+,,1m2f,Good To Firm,7,1.0,4,1.0,4.5,3.5,Argaki (IRE),5,G,9-7,,2:11.08,11/4,Graham Lee,Keith Dalgleish,240.5,70,67,48,Strategic Prince (GB),Amathusia GB,Selkirk,D G Savala,Tracked leaders - ridden over 2f out - kept on same pace approaching final furlong
2015-04-27,Ayr,622940,4:35,Spring Promotion At Western House Hotel Handicap,Flat,Class 5,,0-70,4yo+,,1m2f,Good To Firm,7,2.0,2,3.0,0.3,0.3,Silver Duke (IRE),4,G,9-7,,2:10.24,5/2F,Fergal Lynch,Jim Goldie,962.5,70,76,57,Papal Bull (GB),Dumaanis Dream (USA),Dumaani,Mac Asphalt Ltd,Took keen hold - held up in touch - effort and headway over 1f out - chased winner last 100yds - kept on finish(op 3/1)
2015-04-27,Southwell (AW),622950,2:05,totepool Racings Biggest Supporter Maiden Fillies Stakes,Flat,Class 5,,,3yo+,F,1m,Standard,6,4.0,6,3.0,43.25,13,Goneinaminute (GB),3,F,8-11,,1:53.87,25/1,Barry McHugh,Tony Coyle,,–,–,–,Bushranger (IRE),Nevada Princess (IRE),Desert Prince,Tony Coyle,Pushed along in rear - ridden and outpaced from halfway - soon behind(op 33/1)
2015-04-27,Ayr,622940,4:35,Spring Promotion At Western House Hotel Handicap,Flat,Class 5,,0-70,4yo+,,1m2f,Good To Firm,7,4.0,3,10.0,1,0.75,Remember Rocky (GB),6,G,8-8,p,2:10.38,15/2,Kevin Lundie,Lucy Normile,481,64,68,49,Haafhd (GB),Flower Market GB,Cadeaux Genereux,Byrne Racing,Pressed leader - driven and every chance over 1f out - lost second last 100yds - kept on same pace(op 7/1)
2015-04-27,Southwell (AW),622949,1:30,totepoolliveinfo.com Handicap,Flat,Class 5,,0-75,4yo+,,1m,Standard,8,2.0,1,5.0,0,0,Marciano I (IRE),5,G,9-0,p,1:43.79,13/8F,Jane Elliott,Michael Appleby,2911.05,75,84,72,Pivotal (GB),Kitty Matcham (IRE),Rock Of Gibraltar,Formulated Polymer Products Ltd,Soon tracking leader - close up halfway - led over 3f out - joined 2f out and soon ridden - stayed on well final furlong (trainer said - regarding apparent improvement in form - that the gelding benefited from a return to Fibresand and the re-application of cheekpieces)(op 15/8 tchd 2/1)
2015-04-27,Southwell (AW),622951,2:40,Follow @totepool On Twitter Handicap,Flat,Class 6,,0-55,4yo+,,5f,Standard,9,3.0,3,6.0,1,0.1,Kuanyao (IRE),9,G,9-0,eb,1:1.79,12/1,Ann Stokell,Ann Stokell,384.8,52,57,41,American Post (GB),Nullarbor GB,Green Desert,Geoff Pacey,Chased winner - ridden along well over 1f out - chance entering final furlong - soon driven and kept on same pace(tchd 14/1)
2015-04-27,Southwell (AW),622951,2:40,Follow @totepool On Twitter Handicap,Flat,Class 6,,0-55,4yo+,,5f,Standard,9,6.0,4,7.0,2.5,1.5,College Doll (GB),6,M,9-3,t,1:2.09,6/1,Adam Beschizza,Christine Dunnett,192.4,50,49,33,Piccolo (GB),Southwarknewsflash GB,Danetime,P D West A S Machin C A Dunnett,Dwelt and towards rear - ridden along 2f out - stayed on approaching final furlong - nearest finish(op 8/1)
2015-04-27,Ayr,622939,4:05,Conference And Events At Ayr Racecourse Handicap,Flat,Class 6,,0-65,4yo+,,1m,Good To Firm,7,4.0,7,4.0,14.25,6,Novalist (GB),7,G,9-4,b,1:44.66,4/1J,Paul Mulrennan,Rebecca Bastiman,,61,34,20,Avonbridge (GB),Malelane (IRE),Prince Sabo,E N Barber,Held up - pushed along on outside over 2f out - soon beaten (trainer's rep said gelding was unsuited by the good to firm ground)(op 7/2 tchd 9/2)
2015-04-27,Southwell (AW),622953,3:45,Visit mytotepool.com Handicap,Flat,Class 6,,0-60,3yo,,7f,Standard,6,4.0,2,3.0,10,10,Call Me Crockett (IRE),3,G,9-0,b,1:35.86,9/4F,Silvestre De Sousa,Richard Guest,770,53,35,–,Intense Focus (USA),Forest Storm (USA),Woodman,Mrs Alison Guest,Led - ridden along 3f out - headed 2f out - soon driven - wandered entering final furlong - plugged on - no chance with winner(op 3/1)
2015-04-27,Ayr,622940,4:35,Spring Promotion At Western House Hotel Handicap,Flat,Class 5,,0-70,4yo+,,1m2f,Good To Firm,7,5.0,1,5.0,0,0,Hydrant (GB),9,G,8-12,,2:10.18,3/1,Connor Beasley,Richard Guest,3234.5,61,68,49,Haafhd (GB),Spring GB,Sadlers Wells,C Hatch,Made all at modest gallop - ridden over 1f out - held on well final furlong (trainer's rep said - regarding apparent improvement in form - that the gelding was better suited by being able to dominate)(op 7/2)
2015-04-27,Southwell (AW),622955,4:45,Collect totepool Winnings At Betfred Shops Handicap,Flat,Class 5,,0-70,4yo+,,6f,Standard,6,7.0,3,7.0,2.25,1.25,Pull The Pin (IRE),6,G,8-13,tb,1:18.12,5/1,Cathy Gannon,Heather Dalton,432.9,60,64,43,Kheleyf (USA),Inscribed (IRE),Fasliyev,Stephen Arnold,Led - ridden along and joined well over 1f out - driven and hung right entering final furlong - headed and switched right last 120yds - kept on same pace towards finish (jockey said gelding hung right)(op 10/3)
2015-04-27,Southwell (AW),622955,4:45,Collect totepool Winnings At Betfred Shops Handicap,Flat,Class 5,,0-70,4yo+,,6f,Standard,6,2.0,2,5.0,1,1,Be Lucky (GB),5,M,9-5,,1:17.87,17/2,Liam Jones,Michael Easterby,866.25,66,74,54,Kyllachy (GB),Spritzeria GB,Bigstone,The Sangster Family M W Easterby,Tracked leaders - headway on outer over 2f out - ridden over 1f out - not much room entering final furlong - kept on well towards finish(op 10/1)
2015-04-27,Southwell (AW),622955,4:45,Collect totepool Winnings At Betfred Shops Handicap,Flat,Class 5,,0-70,4yo+,,6f,Standard,6,6.0,1,6.0,0,0,Misu Mac (GB),5,M,8-8,,1:17.67,2/1F,Joe Doyle,Neville Bycroft,2911.05,60,72,52,Misu Bond (IRE),Umbrian Gold (IRE),Perugino,Mrs C M Whatley,Tracked leading pair - smooth headway over 2f out - challenged over 1f out - ridden entering final furlong - soon edged left - led last 120yds - readily(op 9/4)
2015-04-27,Southwell (AW),622954,4:15,Like totepool On Facebook Fillies Handicap,Flat,Class 5,,0-60,4yo+,F,1m4f,Standard,6,2.0,6,3.0,63.5,14,Moon Over Rio (IRE),4,F,8-12,,2:57.64,3/1,Megan Nicholls,Ben Haslam,,58,–,–,Captain Rio (GB),Moonchild (GER),Acatenango,Blue Lion Racing Ix,In rear - pushed along 7f out - ridden along over 4f out - soon outpaced and behind (jockey said filly never travelled)(op 11/4)
2015-04-27,Southwell (AW),622954,4:15,Like totepool On Facebook Fillies Handicap,Flat,Class 5,,0-60,4yo+,F,1m4f,Standard,6,6.0,5,2.0,49.5,28,Belle Peinture (FR),4,F,8-4,,2:54.84,10/1,Joe Doyle,Alan Lockwood,,48,–,–,Peintre Celebre (USA),Grosgrain (USA),Diesis,Highgreen Partnership,Chased leaders on inner - pushed along before halfway - ridden along 5f out - soon lost place and behind(op 9/1)
2015-04-27,Southwell (AW),622954,4:15,Like totepool On Facebook Fillies Handicap,Flat,Class 5,,0-60,4yo+,F,1m4f,Standard,6,7.0,3,1.0,12.5,11,Felice (IRE),5,M,8-8,,2:47.44,25/1,Silvestre De Sousa,Scott Dixon,432.9,46,33,1,Papal Bull (GB),Tarabaya (IRE),Warning,P J Dixon Partners,Led - pushed along and joined 4f out - ridden and headed over 3f out - driven over 2f out - plugged on one pace(op 20/1)
2015-04-27,Southwell (AW),622954,4:15,Like totepool On Facebook Fillies Handicap,Flat,Class 5,,0-60,4yo+,F,1m4f,Standard,6,3.0,2,4.0,1.5,1.5,Cascadia (IRE),4,F,9-4,p,2:45.24,100/30,Richard Kingscote,Alison Hutchinson,866.25,57,62,31,Mujadil (USA),Tucum (IRE),Diktat,Miss A L Hutchinson,Held up towards rear - headway to track leaders halfway - pushed along and slightly outpaced 4f out - chased leading pair 3f out - soon ridden - chased winner 2f out - soon driven and kept on - nearest finish(op 5/2)
2015-04-27,Southwell (AW),622954,4:15,Like totepool On Facebook Fillies Handicap,Flat,Class 5,,0-60,4yo+,F,1m4f,Standard,6,4.0,1,7.0,0,0,Arsenale (GER),4,F,8-11,,2:44.94,11/4F,Alistair Rawlinson,Michael Appleby,2911.05,55,67,32,Nicaron (GER),Alte Rose (GER),Monsun,C L Bacon,Pushed along start and soon tracking leaders - headway on outer to chase leader over 7f out - led over 3f out - ridden clear 2f out - driven and wandered over 1f out - kept on
2015-04-27,Southwell (AW),622953,3:45,Visit mytotepool.com Handicap,Flat,Class 6,,0-60,3yo,,7f,Standard,6,2.0,6,2.0,25,6,Miss Excellence (GB),3,F,9-6,,1:38.86,13/2,Adrian Nicholls,Mark Johnston,,59,2,–,Exceed And Excel (AUS),Hunters Fortune (USA),Charismatic,Greenland Park Stud,Chased leaders on inner - ridden along 3f out - soon outpaced(op 6/1 tchd 7/1)
2015-04-27,Southwell (AW),622953,3:45,Visit mytotepool.com Handicap,Flat,Class 6,,0-60,3yo,,7f,Standard,6,6.0,5,5.0,19,1,Sparkling Sapphire (GB),3,F,8-7,p,1:37.66,9/2,Paul Quinn,Richard Whitaker,,46,5,–,Monsieur Bond (IRE),Velvet Band GB,Verglas,Nice Day Out Partnership,Close up - ridden along 3f out - driven 2f out - soon weakened(op 7/2)
