date,course,race_id,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,wgt,hg,time,sp,jockey,trainer,prize,or,rpr,ts,sire,dam,damsire,owner,comment
2015-05-03,Hamilton,623102,2:45,totepoolliveinfo.com Buttonhook Handicap,Flat,Class 3,,0-95,4yo+,,1m5f,Soft,11,8.0,5,1.0,16.75,6,Saptapadi (IRE),9,G,8-5,t,3:4.79,16/1,Ben Curtis,Brian Ellison,,78,65,34,Indian Ridge (IRE),Olympienne (IRE),Sadlers Wells,Koos Racing Club,Held up - ridden over 3f out - no impression from 2f out
2015-05-03,Hamilton,623102,2:45,totepoolliveinfo.com Buttonhook Handicap,Flat,Class 3,,0-95,4yo+,,1m5f,Soft,11,1.0,4,3.0,10.75,7,Esteaming (GB),5,G,9-7,,3:3.59,11/2,Graham Gibbons,David Barron,962,94,90,62,Sir Percy (GB),Night Over Day GB,Most Welcome,D E Cook,In touch - effort and close up over 3f out - ridden over 2f out - weakened over 1f out
2015-05-03,Hamilton,623102,2:45,totepoolliveinfo.com Buttonhook Handicap,Flat,Class 3,,0-95,4yo+,,1m5f,Soft,11,4.0,3,5.0,3.75,0.3,Notarised (GB),4,G,8-13,,3:2.19,6/1,Silvestre De Sousa,Mark Johnston,1924,86,92,68,Authorized (IRE),Caribbean Dancer (USA),Theatrical,Hugh Hart,Led - ridden along 3f out - headed inside final furlong - no extra - lost second close home(op 7/1)
2015-05-03,Hamilton,623102,2:45,totepoolliveinfo.com Buttonhook Handicap,Flat,Class 3,,0-95,4yo+,,1m5f,Soft,11,12.0,9,9.0,23.5,2.5,Clear Spell (IRE),4,G,8-2,,3:6.14,16/1,Duran Fentiman,Alistair Whillans,,75,51,16,Tamayuz (GB),Beat The Rain GB,Beat Hollow,Still Game Racing Syndicate,Held up - driven along over 3f out - beaten final 2f(tchd 14/1)
2015-05-03,Hamilton,623102,2:45,totepoolliveinfo.com Buttonhook Handicap,Flat,Class 3,,0-95,4yo+,,1m5f,Soft,11,10.0,2,6.0,3.5,3.5,Scrapper Smith (IRE),9,G,8-0,,3:2.14,16/1,Joey Haynes,Alistair Whillans,3850,76,82,59,Choisir (AUS),Lady Ounavarra (IRE),Simply Great,A C Whillans,Slowly into stride - held up - steady headway on outside over 4f out - ridden over 2f out - kept on final furlong - took second close home
2015-05-03,Hamilton,623102,2:45,totepoolliveinfo.com Buttonhook Handicap,Flat,Class 3,,0-95,4yo+,,1m5f,Soft,11,7.0,8,12.0,21,0.2,Aussie Andre (GB),4,G,8-7,,3:5.68,3/1F,Tom Eaves,Jeremy Noseda,,80,60,26,High Chaparral (IRE),Hana Dee GB,Cadeaux Genereux,The Lovat Family,Took keen hold early - in touch - headway and close up halfway - ridden and weakened over 2f out (trainer's rep said gelding was unsuited by the soft ground)(op 4/1 tchd 9/2 and 5/1 in a place)
2015-05-04,Beverley,623578,1:35,Barbara Dickson Beverley Folk Festival Handicap,Flat,Class 5,,0-75,3yo,,5f,Good,10,6.0,1,4.0,0,0,Stanghow (GB),3,C,8-12,,1:3.54,100/30F,Graham Lee,Mel Brittain,3234.5,66,73,44,Monsieur Bond (IRE),Melandre GB,Lujain,Mel Brittain,Held up towards rear - headway over 2f out - slightly hampered over 1f out - chasing leaders when soon switched right - stayed on well to lead near finish(op 3/1)
2015-05-04,Beverley,623577,1:00,Mayday Raceday Median Auction Maiden Stakes,Flat,Class 6,,,2yo,,5f,Good,11,5.0,1,5.0,0,0,Kings Mimic (IRE),2,G,9-5,,1:3.80,5/1,P J McDonald,Ann Duffield,2587.6,–,78,58,Bushranger (IRE),Annus Iucundus (IRE),Desert King,Icm Racing John Dance D Barker,Tracked leaders - led over 1f out - driven clear - readily(op 11/2 tchd 6/1)
2015-05-04,Beverley,623578,1:35,Barbara Dickson Beverley Folk Festival Handicap,Flat,Class 5,,0-75,3yo,,5f,Good,10,7.0,2,2.0,0.3,0.3,Soie DLeau (GB),3,G,8-11,,1:3.60,4/1,Tony Hamilton,Kristin Stubbs,962.5,65,71,42,Monsieur Bond (IRE),Silky Silence GB,High Chaparral,F A T J Partnership,With leader - led over 1f out - no extra and headed near finish(op 9/2)
2015-05-04,Beverley,623578,1:35,Barbara Dickson Beverley Folk Festival Handicap,Flat,Class 5,,0-75,3yo,,5f,Good,10,1.0,3,3.0,2.75,2.5,State Of The Union (IRE),3,C,9-7,t,1:4.09,6/1,Daniel Tudhope,David OMeara,481,75,72,40,Approve (IRE),First Lady (IRE),Indian Ridge,Middleham Park Racing Xxxviii,Tracked leaders - switched left over 1f out - kept on to take 3rd near finish(tchd 13/2)
2015-05-04,Beverley,623578,1:35,Barbara Dickson Beverley Folk Festival Handicap,Flat,Class 5,,0-75,3yo,,5f,Good,10,2.0,4,5.0,3.25,0.5,Horsforth (GB),3,F,9-7,,1:4.19,5/1,Barry McHugh,Tony Coyle,240.5,75,70,38,Kyllachy (GB),Lady McBeth (IRE),Avonbridge,Morecool Racing,Dwelt - soon pushed along in rear - headway over 2f out - chasing leaders when not much room on inner and rider dropped whip just inside final furlong - kept on same pace(op 11/2)
2015-05-04,Beverley,623579,2:10,Racing UK Handicap,Flat,Class 4,,0-80,4yo+,,1m2f,Good,8,6.0,2,1.0,6,6,Next Stop (GB),4,F,8-9,,2:4.55,8/1,Joe Fanning,David Nicholls,1443.75,67,72,60,Rail Link (GB),Reaching Ahead (USA),Mizzen Mast,S Hussey,Tracked leaders - driven over 3f out - 2nd over 1f out - kept on same pace(tchd 17/2)
2015-05-04,Beverley,623578,1:35,Barbara Dickson Beverley Folk Festival Handicap,Flat,Class 5,,0-75,3yo,,5f,Good,10,8.0,8,8.0,12.5,1.75,Pacos Sunshine (IRE),3,F,8-10,h,1:6.04,11/1,Jason Hart,Brian Ellison,,64,26,–,Paco Boy (IRE),Nuage Irise GB,Rainbow Quest,Cpm Group Limited,Mid-division on outer - driven over 2f out - soon weakened(op 8/1)
2015-05-04,Beverley,623578,1:35,Barbara Dickson Beverley Folk Festival Handicap,Flat,Class 5,,0-75,3yo,,5f,Good,10,9.0,6,1.0,7.25,3.75,Grenade (GB),3,G,8-6,,1:4.99,18/1,Neil Farley,Patrick Holmes,,63,44,10,Paco Boy (IRE),Amira GB,Efisio,Fpr Yorkshire Syndicate,Mid-division - driven and lost place over 3f out - headway over 2f out - one pace when hampered 1f out(op 20/1 tchd 25/1)
2015-05-04,Beverley,623578,1:35,Barbara Dickson Beverley Folk Festival Handicap,Flat,Class 5,,0-75,3yo,,5f,Good,10,5.0,9,7.0,19.5,7,Charlie Lad (GB),3,G,9-2,,1:7.44,8/1,Robert Winston,Ollie Pears,,70,7,–,Myboycharlie (IRE),Night Owl GB,Night Shift,S A Mares,With leaders - weakening when hampered over 1f out - behind when eased closing stages
2015-05-04,Beverley,623577,1:00,Mayday Raceday Median Auction Maiden Stakes,Flat,Class 6,,,2yo,,5f,Good,11,7.0,11,10.0,21.5,2.75,Spirit Of Zebedee (IRE),2,C,9-5,,1:8.10,10/1,Phillip Makin,John Quinn,,–,–,–,Zebedee (GB),Sampers (IRE),Exceed And Excel,Malcolm Walker,Mid-division on outer - driven 3f out - lost place over 1f out(op 12/1 tchd 9/1)
2015-05-04,Beverley,623579,2:10,Racing UK Handicap,Flat,Class 4,,0-80,4yo+,,1m2f,Good,8,2.0,1,8.0,0,0,Libran (IRE),4,G,9-7,,2:3.35,7/1,Ben Curtis,Alan Swinbank,4851.75,79,96,84,Lawman (FR),True Crystal (IRE),Sadlers Wells,Mrs J Porter,Tracked leaders - led over 2f out - edged right - driven clear final furlong (trainer's rep said - regarding apparent improvement in form - that the gelding was suited by being ridden more prominently)(op 8/1)
2015-05-04,Beverley,623578,1:35,Barbara Dickson Beverley Folk Festival Handicap,Flat,Class 5,,0-75,3yo,,5f,Good,10,3.0,5,9.0,3.5,0.2,Crosse Fire (GB),3,G,9-5,p,1:4.28,20/1,Tom Eaves,Scott Dixon,,73,67,35,Monsieur Bond (IRE),Watersilk (IRE),Fasliyev,Chappell Cope Dixon,Led - edged right over 3f out - headed over 1f out - faded towards finish(op 18/1 tchd 22/1)
2015-05-04,Beverley,623578,1:35,Barbara Dickson Beverley Folk Festival Handicap,Flat,Class 5,,0-75,3yo,,5f,Good,10,10.0,10,6.0,20,0.5,Olympic Charm (GB),3,G,8-7,v,1:7.54,50/1,Paddy Mathers,Derek Shaw,,61,–,–,Invincible Spirit (IRE),Super Sleuth (IRE),Selkirk,Brian Johnson Northamptonshire,Chased leaders - lost place 2f out - edged right and eased when behind closing stages(op 40/1)
2015-05-04,Beverley,623578,1:35,Barbara Dickson Beverley Folk Festival Handicap,Flat,Class 5,,0-75,3yo,,5f,Good,10,4.0,7,10.0,10.75,3.5,Youcouldntmakeitup (IRE),3,F,9-2,h,1:5.69,9/1,David Allan,Tim Easterby,,70,38,3,Captain Rio (GB),Miss Donovan GB,Royal Applause,Reality Partnerships Iii,Switched right after 100yds - chased leaders on outer - driven over 2f out - lost place over 1f out(op 11/1)
2015-05-04,Beverley,623579,2:10,Racing UK Handicap,Flat,Class 4,,0-80,4yo+,,1m2f,Good,8,4.0,3,3.0,8,2,San Cassiano (IRE),8,G,9-1,,2:4.95,7/1,P J McDonald,Ruth Carr,721.5,73,74,62,Bertolini (USA),Celtic Silhouette (FR),Celtic Swing,S Jackson L Shaw Mrs R Carr,Led - quickened pace over 3f out - headed over 2f out - kept on one pace(op 9/1)
2015-05-04,Beverley,623577,1:00,Mayday Raceday Median Auction Maiden Stakes,Flat,Class 6,,,2yo,,5f,Good,11,11.0,3,4.0,3.5,0.75,Majestic Bond (GB),2,F,9-0,,1:4.50,5/2F,Barry McHugh,Geoff Oldroyd,384.8,–,60,39,Misu Bond (IRE),Bond Royale GB,Piccolo,Casino Royale Racing,Led over 1f - led over 2f out - headed over 1f out - kept on same pace(op 9/4 tchd 11/4)
2015-05-04,Beverley,623577,1:00,Mayday Raceday Median Auction Maiden Stakes,Flat,Class 6,,,2yo,,5f,Good,11,10.0,10,11.0,18.75,2.25,Harryanas Secret (GB),2,F,9-0,,1:7.55,25/1,David Allan,Tim Easterby,,–,–,–,Sakhees Secret (GB),Harryana To GB,Compton Place,Middleham Park Racing Iii Partner,Tracked leaders on outer - took keen hold - weakened over 1f out(op 22/1)
2015-05-04,Beverley,623579,2:10,Racing UK Handicap,Flat,Class 4,,0-80,4yo+,,1m2f,Good,8,1.0,4,6.0,9,1,Toto Skyllachy (GB),10,G,9-7,,2:5.15,12/1,Daniel Tudhope,David OMeara,360.75,79,78,66,Kyllachy (GB),Little Tramp GB,Trempolino,Richard Walker,Mid-division - effort and chasing leaders over 2f out - one pace(op 10/1)
2015-05-04,Beverley,623576,12:30,Maypole Dancers Maiden Fillies Stakes,Flat,Class 5,,,3yo,F,1m4f,Good,6,5.0,1,6.0,0,0,The Tempest (GB),3,F,9-0,,2:40.77,11/2,Daniel Tudhope,David OMeara,3234.5,–,79,45,Mastercraftsman (IRE),Virginia Hall GB,Medicean,Sir Robert Ogden,Soon tracking leader - led 2f out - hard driven final furlong - just held on(op 13/2 tchd 5/1)
2015-05-04,NAGOYA (JPN),627156,11:07,Kakitsubata Kinen (Local (Dirt),Flat,,Grade 3,,4yo+,,7f,Muddy,11,,2,1.0,1.5,1.5,Laser Bullet (JPN),7,H,8-7,,1:25.40,59/10,Norihiro Yokoyama,Kiyoshi Hagiwara,29263.59,–,–,–,Brians Time (USA),Complicata (JPN),Mr Prospector,Yoko Maeda,
2015-05-04,Beverley,623576,12:30,Maypole Dancers Maiden Fillies Stakes,Flat,Class 5,,,3yo,F,1m4f,Good,6,3.0,2,1.0,0.1,0.1,Stubbins (GB),3,F,9-0,,2:40.79,8/11F,Robert Havlin,John Gosden,962.5,–,78,44,Rip Van Winkle (IRE),Skimmia GB,Mark Of Esteem,Egerton House Racing,Tracked leaders - effort 3f out - chased winner over 1f out - stayed on towards finish - just denied(tchd 4/5)
2015-05-04,Beverley,623576,12:30,Maypole Dancers Maiden Fillies Stakes,Flat,Class 5,,,3yo,F,1m4f,Good,6,1.0,3,4.0,3,3,Azyaan (IRE),3,F,8-11,,2:41.37,14/1,Shane Gray,Kevin Ryan,481,–,74,38,Mastercraftsman (IRE),Hidden Heart (USA),Kingmambo,Sheikh Abdullah Almalek Alsabah,Tracked leaders - driven 3f out - stayed on same pace to take 3rd last 100yds(tchd 12/1)
2015-05-04,Beverley,623577,1:00,Mayday Raceday Median Auction Maiden Stakes,Flat,Class 6,,,2yo,,5f,Good,11,1.0,9,1.0,16.5,1.5,Citadel (GB),2,C,9-5,,1:7.10,12/1,Robert Winston,Ollie Pears,,–,18,–,Haafhd (GB),Preference GB,Efisio,L C And Mrs A E Sigsworth,Dwelt - soon detached in last - some headway over 1f out - never on terms(op 16/1)
2015-05-04,Beverley,623576,12:30,Maypole Dancers Maiden Fillies Stakes,Flat,Class 5,,,3yo,F,1m4f,Good,6,4.0,4,5.0,6.5,3.5,Suzi Icon (GB),3,F,9-0,,2:42.07,8/1,Joe Fanning,Mark Johnston,240.5,–,68,31,Sixties Icon (GB),Suzi Spends (IRE),Royal Applause,Greenstead Hall Racing Ltd,Dwelt - soon tracking leaders - headway 2f out - kept on to take 4th post
2015-05-04,Down Royal (IRE),625757,4:40,Daily Mirror Handicap Chase,Chase,,,,5yo+,,2m4f,Good To Yielding,12,9.0,5,,11,0.3,Leighinmohr (IRE),8,G,10-8,p,5:16.80,7/1,A E Lynch,I R Ferguson,,119,116,21,Catcher In The Rye (IRE),Winning Sally (IRE),Lancastrian,B M Kearney James Murray,Chased leaders - ridden and not quicken before 3 out - left 5th 2 out - no impression when not fluent last - kept on one pace(op 13/2)
2015-05-04,Beverley,623576,12:30,Maypole Dancers Maiden Fillies Stakes,Flat,Class 5,,,3yo,F,1m4f,Good,6,2.0,6,2.0,18.75,12,Maple Stirrup (IRE),3,F,8-11,h,2:44.52,50/1,Neil Farley,Patrick Holmes,,–,49,6,Duke Of Marmalade (IRE),Street Shaana (FR),Darshaan,Fpr Syndicate 4,Slowly into stride - in rear but well in touch - pushed along over 4f out - lost place 3f out - soon behind
2015-05-04,Beverley,623577,1:00,Mayday Raceday Median Auction Maiden Stakes,Flat,Class 6,,,2yo,,5f,Good,11,2.0,4,2.0,7.25,3.75,El Principe (GB),2,G,9-5,,1:5.25,25/1,Graham Lee,Les Eyre,192.4,–,52,29,Strategic Prince (GB),Shamrock Lady (IRE),Orpen,M Rozenbroek,Went right start - tracked leaders - one pace over 1f out(tchd 33/1)
2015-05-04,Beverley,623577,1:00,Mayday Raceday Median Auction Maiden Stakes,Flat,Class 6,,,2yo,,5f,Good,11,6.0,5,7.0,10,2.75,Kirkham (GB),2,C,9-5,,1:5.80,7/2,Tony Hamilton,Richard Fahey,,–,42,18,Pastoral Pursuits (GB),Royal Grace GB,Royal Applause,David W Armstrong,Mid-division - effort 2f out - never a threat(op 4/1)
2015-05-04,Beverley,623577,1:00,Mayday Raceday Median Auction Maiden Stakes,Flat,Class 6,,,2yo,,5f,Good,11,8.0,6,8.0,10,0.1,Baby Ballerina (GB),2,F,9-0,,1:5.82,10/1,Tom Eaves,Brian Ellison,,–,37,12,Kheleyf (USA),Markovas Dance GB,Mark Of Esteem,Julie Keith Hanson,Tracked leaders - led over 3f out - headed over 2f out - weakened final 75yds(op 12/1)
2015-05-04,Beverley,623577,1:00,Mayday Raceday Median Auction Maiden Stakes,Flat,Class 6,,,2yo,,5f,Good,11,4.0,7,3.0,12.5,2.5,Home Again (GB),2,C,9-5,,1:6.30,7/1,Connor Beasley,David Brown,,–,33,7,Bahamian Bounty (GB),Celestial Welcome GB,Most Welcome,J C Fretwell,Mid-division - effort over 2f out - hung left and weakened over 1f out (jockey said colt hung left)(op 15/2 tchd 8/1)
2015-05-04,Bath,623575,4:45,Jessie May Kids Cup Classified Stakes,Flat,Class 6,,0-65,3yo,,1m,Firm,5,5.0,4,5.0,2.75,0.3,Red Words (IRE),3,F,9-0,,1:41.10,9/4F,Tom Queally,George Margarson,,65,57,36,Intikhab (USA),Literacy (USA),Diesis,Abdulla Al Mansoori,Slowly into stride - in last but in touch - soon nudged along - ridden over 2f out - stayed on final furlong - went 4th nearing finish(op 5/2)
2015-05-04,Beverley,623576,12:30,Maypole Dancers Maiden Fillies Stakes,Flat,Class 5,,,3yo,F,1m4f,Good,6,6.0,5,3.0,6.75,0.05,Tingleo (GB),3,F,9-0,,2:42.13,4/1,Graham Lee,Roger Varian,,70,68,30,Galileo (IRE),Tingling (USA),Storm Cat,Nurlan Bizakov,Led - quickened pace over 3f out - headed 2f out - weakened last 150yds(op 5/1)
2015-05-04,Beverley,623577,1:00,Mayday Raceday Median Auction Maiden Stakes,Flat,Class 6,,,2yo,,5f,Good,11,9.0,8,9.0,15,2.5,Burning Shadow (IRE),2,F,9-0,,1:6.80,50/1,Dale Swift,Alan Brown,,–,19,–,Elusive Pimpernel (USA),Child Bride GB,Invincible Spirit,G Morrill,Dwelt - switched right after start - some headway over 2f out - faded over 1f out
2015-05-04,Beverley,623577,1:00,Mayday Raceday Median Auction Maiden Stakes,Flat,Class 6,,,2yo,,5f,Good,11,3.0,2,6.0,2.75,2.75,Favourtism (GB),2,C,9-2,,1:4.35,16/1,Shane Gray,Kevin Ryan,770,–,68,47,Pastoral Pursuits (GB),Charlotte Vale GB,Pivotal,J Nixon,Slowly into stride - headway over 2f out - not clear run on inner and switched left approaching final furlong - stayed on well to take 2nd closing stages(op 14/1)
2015-05-04,Beverley,623579,2:10,Racing UK Handicap,Flat,Class 4,,0-80,4yo+,,1m2f,Good,8,3.0,5,5.0,12.75,3.75,Bling King (GB),6,G,9-3,,2:5.90,7/1,Jason Hart,Geoffrey Harker,,75,67,54,Haafhd (GB),Bling Bling (IRE),Indian Ridge,P I Harker,Held up in rear - effort over 3f out - never a factor(op 5/1)
2015-05-04,Beverley,623582,3:55,White Rabbit Apprentice Handicap,Flat,Class 6,,0-65,3yo,,7½f,Good,14,3.0,3,13.0,3,0.3,Billy Bond (GB),3,G,9-3,,1:34.33,10/1,Jack Garritty,Richard Fahey,384.8,64,65,47,Monsieur Bond (IRE),Princess Cocoa (IRE),Desert Sun,Mr Mrs P Ashton,Chased leaders - effort over 2f out - stayed on final furlong(op 9/1)
2015-05-04,Beverley,623579,2:10,Racing UK Handicap,Flat,Class 4,,0-80,4yo+,,1m2f,Good,8,7.0,8,2.0,19.75,1.75,Duke Of Yorkshire (GB),5,G,8-9,,2:7.30,6/1,Duran Fentiman,Tim Easterby,,67,45,31,Duke Of Marmalade (IRE),Dame Edith (FR),Top Ville,M Stewart,Mid-division - effort over 3f out - weakened over 1f out(tchd 11/2)
2015-05-04,Beverley,623582,3:55,White Rabbit Apprentice Handicap,Flat,Class 6,,0-65,3yo,,7½f,Good,14,11.0,4,6.0,4,1,Vixen Hill (GB),3,F,8-7,,1:34.53,14/1,Josh Doyle,Tony Coyle,192.4,58,57,38,Acclamation (GB),Heckle GB,In The Wings,Plantation Stud,Chased leaders - kept on one pace over 1f out
2015-05-04,Beverley,623582,3:55,White Rabbit Apprentice Handicap,Flat,Class 6,,0-65,3yo,,7½f,Good,14,12.0,5,2.0,4.5,0.5,Bushranger Bay (IRE),3,G,8-2,b,1:34.63,20/1,Rachel Richardson,Tim Easterby,,51,48,29,Bushranger (IRE),Zafaraya (IRE),Ashkalani,Ryedale Partners No 8,Driven to lead after 1f - clear over 4f out - headed over 1f out - faded closing stages
2015-05-04,Beverley,623582,3:55,White Rabbit Apprentice Handicap,Flat,Class 6,,0-65,3yo,,7½f,Good,14,4.0,6,5.0,7.25,2.75,Brosnan (IRE),3,F,9-3,b,1:35.18,16/1,Toby Atkinson,Giles Bravery,,64,54,34,Champs Elysees (GB),Clytha GB,Mark Of Esteem,Mrs Lynn Mcgregor,Held up in mid-division - effort over 2f out - hung right - one pace
2015-05-04,Beverley,623582,3:55,White Rabbit Apprentice Handicap,Flat,Class 6,,0-65,3yo,,7½f,Good,14,2.0,7,10.0,9.5,2.25,Proud Of You (IRE),3,G,9-2,,1:35.63,50/1,Miss Anna Hesketh,Nigel Tinkler,,65,50,28,Fast Company (IRE),Shambodia (IRE),Petardia,Y T Szeto,Chased leaders - weakened over 1f out
2015-05-04,Beverley,623582,3:55,White Rabbit Apprentice Handicap,Flat,Class 6,,0-65,3yo,,7½f,Good,14,9.0,8,1.0,10.25,0.75,On The Tiles (GB),3,G,9-1,v,1:35.78,13/2,Marc Monaghan,David Brown,,62,45,23,Royal Applause (GB),Secret Night GB,Dansili,J C Fretwell,Slowly into stride - behind and driven along - kept on final 2f - never a factor(op 7/1 tchd 6/1)
2015-05-04,Beverley,623582,3:55,White Rabbit Apprentice Handicap,Flat,Class 6,,0-65,3yo,,7½f,Good,14,13.0,9,7.0,10.5,0.2,Good Move (IRE),3,F,8-4,,1:35.87,50/1,Sammy Jo Bell,Brian Rothwell,,51,33,11,Aussie Rules (USA),Lady Lafitte (USA),Stravinsky,Mrs J Jackson,In rear - some headway over 2f out - never nearer(op 66/1)
2015-05-04,Beverley,623582,3:55,White Rabbit Apprentice Handicap,Flat,Class 6,,0-65,3yo,,7½f,Good,14,7.0,2,14.0,2.75,2.75,Make On Madam (IRE),3,F,9-5,h,1:34.28,20/1,Jacob Butterfield,Les Eyre,770,63,65,46,Captain Rio (GB),Rye (IRE),Charnwood Forest,Keith Brown,Switched right after start - held up in rear - took keen hold - headway over 2f out - stayed on well final furlong - took 2nd near finish
2015-05-04,Beverley,623582,3:55,White Rabbit Apprentice Handicap,Flat,Class 6,,0-65,3yo,,7½f,Good,14,8.0,10,3.0,11,0.5,Racing Knight (IRE),3,G,9-2,,1:35.93,4/1,Joe Doyle,John Quinn,,63,44,21,Sir Percy (GB),Salydora (FR),Peintre Celebre,Carl Hinchy,In rear - driven over 3f out - kept on final 2f - never a factor(op 5/1)
2015-05-04,Beverley,623582,3:55,White Rabbit Apprentice Handicap,Flat,Class 6,,0-65,3yo,,7½f,Good,14,5.0,12,9.0,14,2,Bling Ring (USA),3,F,9-6,h,1:36.53,16/1,Louis Steward,Charles Hills,,64,38,13,Arch (USA),Youcanttakeme (USA),Hes Tops,Sheikh Suhaim Al Thaniqrlm Al Kubaisi,Behind - some headway on outer over 2f out - never on terms(tchd 20/1)
2015-05-04,Bath,623575,4:45,Jessie May Kids Cup Classified Stakes,Flat,Class 6,,0-65,3yo,,1m,Firm,5,2.0,2,6.0,1.5,1.5,Let Right Be Done (GB),3,G,9-0,b,1:40.85,7/2,Martin Lane,Ed McMahon,764.94,64,60,40,Lawman (FR),Cheerfully GB,Sadlers Wells,The Lam Partnership,Led - ridden 2f out - headed over 1f out - stayed on but extra final 100yds(op 11/4)
2015-05-04,Beverley,623582,3:55,White Rabbit Apprentice Handicap,Flat,Class 6,,0-65,3yo,,7½f,Good,14,14.0,13,11.0,14.5,0.5,The Kurator (IRE),3,G,8-0,p,1:36.63,50/1,Rowan Scott,Ann Duffield,,51,23,–,Art Connoisseur (IRE),A LAube (IRE),Selkirk,J Pak J Dance J Kay The Boys,Mid-division - some headway 3f out - lost place over 1f out
2015-05-04,Beverley,623582,3:55,White Rabbit Apprentice Handicap,Flat,Class 6,,0-65,3yo,,7½f,Good,14,1.0,14,12.0,15,0.5,Monsieur Jimmy (GB),3,G,9-3,,1:36.73,6/1,Luke Leadbitter,Declan Carroll,,66,37,11,Monsieur Bond (IRE),Artistic License (IRE),Chevalier,Ray Flegg H J Bousfield,Mid-division - took keen hold - effort on outer over 2f out - weakened over 1f out - eased closing stages (jockey said gelding ran too freely)(op 11/2)
2015-05-04,Bath,623575,4:45,Jessie May Kids Cup Classified Stakes,Flat,Class 6,,0-65,3yo,,1m,Firm,5,7.0,5,2.0,3.5,0.75,Zubaidah (GB),3,F,9-0,,1:41.25,9/2,Liam Keniry,George Baker,,63,55,34,Exceed And Excel (AUS),Bedouin Bride (USA),Chester House,Equi Ex Incertis Partners,Tracked leader - ridden 2f out - stayed on same pace from over 1f out(op 11/2)
2015-05-04,Beverley,623579,2:10,Racing UK Handicap,Flat,Class 4,,0-80,4yo+,,1m2f,Good,8,8.0,6,4.0,14.5,1.75,Wheres Tiger (GB),4,G,8-4,,2:6.25,2/1F,Joe Doyle,Jedd OKeeffe,,67,55,42,Tiger Hill (IRE),Wheres Broughton GB,Cadeaux Genereux,Highbeck Racing,Tracked leaders - took keen hold - driven over 2f out - weakened approaching final furlong(op 9/4)
2015-05-04,Beverley,623582,3:55,White Rabbit Apprentice Handicap,Flat,Class 6,,0-65,3yo,,7½f,Good,14,10.0,11,8.0,12,1,Invincible Wish (IRE),3,G,9-4,p,1:36.13,14/1,Shane Gray,Brian Ellison,,62,41,17,Vale Of York (IRE),Moonlight Wish (IRE),Peintre Celebre,Dan Gilbert Kristian Strangeway,Led 1f - chased leaders - weakened over 1f out(tchd 12/1)
2015-05-04,Beverley,623582,3:55,White Rabbit Apprentice Handicap,Flat,Class 6,,0-65,3yo,,7½f,Good,14,6.0,1,4.0,0,0,Three Gracez (GB),3,F,9-1,,1:33.73,3/1F,Tom Marquand,Philip McBride,2587.6,64,73,55,Kyllachy (GB),Three Ducks GB,Diktat,Neil Hormann,Held up in mid-division - headway 3f out - led over 1f out - driven out(op 7/2)
2015-05-04,Beverley,623581,3:20,Racing Again On Tuesday 12 May Handicap,Flat,Class 5,,0-70,4yo+,,7½f,Good,10,10.0,9,2.0,15.5,1.75,Stun Gun (GB),5,G,8-7,v,1:35.94,33/1,Paddy Mathers,Derek Shaw,,55,25,–,Medicean (GB),Tapas En Bal (FR),Mille Balles,John R Saville,Dwelt - in rear - some headway on outer over 2f out - lost place over 1f out(op 28/1)
2015-05-04,Beverley,623581,3:20,Racing Again On Tuesday 12 May Handicap,Flat,Class 5,,0-70,4yo+,,7½f,Good,10,6.0,8,1.0,13.75,2.25,Lynngale (GB),4,F,8-13,h,1:35.59,10/1,Natalia Gemelova,Kristin Stubbs,,64,38,10,Myboycharlie (IRE),Belle Annie (USA),Aptitude,Mrs Lynn Gale,In rear - headway on inside over 2f out - not clear run - weakened final furlong(tchd 9/1)
2015-05-04,Beverley,623580,2:45,Swan Industrial Drives Handicap,Flat,Class 4,,0-85,4yo+,,1m½f,Good,9,6.0,1,6.0,0,0,Rousayan (IRE),4,G,8-13,,1:46.11,7/4F,Daniel Tudhope,David OMeara,6469,77,83,56,Invincible Spirit (IRE),Rose Quartz GB,Lammtarra,The Roses Partnership 1,Made all - 2 lengths clear 1f out - just held on(tchd 15/8)
2015-05-04,Beverley,623580,2:45,Swan Industrial Drives Handicap,Flat,Class 4,,0-85,4yo+,,1m½f,Good,9,4.0,2,4.0,0.2,0.2,Border Bandit (USA),7,G,9-2,p,1:46.15,12/1,Connor Beasley,Tracy Waggott,1925,80,85,58,Selkirk (USA),Coretta (IRE),Caerleon,Elsa Crankshaw Gordon Allan,Chased leaders - driven over 3f out - kept on well final furlong - just denied
2015-05-04,Beverley,623580,2:45,Swan Industrial Drives Handicap,Flat,Class 4,,0-85,4yo+,,1m½f,Good,9,7.0,3,2.0,0.75,0.5,Dark Ocean (IRE),5,G,8-12,,1:46.26,4/1,P J McDonald,Jedd OKeeffe,962,76,80,52,Dylan Thomas (IRE),Neutral GB,Beat Hollow,The Fatalists,Tracked leaders - took keen hold - effort 3f out - kept on well final furlong(op 5/1)
